gene,logFC_Training_CRE,logFC_Training_PLA,pi_score_CRE,pi_score_PLA,pi_score_Interaction,significance,quadrant,imputed
BAG3,-0.1641,0.3344,0.904527,0.646101,0.472579,NS,Discordant (CRE Down / PLA Up),TRUE
ANXA4,0.4635,-0.0339,0.420064,0.997246,0.544404,NS,Discordant (CRE Up / PLA Down),FALSE
RTN3,0.1913,-0.3054,0.923619,0.82113,0.668405,NS,Discordant (CRE Up / PLA Down),TRUE
UBE2H,0.1959,0.3007,0.898373,0.7425,0.980422,NS,Concordant Up,TRUE
PMVK,0.2232,0.2729,0.809898,0.801974,0.995282,NS,Concordant Up,TRUE
UAP1,0.1483,-0.3476,0.918393,0.59562,0.452,NS,Discordant (CRE Up / PLA Down),TRUE
CBX3,-0.3262,0.1693,0.673266,0.937856,0.589555,NS,Discordant (CRE Down / PLA Up),TRUE
ATP5PB,-0.0671,0.428,0.984294,0.407733,0.437002,NS,Discordant (CRE Down / PLA Up),FALSE
GNA13,0.0097,-0.4852,0.99978,0.503421,0.601635,NS,Discordant (CRE Up / PLA Down),TRUE
COX6C,0.1351,0.3594,0.938209,0.591578,0.885166,NS,Concordant Up,FALSE
AGL,-0.074,0.4205,0.985124,0.55313,0.557034,NS,Discordant (CRE Down / PLA Up),TRUE
UBA3,-0.2565,0.2379,0.734158,0.790324,0.425251,NS,Discordant (CRE Down / PLA Up),FALSE
PA2G4,-0.1575,-0.3366,0.856649,0.435859,0.880459,NS,Concordant Down,FALSE
ABHD16A,-0.23,-0.2641,0.84208,0.888689,0.998536,NS,Concordant Down,TRUE
RBP4,-0.1175,-0.3762,0.975378,0.755629,0.917675,NS,Concordant Down,TRUE
SLC25A11,-0.024,0.4693,0.998787,0.537635,0.627982,NS,Discordant (CRE Down / PLA Up),FALSE
TRIM54,-0.0251,0.4682,0.998212,0.43064,0.522849,NS,Discordant (CRE Down / PLA Up),TRUE
HSPB2,-0.078,0.4145,0.972639,0.343107,0.34239000000000003,NS,Discordant (CRE Down / PLA Up),TRUE
GSTM3,-0.3342,-0.1579,0.652095,0.930176,0.937833,NS,Concordant Down,FALSE
COX4I1,0.1838,0.3082,0.848252,0.611932,0.957041,NS,Concordant Up,FALSE
AK3,-0.1072,0.3834,0.966518,0.591741,0.53921,NS,Discordant (CRE Down / PLA Up),FALSE
DNAJB6,-0.2979,-0.1924,0.659224,0.924332,0.981182,NS,Concordant Down,TRUE
PDPR,-0.1384,0.3517,0.922391,0.541158,0.414712,NS,Discordant (CRE Down / PLA Up),TRUE
NANS,0.4371,0.0523,0.426677,0.993922,0.718434,NS,Concordant Up,TRUE
HNRNPF,-0.1382,-0.3509,0.947862,0.603188,0.906743,NS,Concordant Down,TRUE
DGLUCY,-0.4646,0.0242,0.511915,0.998813,0.627381,NS,Discordant (CRE Down / PLA Up),TRUE
EIF4G1,-0.2315,0.2572,0.720087,0.684455,0.320562,NS,Discordant (CRE Down / PLA Up),FALSE
RPS26,0.1216,-0.3668,0.914283,0.362641,0.262844,NS,Discordant (CRE Up / PLA Down),TRUE
WDFY1,0.4566,-0.0316,0.36717,0.998497,0.65968,NS,Discordant (CRE Up / PLA Down),TRUE
CALU,0.1673,0.3204,0.808356,0.408127,0.899163,NS,Concordant Up,FALSE
GSTM2,-0.2466,-0.241,0.744839,0.776596,0.999928,NS,Concordant Down,FALSE
DNAJB1,0.0194,0.4679,0.998966,0.489224,0.62561,NS,Concordant Up,TRUE
ETFDH,-0.1332,0.3534,0.941045,0.609873,0.501363,NS,Discordant (CRE Down / PLA Up),FALSE
NT5C1A,-0.2601,-0.2265,0.764524,0.856995,0.99789,NS,Concordant Down,TRUE
HADHB,-0.0943,0.3921,0.960452,0.388614,0.357928,NS,Discordant (CRE Down / PLA Up),FALSE
ATP2B4,0.2402,-0.2462,0.811963,0.828664,0.540983,NS,Discordant (CRE Up / PLA Down),TRUE
DBI,0.0392,-0.4466,0.992583,0.20085,0.282167,NS,Discordant (CRE Up / PLA Down),FALSE
BIN1,-0.0807,0.4048,0.9815,0.551058,0.547232,NS,Discordant (CRE Down / PLA Up),FALSE
EPM2A,-0.4459,-0.0391,0.497009,0.995812,0.677115,NS,Concordant Down,TRUE
NUDC,0.0215,-0.4635,0.998022,0.252046,0.351244,NS,Discordant (CRE Up / PLA Down),TRUE
UQCRC2,0.0945,0.3905,0.96746,0.48126,0.7744,NS,Concordant Up,FALSE
DCTN4,-0.21,0.2746,0.795328,0.718803,0.415002,NS,Discordant (CRE Down / PLA Up),TRUE
DTNA,-0.143,-0.3413,0.946752,0.726347,0.933608,NS,Concordant Down,TRUE
RUVBL2,0.405,-0.0792,0.451662,0.981061,0.488897,NS,Discordant (CRE Up / PLA Down),FALSE
TATDN1,-0.294,-0.1899,0.663886,0.877793,0.974884,NS,Concordant Down,TRUE
SYNC,-0.0846,-0.3992,0.981807,0.66542,0.837393,NS,Concordant Down,TRUE
ANK1,0.0387,-0.4448,0.997893,0.722164,0.764273,NS,Discordant (CRE Up / PLA Down),FALSE
NDUFB6,0.1999,0.2828,0.879783,0.788607,0.987774,NS,Concordant Up,TRUE
MPC2,-0.1888,-0.2931,0.897601,0.778226,0.980953,NS,Concordant Down,TRUE
FBN1,-0.3215,-0.1599,0.849581,0.966874,0.975625,NS,Concordant Down,FALSE
GRSF1,0.4213,-0.0599,0.640021,0.994357,0.708244,NS,Discordant (CRE Up / PLA Down),TRUE
IDH3G,-0.0443,0.4367,0.994871,0.526462,0.580154,NS,Discordant (CRE Down / PLA Up),TRUE
SCRN3,-0.2116,0.2694,0.886398,0.814946,0.611482,NS,Discordant (CRE Down / PLA Up),TRUE
ACYP2,-0.0994,0.3815,0.97609,0.657979,0.620533,NS,Discordant (CRE Down / PLA Up),FALSE
IMPDH2,-0.09,-0.3909,0.945881,0.209076,0.584638,NS,Concordant Down,TRUE
COQ8A,-0.2287,0.2521,0.798534,0.783922,0.478607,NS,Discordant (CRE Down / PLA Up),TRUE
HDHD2,-0.3552,-0.1252,0.44191,0.940513,0.844811,NS,Concordant Down,TRUE
ENO3,-0.1007,0.3792,0.96637,0.54763,0.501678,NS,Discordant (CRE Down / PLA Up),FALSE
EPHX1,-0.0367,-0.4431,0.996186,0.457103,0.654406,NS,Concordant Down,FALSE
PKM,0.1877,0.2918,0.729493,0.442809,0.950532,NS,Concordant Up,FALSE
RNF123,-0.2219,0.2571,0.790541,0.741958,0.429575,NS,Discordant (CRE Down / PLA Up),FALSE
ATP1A1,-0.0981,0.3805,0.963812,0.491548,0.449146,NS,Discordant (CRE Down / PLA Up),FALSE
PRELP,0.433,0.0452,0.79966,0.99811,0.893109,NS,Concordant Up,FALSE
NPC2,0.1918,-0.2863,0.883004,0.75965,0.548536,NS,Discordant (CRE Up / PLA Down),TRUE
RPA1,-0.3459,0.1317,0.64449,0.964112,0.624603,NS,Discordant (CRE Down / PLA Up),TRUE
ISOC1,-0.4297,0.0477,0.29858,0.992125,0.41481,NS,Discordant (CRE Down / PLA Up),TRUE
RPL10A,0.3638,-0.1122,0.481359,0.954884,0.443223,NS,Discordant (CRE Up / PLA Down),FALSE
PSMD3,-0.0272,0.4482,0.996183,0.159047,0.256469,NS,Discordant (CRE Down / PLA Up),FALSE
SCARB2,0.1847,-0.29,0.822531,0.603767,0.34488,NS,Discordant (CRE Up / PLA Down),FALSE
TOMM70,0.1587,0.3156,0.928855,0.721424,0.953681,NS,Concordant Up,TRUE
CYB5A,0.0937,-0.3787,0.985716,0.766084,0.744724,NS,Discordant (CRE Up / PLA Down),TRUE
PDLIM3,-0.1966,0.2757,0.838315,0.718365,0.455757,NS,Discordant (CRE Down / PLA Up),TRUE
NAP1L4,0.1483,0.3236,0.858816,0.422199,0.872659,NS,Concordant Up,FALSE
DNAJC19,0.4486,-0.023,0.424074,0.998993,0.628751,NS,Discordant (CRE Up / PLA Down),TRUE
COPA,0.3997,0.0712,0.328664,0.983597,0.700594,NS,Concordant Up,TRUE
NDUFS1,0.1005,0.3701,0.962228,0.517246,0.809256,NS,Concordant Up,FALSE
RAB24,0.4446,0.0257,0.529192,0.998939,0.752986,NS,Concordant Up,TRUE
DCXR,-0.2199,0.2502,0.840975,0.810233,0.550002,NS,Discordant (CRE Down / PLA Up),FALSE
NRAP,-0.3491,0.1208,0.703535,0.972591,0.677812,NS,Discordant (CRE Down / PLA Up),TRUE
MYL2,-0.4043,-0.0652,0.615228,0.99172,0.821601,NS,Concordant Down,TRUE
PADI2,0.1051,0.364,0.953707,0.502234,0.808402,NS,Concordant Up,TRUE
SPTB,-0.0776,-0.3907,0.990202,0.754852,0.887008,NS,Concordant Down,FALSE
IDE,-0.256,0.212,0.703285,0.813757,0.421807,NS,Discordant (CRE Down / PLA Up),FALSE
PKIA,-0.1304,-0.3366,0.904327,0.496601,0.851882,NS,Concordant Down,TRUE
PIN4,-0.3844,-0.0823,0.450511,0.978169,0.766629,NS,Concordant Down,TRUE
ECHDC1,0.311,-0.1556,0.734407,0.946082,0.639023,NS,Discordant (CRE Up / PLA Down),TRUE
PANK4,-0.1915,0.275,0.876455,0.762914,0.543045,NS,Discordant (CRE Down / PLA Up),FALSE
UBE2V2,-0.3932,-0.0727,0.2609,0.974761,0.619094,NS,Concordant Down,FALSE
THBS1,0.366,0.0995,0.80684,0.985588,0.927531,NS,Concordant Up,TRUE
GNAS,-0.1066,-0.3576,0.950331,0.483044,0.808844,NS,Concordant Down,FALSE
ALDH4A1,-0.1199,0.344,0.940275,0.541485,0.442422,NS,Discordant (CRE Down / PLA Up),FALSE
ITGB1,0.0852,-0.3778,0.979324,0.603061,0.583442,NS,Discordant (CRE Up / PLA Down),FALSE
PALMD,0.1072,-0.3556,0.954686,0.633472,0.529695,NS,Discordant (CRE Up / PLA Down),TRUE
ALDH16A1,0.1977,-0.2646,0.866539,0.790219,0.557867,NS,Discordant (CRE Up / PLA Down),TRUE
CARS1,-0.1396,-0.3225,0.923837,0.638002,0.916133,NS,Concordant Down,TRUE
MYH4,0.139,0.323,0.976973,0.882753,0.97306,NS,Concordant Up,TRUE
HSPB8,-0.2046,0.2568,0.901538,0.868574,0.69013,NS,Discordant (CRE Down / PLA Up),TRUE
TMED10,0.3108,-0.1498,0.629277,0.922703,0.500184,NS,Discordant (CRE Up / PLA Down),FALSE
MTDH,0.3272,-0.1331,0.459766,0.936997,0.435937,NS,Discordant (CRE Up / PLA Down),TRUE
MYL12B,0.3584,0.1007,0.537542,0.967617,0.838241,NS,Concordant Up,FALSE
PCBD2,-0.4475,-0.0112,0.278453,0.999597,0.50427,NS,Concordant Down,TRUE
VBP1,-0.1776,-0.2806,0.829338,0.6903,0.969707,NS,Concordant Down,TRUE
SLC25A12,-0.076,0.3819,0.98273,0.588358,0.577906,NS,Discordant (CRE Down / PLA Up),TRUE
EFEMP1,0.4482,-0.0094,0.598763,0.999851,0.719335,NS,Discordant (CRE Up / PLA Down),TRUE
SFXN1,0.4121,0.0446,0.271012,0.992503,0.579541,NS,Concordant Up,TRUE
ZYX,0.279,-0.1772,0.566632,0.837473,0.34097,NS,Discordant (CRE Up / PLA Down),FALSE
IDH3A,0.0857,0.3705,0.970651,0.481565,0.769211,NS,Concordant Up,FALSE
EHD4,0.3863,0.0699,0.570961,0.987911,0.805249,NS,Concordant Up,TRUE
HNRNPA1,0.1176,-0.3386,0.950173,0.606354,0.514898,NS,Discordant (CRE Up / PLA Down),FALSE
PACSIN2,-0.1401,-0.3154,0.904132,0.590361,0.906753,NS,Concordant Down,TRUE
DECR1,0.346,-0.1091,0.529002,0.958115,0.48748,NS,Discordant (CRE Up / PLA Down),FALSE
AKT2,-0.0819,0.3732,0.964937,0.383891,0.354997,NS,Discordant (CRE Down / PLA Up),TRUE
AKR1A1,0.0972,-0.3577,0.9616,0.508485,0.457522,NS,Discordant (CRE Up / PLA Down),FALSE
LYVE1,0.2386,0.21560000000000001,0.888637,0.933294,0.999444,NS,Concordant Up,TRUE
IMMT,-0.0589,0.3949,0.989113,0.519051,0.549311,NS,Discordant (CRE Down / PLA Up),FALSE
ABCF2,0.2678,-0.1858,0.790486,0.921513,0.64858,NS,Discordant (CRE Up / PLA Down),TRUE
TGM2,0.0175,0.4355,0.999231,0.515231,0.669124,NS,Concordant Up,FALSE
KLHL41,-0.0219,0.4311,0.999281,0.726295,0.778999,NS,Discordant (CRE Down / PLA Up),TRUE
IVD,-0.16,0.2929,0.901662,0.690891,0.508359,NS,Discordant (CRE Down / PLA Up),FALSE
DUSP28,0.0349,0.418,0.997631,0.660051,0.791174,NS,Concordant Up,TRUE
DCTPP1,-0.1501,-0.3027,0.950252,0.803614,0.965907,NS,Concordant Down,TRUE
ENDOG,-0.1972,-0.2548,0.899973,0.857574,0.995043,NS,Concordant Down,TRUE
PPP2R2A,-0.1482,0.3034,0.884549,0.558061,0.37477,NS,Discordant (CRE Down / PLA Up),FALSE
FLOT2,-0.2316,-0.2197,0.807213,0.841542,0.999712,NS,Concordant Down,FALSE
UROD,-0.2239,-0.227,0.814264,0.825087,0.999981,NS,Concordant Down,TRUE
GSTO1,0.0623,-0.3885,0.98699,0.505103,0.528728,NS,Discordant (CRE Up / PLA Down),FALSE
SMPX,0.1126,-0.3382,0.97207,0.762925,0.699641,NS,Discordant (CRE Up / PLA Down),TRUE
GPX3,-0.0331,-0.4176,0.997868,0.655237,0.787641,NS,Concordant Down,FALSE
NUBPL,-0.4451,0.0056,0.439996,0.999938,0.648537,NS,Discordant (CRE Down / PLA Up),TRUE
CTSB,0.3057,-0.1449,0.644383,0.928789,0.522601,NS,Discordant (CRE Up / PLA Down),FALSE
MYOC,0.4102,-0.0397,0.817016,0.998316,0.843491,NS,Discordant (CRE Up / PLA Down),TRUE
VASP,0.3819,-0.0667,0.679603,0.992614,0.729463,NS,Discordant (CRE Up / PLA Down),TRUE
SEPTIN2,0.352,-0.0965,0.496651,0.966229,0.481153,NS,Discordant (CRE Up / PLA Down),FALSE
DEK,-0.0903,-0.3581,0.95939700000000006,0.530092,0.783405,NS,Concordant Down,TRUE
ATP6V1H,-0.222,-0.2262,0.838581,0.847795,0.999968,NS,Concordant Down,TRUE
MPST,-0.248,-0.2,0.656136,0.794532,0.992704,NS,Concordant Down,FALSE
GARS1,-0.0341,0.4138,0.99555,0.37093,0.458669,NS,Discordant (CRE Down / PLA Up),FALSE
ADH5,0.1218,-0.3259,0.94088,0.598556,0.490359,NS,Discordant (CRE Up / PLA Down),FALSE
COMT,0.1826,-0.265,0.889971,0.783494,0.580456,NS,Discordant (CRE Up / PLA Down),FALSE
GCLC,-0.1001,-0.3473,0.975974,0.715947,0.897737,NS,Concordant Down,FALSE
EML2,-0.2139,0.2333,0.850539,0.845211,0.600672,NS,Discordant (CRE Down / PLA Up),TRUE
PGAM2,-0.2701,0.1769,0.694218,0.886242,0.50219,NS,Discordant (CRE Down / PLA Up),TRUE
RPL18A,0.2897,-0.1571,0.686255,0.924851,0.558948,NS,Discordant (CRE Up / PLA Down),TRUE
EIF5B,-0.4398,0.0068,0.155493,0.999813,0.356507,NS,Discordant (CRE Down / PLA Up),TRUE
RPS14,0.2709,-0.1756,0.671096,0.870323,0.456947,NS,Discordant (CRE Up / PLA Down),TRUE
MT-CO2,0.2919,0.1545,0.618989,0.903597,0.947099,NS,Concordant Up,FALSE
DHCR24,-0.1438,-0.3023,0.936839,0.783673,0.955319,NS,Concordant Down,TRUE
VPS29,0.071,-0.3749,0.985056,0.605376,0.599673,NS,Discordant (CRE Up / PLA Down),TRUE
OXSR1,-0.2887,-0.157,0.455521,0.845316,0.925934,NS,Concordant Down,FALSE
MYBPC1,0.0888,0.3568,0.981971,0.722906,0.886499,NS,Concordant Up,TRUE
HLA-DRB5,0.4197,0.0259,0.698566,0.999086,0.828476,NS,Concordant Up,TRUE
CACNB3,-0.4073,-0.0382,0.4631,0.996282,0.708198,NS,Concordant Down,TRUE
BCAM,-0.4299,-0.0152,0.336379,0.999398,0.603232,NS,Concordant Down,TRUE
HADH,-0.2275,-0.2167,0.689527,0.741424,0.999631,NS,Concordant Down,FALSE
NIPSNAP2,-0.2966,0.1476,0.60092,0.914341,0.467295,NS,Discordant (CRE Down / PLA Up),TRUE
HSPA2,-0.2642,-0.1791,0.800687,0.921103,0.987738,NS,Concordant Down,TRUE
TMPO,0.0731,-0.3702,0.98412,0.630581,0.61303,NS,Discordant (CRE Up / PLA Down),TRUE
EIF3K,-0.25,0.1931,0.863876,0.923201,0.715992,NS,Discordant (CRE Down / PLA Up),TRUE
ECI1,-0.0649,0.378,0.988614,0.614391,0.626033,NS,Discordant (CRE Down / PLA Up),FALSE
HTRA2,-0.2669,0.176,0.753739,0.915654,0.604466,NS,Discordant (CRE Down / PLA Up),TRUE
GNB2,0.1235,-0.3185,0.944801,0.648057,0.539831,NS,Discordant (CRE Up / PLA Down),FALSE
IAH1,-0.1592,0.2828,0.921973,0.766746,0.609425,NS,Discordant (CRE Down / PLA Up),FALSE
FHOD1,-0.0918,0.3499,0.973412,0.62253,0.582105,NS,Discordant (CRE Down / PLA Up),TRUE
MYLK3,-0.148,-0.2933,0.947447,0.824978,0.968907,NS,Concordant Down,TRUE
CACNB1,-0.2899,0.1512,0.732309,0.939023,0.620259,NS,Discordant (CRE Down / PLA Up),TRUE
RPL37A,0.2687,-0.1722,0.671265,0.923768,0.587316,NS,Discordant (CRE Up / PLA Down),TRUE
NDUFA4,-0.062,0.3788,0.987531,0.540247,0.560105,NS,Discordant (CRE Down / PLA Up),FALSE
UBE2N,-0.1967,-0.2438,0.695791,0.580364,0.990444,NS,Concordant Down,FALSE
NID2,0.263,-0.1768,0.869384,0.944913,0.756648,NS,Discordant (CRE Up / PLA Down),TRUE
SNX2,0.365,0.0747,0.604715,0.985833,0.832861,NS,Concordant Up,FALSE
SH3GLB1,-0.1259,0.3136,0.92739,0.577078,0.449079,NS,Discordant (CRE Down / PLA Up),FALSE
SMYD2,-0.015,-0.424,0.999452,0.707668,0.76838,NS,Concordant Down,TRUE
MSRA,0.3113,-0.1271,0.670934,0.97303,0.712333,NS,Discordant (CRE Up / PLA Down),TRUE
RPL21,0.1266,-0.3117,0.948415,0.694843,0.589823,NS,Discordant (CRE Up / PLA Down),TRUE
HNRNPL,0.3183,-0.1199,0.60767,0.950491,0.532668,NS,Discordant (CRE Up / PLA Down),TRUE
C9orf64,-0.2063,-0.231,0.771646,0.767237,0.998314,NS,Concordant Down,TRUE
EEF1B2,0.094,0.3432,0.941944,0.331297,0.715485,NS,Concordant Up,FALSE
CBR1,0.3524,-0.0847,0.477689,0.973251,0.484843,NS,Discordant (CRE Up / PLA Down),FALSE
IDH3B,0.105,0.332,0.948419,0.515012,0.832982,NS,Concordant Up,FALSE
DNM1L,-0.1369,0.3001,0.925375,0.659594,0.515749,NS,Discordant (CRE Down / PLA Up),FALSE
PRDX4,0.3212,-0.1152,0.489548,0.940347,0.419858,NS,Discordant (CRE Up / PLA Down),FALSE
PDCD6,0.0356,-0.4007,0.994515,0.366567,0.438546,NS,Discordant (CRE Up / PLA Down),TRUE
MLYCD,-0.1347,0.3016,0.949131,0.763013,0.65085,NS,Discordant (CRE Down / PLA Up),TRUE
EEF2K,-0.1963,0.2396,0.901379,0.90601,0.745867,NS,Discordant (CRE Down / PLA Up),TRUE
GPT,-0.3054,0.1295,0.711993,0.954739,0.629094,NS,Discordant (CRE Down / PLA Up),FALSE
BCKDHB,-0.3718,-0.063,0.687174,0.993618,0.871481,NS,Concordant Down,TRUE
PPIL3,0.0101,-0.4244,0.999636,0.368073,0.501915,NS,Discordant (CRE Up / PLA Down),FALSE
H2BC4,0.1912,-0.2425,0.94231,0.913525,0.800955,NS,Discordant (CRE Up / PLA Down),FALSE
UQCRH,0.0958,0.3374,0.973706,0.678879,0.882793,NS,Concordant Up,FALSE
PPP1CB,-0.0516,0.3815,0.986961,0.339269,0.387408,NS,Discordant (CRE Down / PLA Up),FALSE
OPLAH,-0.1923,0.2407,0.844376,0.783087,0.523729,NS,Discordant (CRE Down / PLA Up),TRUE
UQCRFS1,-0.0972,0.3351,0.968335,0.63237,0.57706,NS,Discordant (CRE Down / PLA Up),FALSE
SERPING1,0.3364,-0.0958,0.832601,0.988235,0.818393,NS,Discordant (CRE Up / PLA Down),FALSE
HK1,0.1123,0.3197,0.919722,0.420485,0.814351,NS,Concordant Up,FALSE
ROMO1,-0.042,-0.39,0.996654,0.718372,0.835292,NS,Concordant Down,TRUE
SERBP1,-0.0158,0.4159,0.999384,0.565636,0.658365,NS,Discordant (CRE Down / PLA Up),TRUE
TMEM11,0.0842,0.3474,0.974393,0.579895,0.822906,NS,Concordant Up,TRUE
FBLN1,0.3087,0.1229,0.780427,0.969711,0.949206,NS,Concordant Up,FALSE
NDUFC2,-0.2017,-0.2298,0.849055,0.82503,0.998346,NS,Concordant Down,TRUE
PDCD5,-0.1475,0.284,0.889669,0.63383,0.439765,NS,Discordant (CRE Down / PLA Up),TRUE
DCTN1,0.0946,0.3369,0.927167,0.254798,0.670768,NS,Concordant Up,FALSE
RNF114,-0.3181,-0.1122,0.589532,0.969305,0.910753,NS,Concordant Down,TRUE
VDAC3,-0.0947,0.3354,0.97036,0.635407,0.584807,NS,Discordant (CRE Down / PLA Up),FALSE
RPL7A,-0.0585,0.3714,0.986679,0.474576,0.501832,NS,Discordant (CRE Down / PLA Up),FALSE
NPEPPS,-0.2625,0.1673,0.620622,0.859455,0.404482,NS,Discordant (CRE Down / PLA Up),FALSE
SPCS1,0.1362,-0.2935,0.932065,0.768195,0.620377,NS,Discordant (CRE Up / PLA Down),TRUE
HP1BP3,-0.2244,-0.2052,0.855535,0.886377,0.999373,NS,Concordant Down,TRUE
RDX,-0.1478,0.2818,0.901521,0.663291,0.482825,NS,Discordant (CRE Down / PLA Up),FALSE
RSU1,0.0871,-0.3424,0.975997,0.633746,0.598855,NS,Discordant (CRE Up / PLA Down),FALSE
NFIC,-0.1239,-0.3055,0.924385,0.566434,0.891171,NS,Concordant Down,TRUE
AKR1B1,-0.2162,0.212,0.831943,0.852247,0.586253,NS,Discordant (CRE Down / PLA Up),FALSE
RDH11,-0.3093,-0.118,0.71817,0.972061,0.940132,NS,Concordant Down,TRUE
SARS2,-0.0496,-0.3776,0.992434,0.696761,0.808495,NS,Concordant Down,TRUE
GSTP1,-0.0727,-0.3543,0.972892,0.399607,0.705851,NS,Concordant Down,FALSE
DAZAP1,-0.1678,-0.2589,0.889033,0.790019,0.981724,NS,Concordant Down,TRUE
LAMTOR5,0.3635,0.0632,0.610018,0.993427,0.864541,NS,Concordant Up,TRUE
TST,-0.1935,-0.2331,0.882397,0.841687,0.997092,NS,Concordant Down,FALSE
YWHAQ,0.316,-0.1105,0.564376,0.952976,0.503569,NS,Discordant (CRE Up / PLA Down),FALSE
TRAPPC3,0.2965,0.1298,0.432148,0.912762,0.889108,NS,Concordant Up,TRUE
MIEN1,-0.323,0.1021,0.563691,0.962437,0.526917,NS,Discordant (CRE Down / PLA Up),TRUE
FLNA,0.344,-0.0808,0.702889,0.986086,0.705849,NS,Discordant (CRE Up / PLA Down),FALSE
SNTB2,0.0055,0.4192,0.999875,0.288585,0.458717,NS,Concordant Up,FALSE
THOP1,-0.3592,-0.0653,0.422916,0.983985,0.735654,NS,Concordant Down,TRUE
PLCL1,-0.1374,-0.2869,0.938997,0.860977,0.968156,NS,Concordant Down,TRUE
CAP2,-0.0907,0.3331,0.974565,0.660613,0.617615,NS,Discordant (CRE Down / PLA Up),FALSE
EIF5,0.0886,0.3352,0.967043,0.543685,0.819078,NS,Concordant Up,FALSE
DAD1,0.28,0.1437,0.657128,0.931653,0.953756,NS,Concordant Up,TRUE
RPLP0,0.2088,0.2148,0.723104,0.731651,0.99988,NS,Concordant Up,FALSE
GLRX,-0.1708,0.2527,0.914074,0.824646,0.656176,NS,Discordant (CRE Down / PLA Up),TRUE
PHYHD1,-0.2869,-0.136,0.830285,0.970736,0.972368,NS,Concordant Down,TRUE
ANXA6,0.1245,-0.2983,0.931721,0.626715,0.497346,NS,Discordant (CRE Up / PLA Down),FALSE
PLEKHF1,-0.2802,-0.1426,0.691318,0.936236,0.956262,NS,Concordant Down,TRUE
PCYT2,-0.1884,0.2342,0.818427,0.7648,0.477839,NS,Discordant (CRE Down / PLA Up),TRUE
HEBP1,0.0197,-0.4025,0.999257,0.681026,0.747871,NS,Discordant (CRE Up / PLA Down),FALSE
AIMP1,-0.0555,0.3666,0.9887,0.528179,0.549322,NS,Discordant (CRE Down / PLA Up),TRUE
EDF1,-0.2829,-0.1388,0.820453,0.966272,0.97248,NS,Concordant Down,TRUE
PPBP,0.0072,0.4143,0.999932,0.757027,0.834775,NS,Concordant Up,TRUE
PACSIN3,-0.1883,0.2328,0.840163,0.782912,0.518359,NS,Discordant (CRE Down / PLA Up),TRUE
SHMT1,0.014,-0.4063,0.999121,0.288608,0.418634,NS,Discordant (CRE Up / PLA Down),FALSE
CLIP1,-0.3829,0.0363,0.471561,0.995977,0.576356,NS,Discordant (CRE Down / PLA Up),FALSE
CORO1A,-0.0655,0.3531,0.992551,0.734479,0.761044,NS,Discordant (CRE Down / PLA Up),TRUE
FH,0.0094,0.4086,0.99963,0.318264,0.495529,NS,Concordant Up,FALSE
ATP6V1E1,0.1186,0.2992,0.954485,0.71845,0.928933,NS,Concordant Up,FALSE
VPS36,-0.1258,0.2919,0.907557,0.58635,0.419493,NS,Discordant (CRE Down / PLA Up),TRUE
ACADSB,-0.2114,-0.2062,0.85145,0.875822,0.99995,NS,Concordant Down,TRUE
MARCKS,0.3926,-0.0244,0.550231,0.998633,0.670948,NS,Discordant (CRE Up / PLA Down),TRUE
VAMP2,-0.0641,-0.3528,0.985282,0.577248,0.787918,NS,Concordant Down,TRUE
ACSS2,-0.0951,-0.3217,0.956822,0.52747,0.828284,NS,Concordant Down,FALSE
EIF3G,-0.127,0.2888,0.92358,0.638906,0.491631,NS,Discordant (CRE Down / PLA Up),TRUE
DHTKD1,-0.3875,-0.0277,0.477526,0.998481,0.759389,NS,Concordant Down,TRUE
SURF1,-0.1881,0.227,0.88787,0.866919,0.670235,NS,Discordant (CRE Down / PLA Up),TRUE
PSMA2,-0.1444,-0.2697,0.919681,0.733079,0.961415,NS,Concordant Down,FALSE
UBE2M,-0.056,0.3573,0.9886,0.535182,0.560271,NS,Discordant (CRE Down / PLA Up),FALSE
PSMA4,0.1683,-0.2449,0.834833,0.677232,0.413853,NS,Discordant (CRE Up / PLA Down),FALSE
RPL7,0.4131,-0,0.357133,1,0.546502,NS,Discordant (CRE Up / PLA Down),FALSE
RAP2B,0.1161,-0.297,0.962516,0.773371,0.68567,NS,Discordant (CRE Up / PLA Down),TRUE
HDGFL2,0.1005,0.3125,0.964154,0.620461,0.882455,NS,Concordant Up,TRUE
MDH1,-0.1245,-0.288,0.897978,0.501961,0.884625,NS,Concordant Down,FALSE
RWDD1,-0.4016,0.0105,0.507509,0.999727,0.651822,NS,Discordant (CRE Down / PLA Up),TRUE
SETD7,-0.1339,0.2781,0.920098,0.684244,0.526155,NS,Discordant (CRE Down / PLA Up),TRUE
TXNDC17,0.0836,0.3283,0.959256,0.41646,0.7511,NS,Concordant Up,FALSE
NIF3L1,-0.2188,0.1928,0.664336,0.760763,0.338056,NS,Discordant (CRE Down / PLA Up),FALSE
KTN1,0.3228,-0.0884,0.422653,0.972259,0.502728,NS,Discordant (CRE Up / PLA Down),TRUE
AHCYL2,-0.1554,-0.2557,0.895693,0.797914,0.977066,NS,Concordant Down,TRUE
MAOB,-0.1004,-0.3107,0.95063,0.547021,0.849636,NS,Concordant Down,FALSE
ACSL3,-0.0358,0.3748,0.995677,0.533725,0.591959,NS,Discordant (CRE Down / PLA Up),TRUE
