gene,logFC_Training_CRE,logFC_Training_PLA,pi_score_CRE,pi_score_PLA,pi_score_Interaction,significance,quadrant,imputed
NDUFA10,0.0522,0.3582,0.991203,0.578965,0.775456,NS,Concordant Up,FALSE
SNTA1,-0.2679,0.1418,0.741164,0.936337,0.618094,NS,Discordant (CRE Down / PLA Up),TRUE
ANXA7,-0.1429,-0.2668,0.828224,0.473034,0.920078,NS,Concordant Down,FALSE
CFD,0.3944,0.0148,0.813846,0.999781,0.886379,NS,Concordant Up,TRUE
HSPB1,0.3391,0.0697,0.460417,0.980119,0.764244,NS,Concordant Up,FALSE
CACNA2D1,-0.2822,0.1263,0.619115,0.932685,0.507386,NS,Discordant (CRE Down / PLA Up),FALSE
RPS3,0.1848,0.2236,0.799295,0.729497,0.995065,NS,Concordant Up,FALSE
PLIN3,0.1968,0.2112,0.787236,0.775055,0.999379,NS,Concordant Up,FALSE
RAB21,-0.2868,0.1212,0.689181,0.951791,0.60274,NS,Discordant (CRE Down / PLA Up),FALSE
TMEM205,-0.2458,0.1619,0.737074,0.893189,0.54299,NS,Discordant (CRE Down / PLA Up),TRUE
MPI,-0.276,0.1316,0.640501,0.930689,0.525213,NS,Discordant (CRE Down / PLA Up),TRUE
RPL5,0.3724,0.0345,0.332262,0.994925,0.600476,NS,Concordant Up,FALSE
LRPAP1,-0.2915,0.1154,0.750493,0.966934,0.691297,NS,Discordant (CRE Down / PLA Up),TRUE
CRYAB,0.0834,-0.323,0.97425,0.616507,0.578823,NS,Discordant (CRE Up / PLA Down),FALSE
WDR77,-0.3104,0.0955,0.533236,0.961329,0.497221,NS,Discordant (CRE Down / PLA Up),FALSE
IARS1,-0.0731,0.3328,0.98021,0.793039,0.729055,NS,Discordant (CRE Down / PLA Up),TRUE
TLN2,0.0759,-0.3299,0.981148,0.661708,0.632914,NS,Discordant (CRE Up / PLA Down),TRUE
RBM8A,0.3358,-0.07,0.639031,0.987371,0.66685,NS,Discordant (CRE Up / PLA Down),TRUE
PNPT1,-0.0691,-0.3366,0.988473,0.758993,0.884999,NS,Concordant Down,TRUE
MDP1,-0.1562,0.2493,0.890828,0.748279,0.543943,NS,Discordant (CRE Down / PLA Up),TRUE
GFPT1,0.1843,-0.2203,0.852849,0.874118,0.65264200000000006,NS,Discordant (CRE Up / PLA Down),TRUE
SRP14,0.3338,0.0706,0.663652,0.98693,0.860109,NS,Concordant Up,TRUE
GHITM,-0.2528,0.1515,0.863688,0.953556,0.763955,NS,Discordant (CRE Down / PLA Up),TRUE
DRG2,0.0201,0.3837,0.998776,0.766136,0.811821,NS,Concordant Up,TRUE
ECH1,0.1718,0.2313,0.864598,0.771332,0.990489,NS,Concordant Up,FALSE
PGP,-0.1865,0.2166,0.845148,0.807061,0.548463,NS,Discordant (CRE Down / PLA Up),FALSE
SEC24B,-0.2926,0.1101,0.850984,0.988166,0.860399,NS,Discordant (CRE Down / PLA Up),TRUE
NAP1L1,-0.0522,0.3505,0.983383,0.290029,0.33821,NS,Discordant (CRE Down / PLA Up),TRUE
RIC8A,-0.1003,0.3024,0.963746,0.677377,0.60372,NS,Discordant (CRE Down / PLA Up),TRUE
ANKRD2,-0.3393,0.0633,0.645367,0.990047,0.681638,NS,Discordant (CRE Down / PLA Up),TRUE
HYOU1,0.3565,-0.0459,0.558815,0.993908,0.63043,NS,Discordant (CRE Up / PLA Down),FALSE
F10,-0.3828,0.019,0.701799,0.999388,0.782003,NS,Discordant (CRE Down / PLA Up),TRUE
SLC44A2,-0.0747,0.3268,0.980021,0.6206,0.598548,NS,Discordant (CRE Down / PLA Up),TRUE
SFPQ,0.2037,-0.1978,0.816839,0.849541,0.567117,NS,Discordant (CRE Up / PLA Down),TRUE
LDHB,-0.072,-0.3291,0.987579,0.738343,0.886713,NS,Concordant Down,FALSE
TXNRD1,-0.2709,0.1301,0.596889,0.917179,0.463042,NS,Discordant (CRE Down / PLA Up),FALSE
OPTN,-0.018,0.3829,0.999045,0.585044,0.659289,NS,Discordant (CRE Down / PLA Up),TRUE
PSMD6,-0.1041,0.2962,0.940768,0.543732,0.443141,NS,Discordant (CRE Down / PLA Up),FALSE
ADPRHL1,-0.228,0.1721,0.858435,0.930343,0.722455,NS,Discordant (CRE Down / PLA Up),TRUE
PAFAH1B3,-0.1243,-0.275,0.959029,0.805267,0.96004,NS,Concordant Down,FALSE
BANF1,-0.0478,0.3514,0.993026,0.613032,0.6457,NS,Discordant (CRE Down / PLA Up),FALSE
DNAJA4,0.0193,0.3791,0.998886,0.564013,0.707928,NS,Concordant Up,TRUE
PEPD,0.2434,-0.155,0.64346,0.869553,0.433462,NS,Discordant (CRE Up / PLA Down),FALSE
NUTF2,-0.161,-0.2369,0.851834,0.701635,0.980575,NS,Concordant Down,FALSE
EPRS1,0.0668,0.3311,0.979754,0.50876,0.768177,NS,Concordant Up,FALSE
MECP2,0.1016,-0.2963,0.975014,0.842117,0.773817,NS,Discordant (CRE Up / PLA Down),TRUE
AP2B1,0.2659,-0.1317,0.594295,0.911116,0.451406,NS,Discordant (CRE Up / PLA Down),FALSE
PEX11B,-0.274,0.1224,0.895166,0.976841,0.838418,NS,Discordant (CRE Down / PLA Up),TRUE
LMNA,0.1708,-0.2256,0.944783,0.90977,0.799295,NS,Discordant (CRE Up / PLA Down),FALSE
SHMT2,-0.3478,0.0485,0.479999,0.993987,0.638467,NS,Discordant (CRE Down / PLA Up),TRUE
EIF3I,-0.184,-0.212,0.859071,0.827058,0.998143,NS,Concordant Down,FALSE
LCMT1,-0.3127,0.0833,0.642431,0.981264,0.657753,NS,Discordant (CRE Down / PLA Up),TRUE
PRMT5,-0.2987,0.0969,0.564165,0.960169,0.518839,NS,Discordant (CRE Down / PLA Up),FALSE
LYPLA1,-0.0648,0.3307,0.986892,0.653105,0.650934,NS,Discordant (CRE Down / PLA Up),FALSE
DUSP3,-0.225,0.17,0.731715,0.867533,0.507689,NS,Discordant (CRE Down / PLA Up),TRUE
ETF1,0.115,0.2798,0.93852,0.667185,0.918286,NS,Concordant Up,TRUE
ILF2,0.3795,0.0153,0.510195,0.999437,0.718658,NS,Concordant Up,TRUE
CARM1,-0.1457,0.2489,0.890038,0.754773,0.546941,NS,Discordant (CRE Down / PLA Up),TRUE
AKR1C3,0.2983,-0.0962,0.838509,0.985534,0.814689,NS,Discordant (CRE Up / PLA Down),FALSE
PSMB5,-0.2738,0.1204,0.59002,0.929934,0.478575,NS,Discordant (CRE Down / PLA Up),FALSE
PRPSAP1,-0.282,0.112,0.752626,0.970393,0.710414,NS,Discordant (CRE Down / PLA Up),TRUE
UQCRC1,-0.0331,0.3606,0.995965,0.506963,0.57762,NS,Discordant (CRE Down / PLA Up),FALSE
DPP3,-0.0651,-0.3276,0.977414,0.445523,0.730629,NS,Concordant Down,FALSE
COPS5,-0.1224,0.27,0.906019,0.571219,0.410662,NS,Discordant (CRE Down / PLA Up),FALSE
ETFA,-0.0742,0.3182,0.974919,0.54351,0.519166,NS,Discordant (CRE Down / PLA Up),FALSE
MAP2K6,-0.0327,0.3595,0.996723,0.588679,0.649612,NS,Discordant (CRE Down / PLA Up),TRUE
HNRNPR,0.2017,0.1903,0.720802,0.772928,0.999533,NS,Concordant Up,FALSE
PRKAB2,0.0942,-0.2975,0.975531,0.762402,0.707795,NS,Discordant (CRE Up / PLA Down),TRUE
TSN,0.1339,-0.2575,0.91145,0.687851,0.517378,NS,Discordant (CRE Up / PLA Down),FALSE
ENOPH1,-0.3725,0.0189,0.34684,0.998619,0.50832,NS,Discordant (CRE Down / PLA Up),TRUE
EPN1,0.3103,0.081,0.752834,0.98366,0.905986,NS,Concordant Up,TRUE
PECAM1,0.3265,-0.0648,0.570488,0.986561,0.611407,NS,Discordant (CRE Up / PLA Down),TRUE
GANAB,0.2672,-0.1239,0.736884,0.950927,0.641591,NS,Discordant (CRE Up / PLA Down),FALSE
RYR1,-0.2889,0.1018,0.736168,0.973088,0.695799,NS,Discordant (CRE Down / PLA Up),TRUE
SRP54,0.2822,0.1085,0.701021,0.964111,0.930256,NS,Concordant Up,TRUE
RAB2A,-0.103,-0.2868,0.918865,0.430354,0.824499,NS,Concordant Down,FALSE
ARMT1,-0.3393,-0.0497,0.594717,0.993071,0.807287,NS,Concordant Down,TRUE
KHSRP,0.1946,-0.1943,0.848668,0.874612,0.633222,NS,Discordant (CRE Up / PLA Down),TRUE
HMBS,0.104,-0.2843,0.976764,0.832303,0.776003,NS,Discordant (CRE Up / PLA Down),TRUE
SNX6,0.3451,0.0424,0.656427,0.996093,0.833706,NS,Concordant Up,TRUE
PTRHD1,0.0931,0.2939,0.983782,0.836075,0.947086,NS,Concordant Up,TRUE
BCAP29,0.3463,-0.0403,0.473625,0.993776,0.555138,NS,Discordant (CRE Up / PLA Down),TRUE
NDUFS8,-0.157,0.2283,0.941449,0.893598,0.773803,NS,Discordant (CRE Down / PLA Up),TRUE
JAGN1,-0.3222,0.0625,0.590182,0.989183,0.655943,NS,Discordant (CRE Down / PLA Up),TRUE
LRG1,0.3655,-0.019,0.759371,0.999467,0.82459,NS,Discordant (CRE Up / PLA Down),FALSE
GSK3A,-0.0485,-0.3358,0.992374,0.729493,0.83835,NS,Concordant Down,TRUE
DHRS4,-0.216,0.1682,0.817188,0.904879,0.64022,NS,Discordant (CRE Down / PLA Up),TRUE
TRIM25,0.2418,-0.1423,0.768892,0.921515,0.611587,NS,Discordant (CRE Up / PLA Down),TRUE
RPLP1,0.246,-0.1373,0.737655,0.928373,0.599786,NS,Discordant (CRE Up / PLA Down),FALSE
EEA1,0.174,0.2092,0.87382,0.840173,0.997115,NS,Concordant Up,TRUE
LAMTOR3,-0.155,0.2281,0.93184,0.839212,0.702261,NS,Discordant (CRE Down / PLA Up),TRUE
TMEM256,-0.2139,-0.1692,0.829246,0.907,0.995741,NS,Concordant Down,TRUE
ARF6,0.3554,-0.0276,0.492328,0.997934,0.648119,NS,Discordant (CRE Up / PLA Down),TRUE
SLC37A4,0.1967,-0.1863,0.85378,0.90491,0.685742,NS,Discordant (CRE Up / PLA Down),TRUE
UBE2O,0.1767,0.2061,0.91161,0.89503,0.998593,NS,Concordant Up,TRUE
CPNE3,-0.0087,-0.3736,0.999594,0.264786,0.445585,NS,Concordant Down,FALSE
DYNC1I2,0.3546,0.0273,0.261553,0.996048,0.527804,NS,Concordant Up,FALSE
REXO2,0.0899,-0.291,0.9734,0.737865,0.678009,NS,Discordant (CRE Up / PLA Down),TRUE
NDUFS7,0.0702,0.3104,0.989365,0.791875,0.911673,NS,Concordant Up,TRUE
RPS6,0.2707,0.1096,0.62299,0.949363,0.917897,NS,Concordant Up,TRUE
HLA-DRB1,-0.223,-0.1569,0.904802,0.966825,0.995495,NS,Concordant Down,TRUE
ACO2,-0.0276,0.3518,0.997115,0.511412,0.590764,NS,Discordant (CRE Down / PLA Up),FALSE
TMED1,-0.0129,-0.3664,0.99973,0.662845,0.820058,NS,Concordant Down,TRUE
ATP5PO,0.0639,0.3151,0.983347,0.588783,0.811127,NS,Concordant Up,FALSE
ACSL1,0.1436,-0.235,0.923156,0.803946,0.646447,NS,Discordant (CRE Up / PLA Down),FALSE
MRPL55,0.2505,0.1275,0.858685,0.969814,0.979364,NS,Concordant Up,TRUE
SOD2,0.2073,-0.1706,0.814582,0.886948,0.610166,NS,Discordant (CRE Up / PLA Down),FALSE
COQ10A,-0.0707,0.3071,0.989621,0.81343,0.794076,NS,Discordant (CRE Down / PLA Up),TRUE
PPP2CB,-0.1211,0.2567,0.92656,0.756566,0.597708,NS,Discordant (CRE Down / PLA Up),TRUE
DDX1,0.0117,0.366,0.999482,0.462188,0.62559,NS,Concordant Up,FALSE
FUNDC2,-0.1608,0.2168,0.915088,0.855091,0.689971,NS,Discordant (CRE Down / PLA Up),FALSE
PPP2CA,-0.1583,0.218,0.840933,0.719547,0.455988,NS,Discordant (CRE Down / PLA Up),FALSE
PSMB6,0.0682,-0.3078,0.976532,0.52428,0.507563,NS,Discordant (CRE Up / PLA Down),FALSE
ABRAXAS2,-0.1253,-0.2506,0.927484,0.736943,0.954869,NS,Concordant Down,TRUE
QARS1,-0.0827,0.2929,0.976263,0.686771,0.648122,NS,Discordant (CRE Down / PLA Up),TRUE
PLAA,-0.1544,0.221,0.914043,0.84032,0.671211,NS,Discordant (CRE Down / PLA Up),TRUE
PRKAR1A,-0.1254,0.2496,0.919614,0.694005,0.534756,NS,Discordant (CRE Down / PLA Up),FALSE
CCAR2,0.2399,-0.1351,0.858024,0.962311,0.779048,NS,Discordant (CRE Up / PLA Down),TRUE
EPHX2,-0.3192,-0.0553,0.700906,0.992578,0.86616,NS,Concordant Down,TRUE
TPPP,0.0264,0.3477,0.998031,0.693626,0.798308,NS,Concordant Up,TRUE
APOO,-0.0344,0.3394,0.997217,0.728304,0.761248,NS,Discordant (CRE Down / PLA Up),TRUE
STAT5B,-0.0988,-0.2749,0.930522,0.494796,0.849547,NS,Concordant Down,FALSE
KRAS,-0.1025,0.2711,0.966837,0.783175,0.703581,NS,Discordant (CRE Down / PLA Up),TRUE
ACP1,-0.1103,-0.2631,0.921927,0.577499,0.900886,NS,Concordant Down,FALSE
NPEPL1,-0.2434,-0.1299,0.811511,0.960209,0.97705,NS,Concordant Down,TRUE
IMPA1,-0.3006,0.0725,0.655824,0.983346,0.658251,NS,Discordant (CRE Down / PLA Up),FALSE
SEPHS1,-0.0363,0.3366,0.996742,0.700118,0.741627,NS,Discordant (CRE Down / PLA Up),TRUE
PSMA7,0.019,-0.3538,0.998311,0.398454,0.508113,NS,Discordant (CRE Up / PLA Down),FALSE
NSUN2,-0.2255,0.1473,0.852397,0.939341,0.727085,NS,Discordant (CRE Down / PLA Up),TRUE
SNRNP70,0.2108,0.1619,0.926433,0.963905,0.997641,NS,Concordant Up,TRUE
RTCB,0.053900000000000003,0.3187,0.98205,0.391339,0.675772,NS,Concordant Up,FALSE
CUTA,-0.176,0.1954,0.845402,0.83252,0.576307,NS,Discordant (CRE Down / PLA Up),TRUE
PARVB,-0.3426,0.0281,0.642459,0.997992,0.719573,NS,Discordant (CRE Down / PLA Up),TRUE
CLTB,0.3232,0.0466,0.606684,0.99365,0.814844,NS,Concordant Up,TRUE
SDHC,0.1303,0.2393,0.967957,0.90135,0.985674,NS,Concordant Up,TRUE
UBL5,0.2158,0.1537,0.8447,0.932184,0.992489,NS,Concordant Up,TRUE
EIF4E,-0.0654,-0.3037,0.974392,0.458886,0.750267,NS,Concordant Down,FALSE
ARIH1,-0.3322,0.0368,0.632028,0.996752,0.722836,NS,Discordant (CRE Down / PLA Up),TRUE
SH3BGR,-0.3529,-0.0159,0.673586,0.999486,0.807375,NS,Concordant Down,TRUE
VDAC1,-0.1701,0.1981,0.876858,0.845271,0.62743,NS,Discordant (CRE Down / PLA Up),FALSE
LZIC,0.0886,0.2795,0.956213,0.626161,0.86929,NS,Concordant Up,TRUE
MMAB,0.0197,0.3477,0.999091,0.727169,0.818341,NS,Concordant Up,TRUE
TBCE,0.3019,-0.0653,0.85418,0.996378,0.896367,NS,Discordant (CRE Up / PLA Down),TRUE
TOM1L2,-0.1492,0.2175,0.936813,0.890808,0.763171,NS,Discordant (CRE Down / PLA Up),TRUE
VARS1,0.3151,0.0515,0.485036,0.988922,0.759248,NS,Concordant Up,TRUE
TRAP1,-0.0742,0.2923,0.980185,0.698813,0.662817,NS,Discordant (CRE Down / PLA Up),TRUE
MDH2,0.1084,0.2575,0.946144,0.702161,0.932133,NS,Concordant Up,FALSE
DYNC1LI1,-0.05,0.3154,0.98678,0.522903,0.526992,NS,Discordant (CRE Down / PLA Up),TRUE
PRKAA2,-0.1811,-0.1842,0.84942,0.875318,0.999978,NS,Concordant Down,TRUE
ELOB,-0.0018,0.3625,0.999987,0.458875,0.596778,NS,Discordant (CRE Down / PLA Up),FALSE
DHX9,0.301,0.0629,0.683651,0.989211,0.875193,NS,Concordant Up,TRUE
DLST,0.0199,0.3428,0.998574,0.546678,0.706262,NS,Concordant Up,FALSE
LARS1,0.0347,0.3278,0.994151,0.577121,0.7255,NS,Concordant Up,TRUE
USP5,-0.1429,-0.2188,0.876324,0.726978,0.979258,NS,Concordant Down,FALSE
CRAT,-0.1911,0.1705,0.853762,0.898745,0.668837,NS,Discordant (CRE Down / PLA Up),TRUE
WDR1,-0.1091,-0.2517,0.908927,0.54429,0.898051,NS,Concordant Down,FALSE
PBXIP1,-0.0882,0.2723,0.965118,0.680185,0.605666,NS,Discordant (CRE Down / PLA Up),TRUE
CPPED1,-0.3362,-0.0243,0.593445,0.998173,0.757161,NS,Concordant Down,TRUE
RPL35,0.257,-0.1032,0.71079,0.961589,0.644725,NS,Discordant (CRE Up / PLA Down),TRUE
HSPA12A,0.0956,-0.2645,0.986728,0.910727,0.875229,NS,Discordant (CRE Up / PLA Down),TRUE
FKBP3,-0.1399,0.2202,0.905778,0.777862,0.592984,NS,Discordant (CRE Down / PLA Up),FALSE
CSNK2A1,-0.1524,0.2074,0.902527,0.846572,0.661828,NS,Discordant (CRE Down / PLA Up),TRUE
YWHAG,0.1464,-0.2132,0.88282,0.765819,0.549467,NS,Discordant (CRE Up / PLA Down),FALSE
STXBP3,-0.0871,0.2725,0.971734,0.756432,0.68555,NS,Discordant (CRE Down / PLA Up),TRUE
VDAC2,0.1529,0.2062,0.868481,0.776067,0.990758,NS,Concordant Up,FALSE
GDI2,0.0371,-0.3218,0.99354,0.494418,0.551213,NS,Discordant (CRE Up / PLA Down),FALSE
HSPA5,0.3091,-0.0493,0.491457,0.989297,0.553123,NS,Discordant (CRE Up / PLA Down),FALSE
ATAD3A,-0.3471,0.0107,0.628776,0.999768,0.767722,NS,Discordant (CRE Down / PLA Up),TRUE
COX6B1,-0.0721,0.2856,0.983807,0.740709,0.713717,NS,Discordant (CRE Down / PLA Up),FALSE
CYCS,-0.1858,0.1715,0.861386,0.892816,0.668051,NS,Discordant (CRE Down / PLA Up),FALSE
PRUNE1,-0.3521,0.0048,0.489944,0.999936,0.680961,NS,Discordant (CRE Down / PLA Up),TRUE
SLC27A1,-0.1174,-0.2391,0.938131,0.772029,0.959065,NS,Concordant Down,TRUE
CA3,0.1422,0.2143,0.937836,0.865838,0.990044,NS,Concordant Up,FALSE
HSPD1,0.2384,0.118,0.665898,0.928889,0.948052,NS,Concordant Up,FALSE
CD38,-0.2188,-0.1376,0.84096,0.954808,0.9882,NS,Concordant Down,TRUE
LYRM7,-0.2165,-0.1399,0.849583,0.951399,0.989444,NS,Concordant Down,TRUE
NXN,-0.0131,-0.3432,0.999536,0.692427,0.786946,NS,Concordant Down,TRUE
HSPA8,0.1891,-0.1671,0.793322,0.854111,0.545075,NS,Discordant (CRE Up / PLA Down),FALSE
ST13,0.1245,-0.2316,0.910382,0.702635,0.527618,NS,Discordant (CRE Up / PLA Down),FALSE
CLCC1,-0.187,0.1685,0.752407,0.873874,0.555744,NS,Discordant (CRE Down / PLA Up),TRUE
FLNB,-0.1059,0.2494,0.958253,0.771749,0.676364,NS,Discordant (CRE Down / PLA Up),FALSE
NUDT3,-0.0402,-0.315,0.9933,0.553175,0.756555,NS,Concordant Down,TRUE
PEA15,0.2625,0.0923,0.837504,0.984295,0.95863,NS,Concordant Up,TRUE
HMGB1,0.0994,-0.255,0.951525,0.684696,0.582434,NS,Discordant (CRE Up / PLA Down),FALSE
MTPN,0.1478,-0.2055,0.86711,0.759119,0.522719,NS,Discordant (CRE Up / PLA Down),FALSE
RTN2,-0.2468,-0.1062,0.726534,0.958524,0.946209,NS,Concordant Down,TRUE
RPL12,0.2794,0.0735,0.659435,0.9805,0.88075,NS,Concordant Up,FALSE
DNAJB2,-0.2941,0.0584,0.605188,0.99074,0.697234,NS,Discordant (CRE Down / PLA Up),TRUE
SETD3,-0.214,0.1377,0.913132,0.966933,0.84181,NS,Discordant (CRE Down / PLA Up),TRUE
PIN1,-0.2655,-0.0852,0.629945,0.96817,0.890886,NS,Concordant Down,TRUE
ATPAF1,0.0375,0.3131,0.996646,0.781308,0.873745,NS,Concordant Up,TRUE
NME2,0.2244,-0.1261,0.817302,0.949801,0.711864,NS,Discordant (CRE Up / PLA Down),FALSE
TARDBP,-0.1622,0.1882,0.86997,0.839387,0.611506,NS,Discordant (CRE Down / PLA Up),TRUE
SNX5,0.3164,0.0338,0.586988,0.996542,0.792596,NS,Concordant Up,TRUE
ATRN,0.0634,-0.2865,0.993401,0.842872,0.844717,NS,Discordant (CRE Up / PLA Down),TRUE
PDHA1,0.0408,0.3082,0.994515,0.668906,0.822143,NS,Concordant Up,FALSE
C8orf82,-0.1617,-0.1865,0.944794,0.954107,0.999363,NS,Concordant Down,TRUE
SEC24C,-0.0319,0.3162,0.995193,0.523697,0.579164,NS,Discordant (CRE Down / PLA Up),TRUE
RPS21,-0.0427,0.3053,0.989046,0.430811,0.474221,NS,Discordant (CRE Down / PLA Up),FALSE
ATP5F1C,0.072,0.2759,0.980889,0.712681,0.890347,NS,Concordant Up,FALSE
AP2M1,0.1971,0.1508,0.781051,0.885688,0.993202,NS,Concordant Up,FALSE
FXN,-0.2925,-0.0552,0.696358,0.99113,0.869813,NS,Concordant Down,TRUE
HPR,0.0043,0.3432,0.999972,0.807143,0.868564,NS,Concordant Up,TRUE
EIF4A1,0.0228,-0.3247,0.997545,0.46976,0.560731,NS,Discordant (CRE Up / PLA Down),FALSE
CBR3,0.2422,0.1052,0.795027,0.971917,0.962913,NS,Concordant Up,TRUE
NARS1,0.2548,0.0925,0.494604,0.941372,0.865129,NS,Concordant Up,FALSE
BROX,-0.209,0.1381,0.865222,0.950911,0.763859,NS,Discordant (CRE Down / PLA Up),TRUE
LRPPRC,0.08,0.2666,0.973305,0.699579,0.897862,NS,Concordant Up,FALSE
METAP2,-0.1702,0.1763,0.885919,0.891971,0.696036,NS,Discordant (CRE Down / PLA Up),TRUE
RPLP2,0.3328,-0.013,0.582685,0.999497,0.701744,NS,Discordant (CRE Up / PLA Down),FALSE
MOB2,0.1358,-0.2098,0.929163,0.884345,0.745472,NS,Discordant (CRE Up / PLA Down),TRUE
CRIP2,0.2365,0.1085,0.816267,0.966848,0.966694,NS,Concordant Up,FALSE
UGGT1,0.1889,-0.156,0.755448,0.858479,0.516081,NS,Discordant (CRE Up / PLA Down),TRUE
RPIA,-0.307,-0.0375,0.65413,0.995873,0.825151,NS,Concordant Down,FALSE
PAK2,0.1624,0.1817,0.823636,0.796633,0.998667,NS,Concordant Up,FALSE
REEP5,0.2342,0.1097,0.753251,0.953706,0.957386,NS,Concordant Up,FALSE
HADHA,-0.0599,0.2839,0.981454,0.571684,0.562339,NS,Discordant (CRE Down / PLA Up),FALSE
HNRNPU,0.3044,0.0393,0.492848,0.993148,0.738981,NS,Concordant Up,FALSE
PPP6R2,-0.1509,0.1927,0.940088,0.912909,0.795602,NS,Discordant (CRE Down / PLA Up),TRUE
RAD23B,-0.1243,-0.2189,0.892601,0.682624,0.961712,NS,Concordant Down,FALSE
SF1,-0.2299,0.1128,0.816959,0.967675,0.75945,NS,Discordant (CRE Down / PLA Up),TRUE
API5,-0.0284,0.3137,0.995724,0.548944,0.58259,NS,Discordant (CRE Down / PLA Up),TRUE
COX7A2,0.0565,0.2842,0.989899,0.747237,0.883475,NS,Concordant Up,TRUE
CRK,0.3337,0.0068,0.68709,0.999895,0.800175,NS,Concordant Up,TRUE
TXNDC12,-0.1876,0.1527,0.889611,0.928676,0.750252,NS,Discordant (CRE Down / PLA Up),TRUE
RELA,0.0535,-0.2867,0.991037,0.784193,0.764627,NS,Discordant (CRE Up / PLA Down),TRUE
GRB2,-0.2892,0.0508,0.590785,0.990173,0.640688,NS,Discordant (CRE Down / PLA Up),TRUE
FGGY,0.195,-0.1449,0.869274,0.956359,0.794417,NS,Discordant (CRE Up / PLA Down),TRUE
PRKAR2A,-0.1899,0.1489,0.802261,0.891463,0.602074,NS,Discordant (CRE Down / PLA Up),FALSE
MAPK1,0.0858,0.253,0.95386,0.601504,0.878439,NS,Concordant Up,FALSE
VPS35,0.2105,0.128,0.838926,0.947902,0.985161,NS,Concordant Up,FALSE
GNPDA1,-0.0278,-0.3098,0.995584,0.426414,0.64234,NS,Concordant Down,FALSE
TOM1,-0.1097,0.2267,0.960839,0.836078,0.744178,NS,Discordant (CRE Down / PLA Up),FALSE
CLIC5,-0.1165,0.2196,0.959741,0.861645,0.768533,NS,Discordant (CRE Down / PLA Up),TRUE
ITGA7,-0.0635,-0.272,0.981017,0.639921,0.850617,NS,Concordant Down,FALSE
PPP1R1A,-0.3294,0.0058,0.539535,0.999889,0.684671,NS,Discordant (CRE Down / PLA Up),TRUE
EIF1AX,-0.2935,-0.0415,0.592898,0.993718,0.806155,NS,Concordant Down,TRUE
RBM38,-0.1623,-0.1722,0.906718,0.947431,0.999859,NS,Concordant Down,TRUE
PITHD1,-0.1084,-0.2254,0.960716,0.825531,0.96924,NS,Concordant Down,TRUE
PPID,-0.0258,-0.3079,0.997414,0.726258,0.81066,NS,Concordant Down,TRUE
RNH1,0.0693,-0.2641,0.975742,0.638235,0.599979,NS,Discordant (CRE Up / PLA Down),FALSE
PFKL,-0.1886,0.1447,0.883827,0.938874,0.760669,NS,Discordant (CRE Down / PLA Up),FALSE
STRAP,-0.1291,0.2042,0.904673,0.772307,0.584559,NS,Discordant (CRE Down / PLA Up),FALSE
GPD1L,-0.3091,-0.0239,0.654265,0.998367,0.806753,NS,Concordant Down,FALSE
RAB14,0.126,-0.207,0.928083,0.8177,0.666301,NS,Discordant (CRE Up / PLA Down),TRUE
GLIPR2,0.2139,0.119,0.921565,0.97861,0.990261,NS,Concordant Up,TRUE
VPS4A,-0.2625,0.0702,0.721461,0.986351,0.740145,NS,Discordant (CRE Down / PLA Up),TRUE
ILK,0.0977,-0.2345,0.965928,0.804751,0.723839,NS,Discordant (CRE Up / PLA Down),FALSE
TXNDC5,0.283,-0.0492,0.798812,0.995255,0.82434,NS,Discordant (CRE Up / PLA Down),TRUE
PRKDC,0.1164,-0.2157,0.947535,0.838134,0.719431,NS,Discordant (CRE Up / PLA Down),TRUE
EIF2S3,-0.0411,0.2908,0.990099,0.483645,0.523598,NS,Discordant (CRE Down / PLA Up),FALSE
MGST2,0.0526,-0.2789,0.993509,0.778827,0.795476,NS,Discordant (CRE Up / PLA Down),TRUE
PAK1,-0.10780000000000001,-0.2236,0.966322,0.880897,0.976692,NS,Concordant Down,TRUE
TMX1,0.2127,-0.1183,0.697625,0.9234,0.558582,NS,Discordant (CRE Up / PLA Down),TRUE
TOMM22,0.2075,0.1235,0.844324,0.971005,0.988771,NS,Concordant Up,TRUE
LSM2,0.115,0.2159,0.950455,0.823277,0.974979,NS,Concordant Up,TRUE
COPG1,0.3023,0.028,0.687077,0.997868,0.831672,NS,Concordant Up,FALSE
GCLM,-0.1942,0.136,0.905206,0.958575,0.817732,NS,Discordant (CRE Down / PLA Up),FALSE
GNG12,0.2029,-0.1273,0.870019,0.955032,0.773714,NS,Discordant (CRE Up / PLA Down),FALSE
MRI1,0.313,-0.0168,0.754488,0.999489,0.831908,NS,Discordant (CRE Up / PLA Down),TRUE
DLAT,0.0095,0.3199,0.99969,0.611775,0.737139,NS,Concordant Up,FALSE
PCBP2,0.2189,0.1102,0.803428,0.957292,0.970578,NS,Concordant Up,FALSE
PPM1A,-0.1759,0.1532,0.856103,0.901578,0.673004,NS,Discordant (CRE Down / PLA Up),FALSE
SEC31A,0.0773,0.2518,0.980917,0.806911,0.934125,NS,Concordant Up,TRUE
GSPT1,-0.027,0.3017,0.995991,0.491279,0.556826,NS,Discordant (CRE Down / PLA Up),TRUE
HPCAL1,0.2495,0.079,0.693523,0.975577,0.911572,NS,Concordant Up,TRUE
