replicate,r_boot
477,-0.36483531271436287
478,-0.2980556845235519
479,-0.35544892649148235
480,-0.3989911934009456
481,-0.398536868990467
482,-0.32351657078067414
483,-0.3173834444251223
484,-0.37901060808230735
485,-0.3480171775644478
486,-0.35586391488473507
487,-0.3418496409785766
488,-0.3319749609954524
489,-0.28999919146299535
490,-0.28981995595912924
491,-0.3611765629436096
492,-0.33544959236742317
493,-0.3295806604192461
494,-0.2614192957196243
495,-0.3259012815129067
496,-0.295336178030948
497,-0.34183677409752683
498,-0.2870312963370777
499,-0.3391237539859324
500,-0.33880224034201256
501,-0.3720895015181474
502,-0.3530353315181719
503,-0.34502466323206454
504,-0.3333486945779052
505,-0.26454404430006867
506,-0.3373944448805225
507,-0.36024357692864933
508,-0.3522974042036552
509,-0.34745249473803963
510,-0.28324948489430846
511,-0.36653773941454226
512,-0.31384489884767486
513,-0.23613266307367073
514,-0.4190975431295694
515,-0.35326551343968554
516,-0.3791320158592863
517,-0.31622184316371227
518,-0.32315967163648024
519,-0.3466268412752829
520,-0.3387938818988164
521,-0.32466950144605994
522,-0.3042016166627684
523,-0.3158847486021246
524,-0.3204549252512709
525,-0.2856335194035128
526,-0.3184960671442281
527,-0.3036392225850537
528,-0.3391329637059649
529,-0.2897219263413748
530,-0.285424303466697
531,-0.36731367609956095
532,-0.3044782123244456
533,-0.2614441945459306
534,-0.32172432703480097
535,-0.33941212269983534
536,-0.3212102036700366
537,-0.3429360349325138
538,-0.27074631139725347
539,-0.3370982732470366
540,-0.38472161215161726
541,-0.3530075462636123
542,-0.3421136736549867
543,-0.3680790217876127
544,-0.3591994734858295
545,-0.36959744618702817
546,-0.3737117213043483
547,-0.34262563447170036
548,-0.28131809176236333
549,-0.3522098683755357
550,-0.33969632740528244
551,-0.36354979580297986
552,-0.36288708820361154
553,-0.34524152826224713
554,-0.3695573166025388
555,-0.32475653757335915
556,-0.3838599658278878
557,-0.322862837467217
558,-0.39153831470224315
559,-0.3149966251185409
560,-0.3518694363515426
561,-0.3179735850079233
562,-0.30518607836750716
563,-0.3317645268670329
564,-0.3862534459197978
565,-0.3549549338363969
566,-0.4112147766203954
567,-0.32986527766321644
568,-0.328383992461438
569,-0.32280542406218315
570,-0.28770178773541105
571,-0.33590425119595224
572,-0.3698645295654735
573,-0.3849513141498577
574,-0.3248050029142987
575,-0.3394108171089422
576,-0.2933983753930613
577,-0.3727323814222307
578,-0.30842142936578265
579,-0.33963635729237807
580,-0.2529959368746702
581,-0.3242101772448732
582,-0.3140089609922725
583,-0.3645621797811217
584,-0.37142379208882137
585,-0.3054621302681933
586,-0.3122157738570555
587,-0.4066223391867802
588,-0.2713470547727002
589,-0.3583231699824151
590,-0.34279707424768535
591,-0.31771496255713844
592,-0.35748900292013414
593,-0.3478920525428576
594,-0.32477721505925816
595,-0.34058314506167003
596,-0.365131216557147
597,-0.32019265166907357
598,-0.38090917423087306
599,-0.3315042764750225
600,-0.32925660011578595
601,-0.4065663701849201
602,-0.3525592963427998
603,-0.3932578886538304
