pathway,pathway_label,database,NES_Training_CRE,NES_Training_PLA,padj_Training_CRE,padj_Training_PLA,significance,set_size
GOBP_NEGATIVE_REGULATION_OF_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION,Negative Regulation Of Canonical Nf Kappab Signal Transduction,GO:BP,0.747,0.826,0.9431,0.8894,NS,13
GOBP_EAR_MORPHOGENESIS,Ear Morphogenesis,GO:BP,0.714,0.859,0.9526,0.8676,NS,10
HALLMARK_TNFA_SIGNALING_VIA_NFKB,TNFa Signaling Via Nfkb,Hallmark,-0.619,0.954,0.9735,0.6516,NS,17
GOBP_CALCINEURIN_MEDIATED_SIGNALING,Calcineurin Mediated Signaling,GO:BP,1.015,0.557,0.7575,0.9928,NS,13
GOBP_PROTEIN_RNA_COMPLEX_ORGANIZATION,Protein RNA Complex Organization,GO:BP,-0.825,0.746,0.945,0.9705,NS,67
GOBP_REGULATION_OF_PROTEIN_STABILITY,Regulation Of Protein Stability,GO:BP,0.95,-0.616,0.8339,0.9994,NS,103
GOBP_LIPID_DROPLET_ORGANIZATION,Lipid Droplet Organization,GO:BP,0.809,0.754,0.9116,0.9242,NS,11
GOBP_AXO_DENDRITIC_TRANSPORT,Axo Dendritic Transport,GO:BP,0.851,0.712,0.8912,0.9611,NS,19
GOBP_POSITIVE_REGULATION_OF_PROTEOLYSIS_INVOLVED_IN_PROTEIN_CATABOLIC_PROCESS,Positive Regulation Of Proteolysis Involved In Protein Catabolic Process,GO:BP,-0.622,-0.938,1,0.823,NS,40
GOBP_POSITIVE_REGULATION_OF_CELL_DIVISION,Positive Regulation Of Cell Division,GO:BP,0.843,-0.714,0.8912,0.9543,NS,14
REACTOME_SIGNAL_TRANSDUCTION_BY_L1,Signal Transduction By L1,Reactome,-0.834,-0.721,0.9528,0.8866,NS,10
GOBP_ANATOMICAL_STRUCTURE_MATURATION,Anatomical Structure Maturation,GO:BP,0.833,-0.72,0.912,0.9628,NS,25
GOBP_REGULATION_OF_PHAGOCYTOSIS,Regulation Of Phagocytosis,GO:BP,-0.818,0.735,0.923,0.956,NS,22
REACTOME_MITOCHONDRIAL_UNFOLDED_PROTEIN_RESPONSE_UPRMT,Mitochondrial Unfolded Protein Response Uprmt,Reactome,0.562,0.991,1,0.6648,NS,10
GOBP_LIPID_HOMEOSTASIS,Lipid Homeostasis,GO:BP,-0.526,1.026,1,0.7255,NS,35
GOBP_CALCIUM_ION_REGULATED_EXOCYTOSIS,Calcium Ion Regulated Exocytosis,GO:BP,-0.792,-0.759,0.923,0.9242,NS,10
GOBP_THIOESTER_BIOSYNTHETIC_PROCESS,Thioester Biosynthetic Process,GO:BP,-0.783,0.768,0.9414,0.9418,NS,28
GOBP_REGULATION_OF_PROTEIN_SERINE_THREONINE_KINASE_ACTIVITY,Regulation Of Protein Serine Threonine Kinase Activity,GO:BP,0.993,0.557,0.7699,0.9956,NS,20
GOBP_REGULATION_OF_PROTEOLYSIS_INVOLVED_IN_PROTEIN_CATABOLIC_PROCESS,Regulation Of Proteolysis Involved In Protein Catabolic Process,GO:BP,-0.867,-0.683,0.9304,0.997,NS,74
GOBP_RESPONSE_TO_OXYGEN_LEVELS,Response To Oxygen Levels,GO:BP,0.912,-0.637,0.8682,0.9992,NS,82
GOBP_PROTEIN_TARGETING_TO_MEMBRANE,Protein Targeting To Membrane,GO:BP,-0.69,0.859,0.9862,0.88,NS,22
REACTOME_MAPK_FAMILY_SIGNALING_CASCADES,Mapk Family Signaling Cascades,Reactome,0.569,0.978,1,0.6766,NS,89
GOBP_MIRNA_METABOLIC_PROCESS,Mirna Metabolic Process,GO:BP,-0.879,-0.667,0.864,0.9671,NS,12
REACTOME_AUF1_HNRNP_D0_BINDS_AND_DESTABILIZES_MRNA,Auf1 Hnrnp D0 Binds And Destabilizes Mrna,Reactome,0.511,1.034,1,0.6292,NS,37
GOBP_CELLULAR_RESPONSE_TO_HYDROGEN_PEROXIDE,Cellular Response To Hydrogen Peroxide,GO:BP,-0.764,-0.78,0.94,0.9242,NS,14
REACTOME_G2_M_CHECKPOINTS,G2 M Checkpoints,Reactome,-0.793,0.751,0.9753,0.9115,NS,44
GOBP_REGULATION_OF_PROTEASOMAL_PROTEIN_CATABOLIC_PROCESS,Regulation Of Proteasomal Protein Catabolic Process,GO:BP,-0.885,0.656,0.9067,0.997,NS,64
GOBP_REGULATION_OF_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS,Regulation Of Inflammatory Response To Antigenic Stimulus,GO:BP,-0.836,0.703,0.8912,0.9543,NS,10
GOBP_REGULATION_OF_MUSCLE_ORGAN_DEVELOPMENT,Regulation Of Muscle Organ Development,GO:BP,-0.755,0.783,0.9419,0.921,NS,12
GOBP_RIBOSOMAL_SMALL_SUBUNIT_BIOGENESIS,Ribosomal Small Subunit Biogenesis,GO:BP,0.759,0.779,0.958,0.9362,NS,31
REACTOME_REPRODUCTION,Reproduction,Reactome,-1.046,0.49,0.7524,0.9924,NS,10
GOBP_EAR_DEVELOPMENT,Ear Development,GO:BP,-0.759,0.776,0.9447,0.9236,NS,17
GOBP_NEGATIVE_REGULATION_OF_TRANSFORMING_GROWTH_FACTOR_BETA_RECEPTOR_SIGNALING_PATHWAY,Negative Regulation Of Transforming Growth Factor Beta Receptor Signaling Pathway,GO:BP,0.787,-0.746,0.9304,0.9453,NS,15
GOBP_BROWN_FAT_CELL_DIFFERENTIATION,Brown Fat Cell Differentiation,GO:BP,-0.744,0.788,0.9407,0.9154,NS,10
REACTOME_ACTIVATION_OF_THE_MRNA_UPON_BINDING_OF_THE_CAP_BINDING_COMPLEX_AND_EIFS_AND_SUBSEQUENT_BINDING_TO_43S,Activation Of The Mrna Upon Binding Of The Cap Binding Complex And Eifs And Subsequent Binding To 43s,Reactome,-0.815,0.717,0.9753,0.9492,NS,54
GOBP_EYE_MORPHOGENESIS,Eye Morphogenesis,GO:BP,-0.921,0.609,0.8301,0.9818,NS,12
REACTOME_ENERGY_DEPENDENT_REGULATION_OF_MTOR_BY_LKB1_AMPK,Energy Dependent Regulation Of Mtor By Lkb1 Ampk,Reactome,-0.679,0.851,0.9926,0.7722,NS,12
GOBP_LEARNING,Learning,GO:BP,-0.698,-0.828,0.9816,0.9026,NS,20
GOBP_NEGATIVE_REGULATION_OF_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION,Negative Regulation Of Establishment Of Protein Localization,GO:BP,0.737,0.786,0.9681,0.9326,NS,30
GOBP_PERIPHERAL_NERVOUS_SYSTEM_DEVELOPMENT,Peripheral Nervous System Development,GO:BP,-0.831,0.692,0.9162,0.9678,NS,25
GOBP_CELL_COMMUNICATION_BY_ELECTRICAL_COUPLING,Cell Communication By Electrical Coupling,GO:BP,-0.678,0.844,0.982,0.88,NS,13
GOBP_NEGATIVE_REGULATION_OF_APOPTOTIC_SIGNALING_PATHWAY,Negative Regulation Of Apoptotic Signaling Pathway,GO:BP,0.503,-1.018,1,0.7255,NS,57
GOBP_RESPONSE_TO_TEMPERATURE_STIMULUS,Response To Temperature Stimulus,GO:BP,0.643,-0.878,1,0.8822,NS,49
GOBP_NUCLEOSIDE_MONOPHOSPHATE_METABOLIC_PROCESS,Nucleoside Monophosphate Metabolic Process,GO:BP,-0.969,0.55,0.7935,0.9991,NS,32
GOBP_POSITIVE_REGULATION_OF_SECRETION,Positive Regulation Of Secretion,GO:BP,-0.971,0.548,0.8001,0.9994,NS,61
GOBP_RESPONSE_TO_CADMIUM_ION,Response To Cadmium Ion,GO:BP,-0.7,0.819,0.9674,0.893,NS,12
REACTOME_MRNA_SPLICING_MINOR_PATHWAY,Mrna Splicing Minor Pathway,Reactome,0.788,0.729,0.9721,0.8866,NS,11
GOBP_PROTEIN_STABILIZATION,Protein Stabilization,GO:BP,0.841,0.67,0.9304,0.9953,NS,67
REACTOME_PCP_CE_PATHWAY,Pcp Ce Pathway,Reactome,0.824,0.683,0.9753,0.9608,NS,42
GOBP_REGULATION_OF_MYELOID_LEUKOCYTE_DIFFERENTIATION,Regulation Of Myeloid Leukocyte Differentiation,GO:BP,0.751,-0.754,0.94,0.9242,NS,11
GOBP_VASCULAR_ASSOCIATED_SMOOTH_MUSCLE_CELL_PROLIFERATION,Vascular Associated Smooth Muscle Cell Proliferation,GO:BP,0.727,0.776,0.9454,0.9215,NS,12
GOBP_POSITIVE_REGULATION_OF_CELL_CYCLE,Positive Regulation Of Cell Cycle,GO:BP,0.944,0.558,0.8187,0.9992,NS,41
GOBP_PROTEIN_EXPORT_FROM_NUCLEUS,Protein Export From Nucleus,GO:BP,-0.738,-0.763,0.9587,0.9362,NS,20
GOBP_CELLULAR_RESPONSE_TO_CHEMICAL_STRESS,Cellular Response To Chemical Stress,GO:BP,0.569,-0.931,1,0.8503,NS,88
REACTOME_SIGNALING_BY_FGFR,Signaling By Fgfr,Reactome,-0.706,0.793,0.9926,0.8425,NS,16
REACTOME_SIGNALING_BY_FGFR2,Signaling By Fgfr2,Reactome,-0.706,0.793,0.9926,0.8425,NS,16
GOBP_NEGATIVE_REGULATION_OF_POST_TRANSLATIONAL_PROTEIN_MODIFICATION,Negative Regulation Of Post Translational Protein Modification,GO:BP,1.042,-0.456,0.7338,0.9996,NS,26
GOBP_REGULATION_OF_FAT_CELL_DIFFERENTIATION,Regulation Of Fat Cell Differentiation,GO:BP,-0.879,0.619,0.8674,0.9775,NS,11
REACTOME_MITF_M_REGULATED_MELANOCYTE_DEVELOPMENT,Mitf M Regulated Melanocyte Development,Reactome,0.467,1.03,1,0.6328,NS,37
GOBP_CYTOPLASMIC_MICROTUBULE_ORGANIZATION,Cytoplasmic Microtubule Organization,GO:BP,0.806,0.691,0.9221,0.9628,NS,15
GOBP_RESPONSE_TO_COLD,Response To Cold,GO:BP,-0.702,0.795,0.9655,0.9139,NS,11
GOBP_REGULATION_OF_INTRACELLULAR_ESTROGEN_RECEPTOR_SIGNALING_PATHWAY,Regulation Of Intracellular Estrogen Receptor Signaling Pathway,GO:BP,-0.809,-0.686,0.9177,0.9628,NS,11
GOBP_NEGATIVE_REGULATION_OF_CELLULAR_RESPONSE_TO_GROWTH_FACTOR_STIMULUS,Negative Regulation Of Cellular Response To Growth Factor Stimulus,GO:BP,-0.591,-0.904,0.9987,0.8301,NS,12
REACTOME_REGULATION_OF_CHOLESTEROL_BIOSYNTHESIS_BY_SREBP_SREBF,Regulation Of Cholesterol Biosynthesis By Srebp Srebf,Reactome,-0.865,0.629,0.9328,0.9575,NS,15
GOSLIM_GLYCOPROTEIN_METABOLIC_PROCESS,Glycoprotein Metabolic Process,GO Slim,1.012,0.481,0.6206,0.9975,NS,31
GOBP_STEM_CELL_PROLIFERATION,Stem Cell Proliferation,GO:BP,0.825,0.667,0.8984,0.9671,NS,11
GOBP_AXONAL_TRANSPORT,Axonal Transport,GO:BP,0.662,0.83,0.9864,0.8897,NS,15
GOBP_GLYCOPROTEIN_METABOLIC_PROCESS,Glycoprotein Metabolic Process,GO:BP,1.012,0.478,0.7575,0.9994,NS,31
REACTOME_HEDGEHOG_ON_STATE,Hedgehog On State,Reactome,-0.565,0.922,1,0.7226,NS,33
GOBP_POSITIVE_REGULATION_OF_SYNAPTIC_TRANSMISSION,Positive Regulation Of Synaptic Transmission,GO:BP,0.767,-0.719,0.9435,0.9628,NS,23
GOBP_LIPID_CATABOLIC_PROCESS,Lipid Catabolic Process,GO:BP,0.506,-0.977,1,0.7824,NS,78
GOBP_DNA_RECOMBINATION,DNA Recombination,GO:BP,0.985,0.496,0.7734,0.9994,NS,34
GOBP_CHAPERONE_MEDIATED_PROTEIN_FOLDING,Chaperone Mediated Protein Folding,GO:BP,0.892,0.587,0.873,0.9991,NS,46
GOBP_CARDIAC_CHAMBER_DEVELOPMENT,Cardiac Chamber Development,GO:BP,0.552,0.926,1,0.8301,NS,21
GOBP_ANIMAL_ORGAN_REGENERATION,Animal Organ Regeneration,GO:BP,0.754,-0.72,0.94,0.9485,NS,13
GOBP_INTERFERON_BETA_PRODUCTION,Interferon Beta Production,GO:BP,-0.718,-0.756,0.9587,0.9242,NS,12
GOBP_PROTEIN_DNA_COMPLEX_ORGANIZATION,Protein DNA Complex Organization,GO:BP,-0.656,0.818,0.9895,0.9118,NS,18
GOBP_REGULATION_OF_FATTY_ACID_METABOLIC_PROCESS,Regulation Of Fatty Acid Metabolic Process,GO:BP,0.53,-0.942,1,0.8045,NS,24
GOBP_REGULATION_OF_POST_TRANSLATIONAL_PROTEIN_MODIFICATION,Regulation Of Post Translational Protein Modification,GO:BP,-0.891,0.576,0.8912,0.9994,NS,66
GOBP_RNA_METHYLATION,RNA Methylation,GO:BP,0.771,0.694,0.9304,0.9579,NS,11
GOBP_LACTATE_METABOLIC_PROCESS,Lactate Metabolic Process,GO:BP,0.899,0.565,0.8477,0.9898,NS,10
GOBP_MITOCHONDRIAL_DEPOLARIZATION,Mitochondrial Depolarization,GO:BP,-0.809,0.651,0.9207,0.9693,NS,13
GOBP_POSITIVE_REGULATION_OF_SMALL_MOLECULE_METABOLIC_PROCESS,Positive Regulation Of Small Molecule Metabolic Process,GO:BP,-0.688,-0.769,0.9973,0.9579,NS,43
GOBP_IMMUNOGLOBULIN_PRODUCTION,Immunoglobulin Production,GO:BP,0.8,-0.653,0.9171,0.9693,NS,11
GOSLIM_DNA_RECOMBINATION,DNA Recombination,GO Slim,0.969,0.483,0.6206,0.9975,NS,35
GOBP_SYNAPSE_ASSEMBLY,Synapse Assembly,GO:BP,-0.621,-0.831,0.9987,0.9016,NS,23
GOBP_MICROTUBULE_CYTOSKELETON_ORGANIZATION_INVOLVED_IN_MITOSIS,Microtubule Cytoskeleton Organization Involved In Mitosis,GO:BP,-0.653,-0.796,1,0.9378,NS,42
GOBP_GLUTAMINE_FAMILY_AMINO_ACID_METABOLIC_PROCESS,Glutamine Family Amino Acid Metabolic Process,GO:BP,-0.584,0.865,1,0.8753,NS,21
GOBP_PROTEIN_LOCALIZATION_TO_EXTRACELLULAR_REGION,Protein Localization To Extracellular Region,GO:BP,0.844,-0.6,0.9304,0.9994,NS,71
GOBP_REGULATION_OF_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR,Regulation Of Signal Transduction By p53 Class Mediator,GO:BP,-0.805,-0.639,0.9304,0.9839,NS,24
GOBP_POSITIVE_REGULATION_OF_KINASE_ACTIVITY,Positive Regulation Of Kinase Activity,GO:BP,0.567,-0.877,1,0.8664,NS,22
REACTOME_MAPK6_MAPK4_SIGNALING,Mapk6 Mapk4 Signaling,Reactome,-0.545,0.899,1,0.7502,NS,41
REACTOME_MITOTIC_PROPHASE,Mitotic Prophase,Reactome,0.696,-0.744,0.9956,0.9002,NS,25
GOBP_SCHWANN_CELL_DIFFERENTIATION,Schwann Cell Differentiation,GO:BP,-0.865,-0.569,0.8822,0.997,NS,22
GOBP_POSITIVE_REGULATION_OF_PROTEIN_CONTAINING_COMPLEX_DISASSEMBLY,Positive Regulation Of Protein Containing Complex Disassembly,GO:BP,-0.826,-0.605,0.8984,0.9818,NS,10
GOBP_DNA_TEMPLATED_TRANSCRIPTION_INITIATION,DNA Templated Transcription Initiation,GO:BP,0.572,0.859,1,0.8709,NS,15
GOBP_MITOTIC_CYTOKINETIC_PROCESS,Mitotic Cytokinetic Process,GO:BP,-0.75,0.68,0.9439,0.9643,NS,15
REACTOME_BETA_CATENIN_INDEPENDENT_WNT_SIGNALING,Beta Catenin Independent Wnt Signaling,Reactome,0.558,-0.863,1,0.8218,NS,54
GOBP_REGULATION_OF_MITOCHONDRIAL_MEMBRANE_POTENTIAL,Regulation Of Mitochondrial Membrane Potential,GO:BP,-0.517,0.902,1,0.8497,NS,28
REACTOME_HEDGEHOG_LIGAND_BIOGENESIS,Hedgehog Ligand Biogenesis,Reactome,-0.56,0.858,1,0.7869,NS,33
GOBP_NEGATIVE_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY,Negative Regulation Of Intrinsic Apoptotic Signaling Pathway,GO:BP,0.654,0.762,0.9965,0.9479,NS,29
GOBP_SENSORY_PERCEPTION_OF_LIGHT_STIMULUS,Sensory Perception Of Light Stimulus,GO:BP,0.889,-0.524,0.8548,0.9991,NS,18
REACTOME_SEPARATION_OF_SISTER_CHROMATIDS,Separation Of Sister Chromatids,Reactome,-0.546,0.867,1,0.8091,NS,64
GOBP_TRANSLATIONAL_ELONGATION,Translational Elongation,GO:BP,-0.696,-0.717,0.9893,0.9643,NS,26
GOBP_REGULATION_OF_OSTEOBLAST_DIFFERENTIATION,Regulation Of Osteoblast Differentiation,GO:BP,-0.789,0.62,0.9301,0.9775,NS,11
REACTOME_RNA_POLYMERASE_II_TRANSCRIPTION_TERMINATION,RNA Polymerase Ii Transcription Termination,Reactome,0.811,-0.597,0.9595,0.9718,NS,15
GOBP_PURINE_NUCLEOBASE_METABOLIC_PROCESS,Purine Nucleobase Metabolic Process,GO:BP,0.627,-0.78,0.9895,0.921,NS,11
GOBP_CELLULAR_RESPONSE_TO_ANGIOTENSIN,Cellular Response To Angiotensin,GO:BP,0.6,-0.804,0.9965,0.9088,NS,12
REACTOME_REGULATION_OF_HSF1_MEDIATED_HEAT_SHOCK_RESPONSE,Regulation Of Hsf1 Mediated Heat Shock Response,Reactome,0.659,0.744,1,0.8942,NS,29
REACTOME_SIGNALING_BY_WNT,Signaling By Wnt,Reactome,0.575,0.822,1,0.8706,NS,79
GOBP_REGULATION_OF_POTASSIUM_ION_TRANSMEMBRANE_TRANSPORT,Regulation Of Potassium Ion Transmembrane Transport,GO:BP,-0.651,-0.74,0.9895,0.9379,NS,14
REACTOME_INTERCONVERSION_OF_NUCLEOTIDE_DI_AND_TRIPHOSPHATES,Interconversion Of Nucleotide Di And Triphosphates,Reactome,0.699,-0.692,0.9926,0.9065,NS,13
GOBP_TYPE_I_INTERFERON_PRODUCTION,Type I Interferon Production,GO:BP,0.705,0.685,0.9795,0.9693,NS,24
GOBP_PEPTIDYL_LYSINE_MODIFICATION,Peptidyl Lysine Modification,GO:BP,-0.595,0.794,0.9993,0.9236,NS,19
GOBP_SULFUR_AMINO_ACID_METABOLIC_PROCESS,Sulfur Amino Acid Metabolic Process,GO:BP,-0.762,0.625,0.94,0.9772,NS,14
GOBP_SECONDARY_METABOLIC_PROCESS,Secondary Metabolic Process,GO:BP,0.629,-0.752,0.9913,0.9283,NS,13
GOBP_REGULATION_OF_POTASSIUM_ION_TRANSPORT,Regulation Of Potassium Ion Transport,GO:BP,-0.636,-0.744,0.9948,0.9462,NS,17
GOBP_MITOTIC_SPINDLE_ORGANIZATION,Mitotic Spindle Organization,GO:BP,0.568,0.811,1,0.9242,NS,37
GOBP_CHAPERONE_MEDIATED_PROTEIN_COMPLEX_ASSEMBLY,Chaperone Mediated Protein Complex Assembly,GO:BP,0.89,0.481,0.8548,0.9991,NS,11
GOBP_REGULATION_OF_LIPID_CATABOLIC_PROCESS,Regulation Of Lipid Catabolic Process,GO:BP,0.755,-0.616,0.94,0.9802,NS,14
GOBP_CYTOPLASMIC_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY,Cytoplasmic Pattern Recognition Receptor Signaling Pathway,GO:BP,-0.642,0.729,1,0.9669,NS,42
GOBP_PEPTIDYL_SERINE_MODIFICATION,Peptidyl Serine Modification,GO:BP,-0.858,0.503,0.873,0.999,NS,10
GOBP_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_VIA_DEATH_DOMAIN_RECEPTORS,Extrinsic Apoptotic Signaling Pathway Via Death Domain Receptors,GO:BP,-0.825,0.529,0.9068,0.997,NS,14
GOBP_REGULATION_OF_NEURONAL_SYNAPTIC_PLASTICITY,Regulation Of Neuronal Synaptic Plasticity,GO:BP,-0.732,0.618,0.9554,0.9775,NS,14
GOBP_RESPONSE_TO_ARSENIC_CONTAINING_SUBSTANCE,Response To Arsenic Containing Substance,GO:BP,-0.545,0.805,1,0.9033,NS,10
GOBP_MONOATOMIC_ANION_TRANSPORT,Monoatomic Anion Transport,GO:BP,0.628,0.716,0.994,0.9586,NS,18
GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_PLASMA_MEMBRANE,Establishment Of Protein Localization To Plasma Membrane,GO:BP,0.488,-0.853,1,0.8752,NS,19
GOBP_GRANULOCYTE_ACTIVATION,Granulocyte Activation,GO:BP,-0.633,-0.702,0.9895,0.9566,NS,10
REACTOME_TRIGLYCERIDE_CATABOLISM,Triglyceride Catabolism,Reactome,0.475,-0.86,1,0.7661,NS,14
GOBP_REGULATION_OF_VIRAL_GENOME_REPLICATION,Regulation Of Viral Genome Replication,GO:BP,-0.711,0.615,0.9628,0.9775,NS,15
GOBP_REGULATION_OF_SYNAPSE_ASSEMBLY,Regulation Of Synapse Assembly,GO:BP,0.487,-0.828,1,0.8923,NS,14
REACTOME_UCH_PROTEINASES,Uch Proteinases,Reactome,-0.395,0.905,1,0.7404,NS,39
GOBP_BLASTOCYST_DEVELOPMENT,Blastocyst Development,GO:BP,0.739,0.56,0.9449,0.9934,NS,15
GOBP_ASSOCIATIVE_LEARNING,Associative Learning,GO:BP,0.752,-0.542,0.94,0.9956,NS,10
GOBP_B_CELL_RECEPTOR_SIGNALING_PATHWAY,B Cell Receptor Signaling Pathway,GO:BP,-0.638,-0.656,0.9913,0.9693,NS,15
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_CATABOLIC_PROCESS,Negative Regulation Of Protein Catabolic Process,GO:BP,0.712,0.579,0.9862,0.9983,NS,32
GOBP_DE_NOVO_POST_TRANSLATIONAL_PROTEIN_FOLDING,De Novo Post Translational Protein Folding,GO:BP,0.794,0.495,0.9256,0.9991,NS,16
REACTOME_NUCLEOTIDE_SALVAGE,Nucleotide Salvage,Reactome,-0.54,-0.744,1,0.8706,NS,10
GOBP_RESPONSE_TO_CORTICOSTEROID,Response To Corticosteroid,GO:BP,-0.494,-0.78,1,0.9415,NS,32
GOBP_ORGANELLE_TRANSPORT_ALONG_MICROTUBULE,Organelle Transport Along Microtubule,GO:BP,0.601,-0.672,0.9987,0.9693,NS,17
GOBP_POSITIVE_REGULATION_OF_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS,Positive Regulation Of Ubiquitin Dependent Protein Catabolic Process,GO:BP,0.618,-0.631,0.9987,0.9843,NS,26
GOBP_PIGMENT_METABOLIC_PROCESS,Pigment Metabolic Process,GO:BP,0.715,0.533,0.9619,0.997,NS,17
GOBP_INORGANIC_ANION_TRANSPORT,Inorganic Anion Transport,GO:BP,-0.84,0.393,0.8918,0.9996,NS,14
GOBP_HEART_MORPHOGENESIS,Heart Morphogenesis,GO:BP,-0.57,0.658,1,0.9818,NS,31
GOBP_POSITIVE_REGULATION_OF_PROTEASOMAL_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS,Positive Regulation Of Proteasomal Ubiquitin Dependent Protein Catabolic Process,GO:BP,-0.671,-0.545,0.9895,0.999,NS,22
GOBP_REGULATION_OF_EARLY_ENDOSOME_TO_LATE_ENDOSOME_TRANSPORT,Regulation Of Early Endosome To Late Endosome Transport,GO:BP,-0.62,0.593,0.9922,0.9843,NS,11
GOBP_REGULATION_OF_NEUTROPHIL_MIGRATION,Regulation Of Neutrophil Migration,GO:BP,-0.577,-0.631,0.9988,0.9775,NS,11
GOBP_LONG_TERM_SYNAPTIC_POTENTIATION,Long Term Synaptic Potentiation,GO:BP,0.453,0.741,1,0.9485,NS,18
GOBP_VESICLE_MEDIATED_TRANSPORT_BETWEEN_ENDOSOMAL_COMPARTMENTS,Vesicle Mediated Transport Between Endosomal Compartments,GO:BP,-0.554,0.633,1,0.9775,NS,16
GOBP_NEGATIVE_REGULATION_OF_COLD_INDUCED_THERMOGENESIS,Negative Regulation Of Cold Induced Thermogenesis,GO:BP,0.637,0.526,0.9895,0.997,NS,12
GOBP_PIGMENT_BIOSYNTHETIC_PROCESS,Pigment Biosynthetic Process,GO:BP,-0.589,0.498,0.9987,0.9992,NS,13
GOBP_ESTROGEN_RECEPTOR_SIGNALING_PATHWAY,Estrogen Receptor Signaling Pathway,GO:BP,-0.486,-0.593,1,0.9843,NS,14
REACTOME_INTERLEUKIN_12_FAMILY_SIGNALING,Interleukin 12 Family Signaling,Reactome,2.194,-2.359,7.265e-4,1.698e-4,Sig Both,31
REACTOME_COLLAGEN_FORMATION,Collagen Formation,Reactome,2.403,-2.021,2.572e-5,0.0126,Sig Both,22
REACTOME_COLLAGEN_BIOSYNTHESIS_AND_MODIFYING_ENZYMES,Collagen Biosynthesis And Modifying Enzymes,Reactome,2.431,-1.974,1.099e-5,0.0126,Sig Both,16
REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS,Integrin Cell Surface Interactions,Reactome,2.221,-2.174,7.265e-4,0.005277,Sig Both,23
REACTOME_COLLAGEN_DEGRADATION,Collagen Degradation,Reactome,2.363,-2.012,2.572e-5,0.01696,Sig Both,17
REACTOME_INTERLEUKIN_12_SIGNALING,Interleukin 12 Signaling,Reactome,2.088,-2.266,0.003707,0.001686,Sig Both,28
REACTOME_ECM_PROTEOGLYCANS,Ecm Proteoglycans,Reactome,2.181,-2.097,7.265e-4,0.005576,Sig Both,27
REACTOME_BINDING_AND_UPTAKE_OF_LIGANDS_BY_SCAVENGER_RECEPTORS,Binding And Uptake Of Ligands By Scavenger Receptors,Reactome,2.333,-1.934,7.046e-5,0.01725,Sig Both,35
REACTOME_GENE_AND_PROTEIN_EXPRESSION_BY_JAK_STAT_SIGNALING_AFTER_INTERLEUKIN_12_STIMULATION,Gene And Protein Expression By Jak Stat Signaling After Interleukin 12 Stimulation,Reactome,2.039,-2.222,0.004185,0.002171,Sig Both,27
REACTOME_REGULATION_OF_INSULIN_LIKE_GROWTH_FACTOR_IGF_TRANSPORT_AND_UPTAKE_BY_INSULIN_LIKE_GROWTH_FACTOR_BINDING_PROTEINS_IGFBPS,Regulation Of Insulin Like Growth Factor Igf Transport And Uptake By Insulin Like Growth Factor Binding Proteins Igfbps,Reactome,2.185,-2.007,7.265e-4,0.009518,Sig Both,31
GOBP_INTEGRIN_MEDIATED_SIGNALING_PATHWAY,Integrin Mediated Signaling Pathway,GO:BP,1.99,-2.181,0.0312,0.002509,Sig Both,30
GOSLIM_EXTRACELLULAR_MATRIX_ORGANIZATION,Extracellular Matrix Organization,GO Slim,2.34,-1.631,2.69e-6,0.03644,Sig Both,51
GOBP_RECEPTOR_MEDIATED_ENDOCYTOSIS,Receptor Mediated Endocytosis,GO:BP,1.932,-1.919,0.02233,0.02106,Sig Both,64
REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION,Extracellular Matrix Organization,Reactome,2.153,-1.68,2.641e-5,0.02561,Sig Both,83
REACTOME_PLATELET_ACTIVATION_SIGNALING_AND_AGGREGATION,Platelet Activation Signaling And Aggregation,Reactome,1.868,-1.939,0.003038,0.002281,Sig Both,92
REACTOME_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL,Immunoregulatory Interactions Between A Lymphoid And A Non Lymphoid Cell,Reactome,1.981,-1.819,0.01169,0.04336,Sig Both,22
GOBP_LEUKOCYTE_MIGRATION,Leukocyte Migration,GO:BP,1.926,-1.722,0.02495,0.04903,Sig Both,66
REACTOME_NEUTROPHIL_DEGRANULATION,Neutrophil Degranulation,Reactome,1.888,-1.726,5.302e-5,0.002661,Sig Both,203
REACTOME_RESPONSE_TO_ELEVATED_PLATELET_CYTOSOLIC_CA2,Response To Elevated Platelet Cytosolic Ca2,Reactome,1.738,-1.821,0.01964,0.01696,Sig Both,60
HALLMARK_APICAL_JUNCTION,Apical Junction,Hallmark,1.885,-1.649,0.01058,0.03629,Sig Both,52
