gene,logFC_Training_CRE,logFC_Training_PLA,pi_score_CRE,pi_score_PLA,pi_score_Interaction,significance,quadrant,imputed
ISOC2,-0.2693,0.7669,0.762347,0.043894,0.017399,Interaction,Discordant (CRE Down / PLA Up),FALSE
GPD1,0.0774,-0.9579,0.981755,0.003782,0.015124,Interaction,Discordant (CRE Up / PLA Down),FALSE
CNP,0.3749,-0.6585,0.591532,0.197844,0.038707,Interaction,Discordant (CRE Up / PLA Down),TRUE
PRKCSH,0.3961,-0.6216,0.523404,0.162134,0.023146,Interaction,Discordant (CRE Up / PLA Down),FALSE
TIPRL,-0.2302,0.7822,0.786512,0.01386,0.006782,Interaction,Discordant (CRE Down / PLA Up),FALSE
NLN,-0.2211,0.7865,0.840902,0.05133,0.028851,Interaction,Discordant (CRE Down / PLA Up),TRUE
CTTN,0.3641,-0.6434,0.530346,0.091918,0.011827,Interaction,Discordant (CRE Up / PLA Down),FALSE
DMAC2L,-0.5579,0.4464,0.219275,0.455163,0.028153,Interaction,Discordant (CRE Down / PLA Up),TRUE
COPE,0.8424,-0.1608,0.008608,0.922851,0.020239,Interaction,Discordant (CRE Up / PLA Down),TRUE
HSPA1L,-0.4694,0.53,0.370328,0.281467,0.024859,Interaction,Discordant (CRE Down / PLA Up),FALSE
RPL23A,0.4031,-0.596,0.356898,0.078656,0.00377,Interaction,Discordant (CRE Up / PLA Down),FALSE
ENO1,0.1184,-0.8806,0.962278,0.025264000000000002,0.04454,Interaction,Discordant (CRE Up / PLA Down),FALSE
PTMS,0.4667,-0.5299,0.400659,0.285867,0.029688,Interaction,Discordant (CRE Up / PLA Down),TRUE
CA14,-0.4941,0.4932,0.358696,0.417909,0.048594,Interaction,Discordant (CRE Down / PLA Up),TRUE
FIS1,-0.2257,0.7605,0.79435,0.018221,0.009128,Interaction,Discordant (CRE Down / PLA Up),FALSE
VAPB,-0.246,0.7357,0.782072,0.041289,0.018193,Interaction,Discordant (CRE Down / PLA Up),FALSE
MCTS1,-0.23,0.7508,0.814063,0.044064,0.022416,Interaction,Discordant (CRE Down / PLA Up),TRUE
TXN,0.2675,-0.7109,0.733865,0.046924,0.015807,Interaction,Discordant (CRE Up / PLA Down),FALSE
MAPT,-0.2084,0.7686,0.860121,0.04454,0.031011,Interaction,Discordant (CRE Down / PLA Up),FALSE
SLC25A20,-0.1851,0.7881,0.898063,0.054769,0.045915,Interaction,Discordant (CRE Down / PLA Up),FALSE
RPS27A,0.2769,-0.6928,0.764317,0.105793,0.041858,Interaction,Discordant (CRE Up / PLA Down),FALSE
SEPTIN11,0.6376,-0.3298,0.1421,0.667126,0.038155,Interaction,Discordant (CRE Up / PLA Down),TRUE
SUMO2,0.3391,-0.6272,0.628301,0.168348,0.037085,Interaction,Discordant (CRE Up / PLA Down),TRUE
HNRNPDL,0.3248,-0.6377,0.484814,0.028419,0.002377,Interaction,Discordant (CRE Up / PLA Down),FALSE
ENDOD1,-0.2374,0.712,0.813961,0.071613,0.03655,Interaction,Discordant (CRE Down / PLA Up),FALSE
CYB5R1,-0.2509,0.6978,0.772251,0.059764,0.024545,Interaction,Discordant (CRE Down / PLA Up),FALSE
PSMD7,-0.0436,0.9039,0.993721,0.003342,0.018697,Interaction,Discordant (CRE Down / PLA Up),FALSE
LGALS1,0.0257,-0.9105,0.998111,0.007478,0.038549,Interaction,Discordant (CRE Up / PLA Down),FALSE
MTARC2,0.3134,-0.6049,0.590009,0.189547,0.035106,Interaction,Discordant (CRE Up / PLA Down),TRUE
YWHAE,0.272,-0.6412,0.653433,0.039984,0.008693,Interaction,Discordant (CRE Up / PLA Down),FALSE
RPS10,0.2399,-0.6537,0.801387,0.103873,0.048806,Interaction,Discordant (CRE Up / PLA Down),FALSE
DDRGK1,0.2682,-0.6188,0.727049,0.133364,0.042692,Interaction,Discordant (CRE Up / PLA Down),TRUE
RHOA,0.2091,-0.6732,0.814767,0.04175,0.021922,Interaction,Discordant (CRE Up / PLA Down),FALSE
TXN2,-0.4501,0.4258,0.273714,0.354116,0.022154,Interaction,Discordant (CRE Down / PLA Up),TRUE
SQOR,0.2377,-0.6274,0.752847,0.096115,0.03237,Interaction,Discordant (CRE Up / PLA Down),TRUE
NPLOC4,-0.2909,0.5513,0.646652,0.145381,0.034242,Interaction,Discordant (CRE Down / PLA Up),FALSE
PGAM1,0.0423,-0.7834,0.993445,0.009818,0.038069,Interaction,Discordant (CRE Up / PLA Down),FALSE
GPX4,0.1154,-0.7071,0.943715,0.021245,0.031364,Interaction,Discordant (CRE Up / PLA Down),FALSE
UBE2K,-0.2204,0.5569,0.740247,0.069433,0.023672,Interaction,Discordant (CRE Down / PLA Up),FALSE
ACTR2,0.5354,-0.2066,0.083037,0.784966,0.038166,Interaction,Discordant (CRE Up / PLA Down),FALSE
HNRNPD,0.3912,-0.3475,0.26329,0.385755,0.02398,Interaction,Discordant (CRE Up / PLA Down),FALSE
DDX19B,-1.3062,-1.2212,0.069897,0.112907,0.994816,NS,Concordant Down,TRUE
FUNDC1,1.5805,0.8135,0.050805,0.435799,0.642642,NS,Concordant Up,TRUE
RHCE,-0.9581,-1.0798,0.202586,0.1167,0.987657,NS,Concordant Down,TRUE
TMOD4,0.9325,1.0282,0.187641,0.267664,0.993377,NS,Concordant Up,TRUE
SYNPO2L,0.8959,0.9957,0.251501,0.352141,0.993544,NS,Concordant Up,TRUE
MYBPH,0.8078,1.0127,0.294869,0.156956,0.962597,NS,Concordant Up,TRUE
BCS1L,1.2676,0.5139,0.071845,0.677169,0.575165,NS,Concordant Up,TRUE
VIM,0.7895,-0.9469,0.465713,0.329742,0.052591,NS,Discordant (CRE Up / PLA Down),FALSE
FMOD,1.2732,-0.4616,0.241577,0.827301,0.12635,NS,Discordant (CRE Up / PLA Down),TRUE
SNX17,-0.7206,0.9228,0.615612,0.378187,0.117907,NS,Discordant (CRE Down / PLA Up),TRUE
PLIN1,-0.1929,-1.437,0.970551,0.086232,0.330395,NS,Concordant Down,TRUE
FKBP9,0.6778,-0.9381,0.567644,0.214592,0.052238,NS,Discordant (CRE Up / PLA Down),TRUE
S100B,-0.0168,-1.5958,0.999779,0.079835,0.175133,NS,Concordant Down,TRUE
MFGE8,0.7358,-0.8742,0.446365,0.380037,0.062277,NS,Discordant (CRE Up / PLA Down),TRUE
LAMA2,1.0796,0.5298,0.08266,0.615676,0.710648,NS,Concordant Up,TRUE
AEBP1,0.86,0.7061,0.296462,0.463802,0.980418,NS,Concordant Up,TRUE
RAB23,1.246,-0.3121,0.059249,0.9051,0.076992,NS,Discordant (CRE Up / PLA Down),TRUE
CTSC,0.486,-1.0692,0.645648,0.223711,0.058153,NS,Discordant (CRE Up / PLA Down),TRUE
DES,0.4751,1.0775,0.743513,0.183806,0.733171,NS,Concordant Up,TRUE
MRPL38,0.2756,1.2477,0.853738,0.113916,0.350457,NS,Concordant Up,TRUE
CLTA,-1.0273,-0.4935,0.318992,0.682327,0.804465,NS,Concordant Down,TRUE
SCN1B,-0.6787,-0.8368,0.086636,0.104202,0.957158,NS,Concordant Down,TRUE
BCO2,0.3993,1.1131,0.733818,0.058518,0.495866,NS,Concordant Up,TRUE
MPC1,0.7572,-0.7477,0.529889,0.469905,0.116266,NS,Discordant (CRE Up / PLA Down),TRUE
THEM6,-0.5587,0.932,0.690434,0.388873,0.142478,NS,Discordant (CRE Down / PLA Up),TRUE
NENF,-0.0104,1.4785,0.999844,0.127478,0.155571,NS,Discordant (CRE Down / PLA Up),TRUE
IGHG1,0.7155,-0.7524,0.459396,0.433767,0.077232,NS,Discordant (CRE Up / PLA Down),FALSE
TNNT3,0.3478,1.1164,0.829121,0.091627,0.510657,NS,Concordant Up,TRUE
ACTN2,0.1666,1.2951,0.97769,0.180245,0.426868,NS,Concordant Up,TRUE
ATP5IF1,-0.3804,-1.0757,0.89317,0.30423,0.751753,NS,Concordant Down,TRUE
S100A8,0.4081,-1.0365,0.776614,0.127532,0.056191,NS,Discordant (CRE Up / PLA Down),FALSE
SLC25A42,0.5874,0.8534,0.298447,0.271203,0.919432,NS,Concordant Up,TRUE
MYL6B,-0.397,1.0382,0.793385,0.146693,0.0684,NS,Discordant (CRE Down / PLA Up),TRUE
TPM2,0.4394,0.992,0.738604,0.150965,0.723669,NS,Concordant Up,FALSE
KRT1,0.3639,-1.0666,0.851527,0.158093,0.101256,NS,Discordant (CRE Up / PLA Down),TRUE
NDUFAF5,0.5056,0.9159,0.454862,0.174725,0.789535,NS,Concordant Up,TRUE
RPL29,0.5144,-0.8967,0.735239,0.252616,0.114674,NS,Discordant (CRE Up / PLA Down),TRUE
ANXA2,0.6187,-0.7737,0.504867,0.33375,0.060348,NS,Discordant (CRE Up / PLA Down),FALSE
MCAM,-0.3633,-1.0282,0.818537,0.217531,0.6561,NS,Concordant Down,TRUE
TPM1,0.4346,0.9215,0.751086,0.216428,0.788609,NS,Concordant Up,FALSE
SLC1A4,-0.9464,-0.4076,0.092231,0.805721,0.726033,NS,Concordant Down,TRUE
DCLK1,0.4746,-0.8784,0.732628,0.102394,0.064959,NS,Discordant (CRE Up / PLA Down),TRUE
KRT10,0.4188,-0.9323,0.790921,0.251748,0.120823,NS,Discordant (CRE Up / PLA Down),FALSE
ANXA1,0.5895,-0.7589,0.59946,0.41809,0.116844,NS,Discordant (CRE Up / PLA Down),FALSE
ASPN,0.9947,0.3452,0.142891,0.833315,0.622742,NS,Concordant Up,TRUE
SYNM,0.4257,0.914,0.628317,0.072119,0.674116,NS,Concordant Up,TRUE
COL4A1,0.162,-1.1733,0.973134,0.084831,0.146415,NS,Discordant (CRE Up / PLA Down),TRUE
MPO,0.2548,-1.0783,0.913663,0.146395,0.115585,NS,Discordant (CRE Up / PLA Down),TRUE
MRPL24,0.2666,1.0632,0.883672,0.211164,0.51804,NS,Concordant Up,TRUE
RPL32,0.6272,0.6985,0.494217,0.404269,0.995136,NS,Concordant Up,TRUE
THBS4,1.306,0.0181,0.070211,0.999634,0.169503,NS,Concordant Up,TRUE
HARS2,0.4757,-0.8431,0.70927,0.291488,0.114426,NS,Discordant (CRE Up / PLA Down),TRUE
BPHL,-0.3394,0.9756,0.816767,0.10771,0.058007,NS,Discordant (CRE Down / PLA Up),TRUE
S100A11,0.6248,-0.6889,0.437514,0.384346,0.057383,NS,Discordant (CRE Up / PLA Down),TRUE
MAPKAPK3,-0.8671,0.4356,0.26127,0.685801,0.086221,NS,Discordant (CRE Down / PLA Up),TRUE
PITPNB,-0.4241,-0.8718,0.636561,0.068968,0.710013,NS,Concordant Down,TRUE
SERPINA1,0.5059,-0.7761,0.692782,0.394856,0.145157,NS,Discordant (CRE Up / PLA Down),FALSE
APOD,0.7989,-0.479,0.214196,0.639366,0.057505,NS,Discordant (CRE Up / PLA Down),FALSE
STARD10,-0.6688,-0.606,0.237105,0.453373,0.995054,NS,Concordant Down,TRUE
CD36,0.2041,-1.0609,0.935991,0.071153,0.07887,NS,Discordant (CRE Up / PLA Down),FALSE
CLIC6,-0.5797,0.6846,0.529659,0.40288,0.086955,NS,Discordant (CRE Down / PLA Up),TRUE
NUBP2,0.7641,0.4971,0.127363,0.565829,0.898737,NS,Concordant Up,TRUE
ABCF3,0.2251,1.0303,0.893266,0.147947,0.414175,NS,Concordant Up,TRUE
DCN,0.722,-0.5296,0.439119,0.67708,0.161151,NS,Discordant (CRE Up / PLA Down),FALSE
CTSH,0.8949,-0.3466,0.073434,0.804422,0.052739,NS,Discordant (CRE Up / PLA Down),TRUE
LAMC1,0.4969,-0.739,0.638494,0.361847,0.107228,NS,Discordant (CRE Up / PLA Down),TRUE
CILP,0.5952,0.6378,0.687945,0.474438,0.998701,NS,Concordant Up,TRUE
GRPEL1,-0.2436,0.9875,0.867014,0.176412,0.093636,NS,Discordant (CRE Down / PLA Up),TRUE
PTCD3,-0.8425,0.3879,0.217085,0.803785,0.130063,NS,Discordant (CRE Down / PLA Up),TRUE
IGKC,0.5037,-0.7258,0.704141,0.464463,0.185752,NS,Discordant (CRE Up / PLA Down),FALSE
CYBRD1,0.4823,-0.7469,0.661488,0.283138,0.089721,NS,Discordant (CRE Up / PLA Down),TRUE
LAMB2,0.688,-0.534,0.381468,0.641505,0.124133,NS,Discordant (CRE Up / PLA Down),TRUE
TBCEL,0.6536,0.5656,0.269429,0.624664,0.99227,NS,Concordant Up,TRUE
HP,0.6392,-0.5762,0.58021,0.661521,0.227344,NS,Discordant (CRE Up / PLA Down),FALSE
NCLN,-0.4559,0.7581,0.539863,0.297747,0.062165,NS,Discordant (CRE Down / PLA Up),TRUE
DARS2,0.7404,0.4716,0.122616,0.462696,0.872235,NS,Concordant Up,TRUE
ARRB1,0.49,-0.7191,0.522143,0.300905,0.054603,NS,Discordant (CRE Up / PLA Down),TRUE
SNCG,0.2675,-0.941,0.900969,0.204274,0.151002,NS,Discordant (CRE Up / PLA Down),TRUE
MT-ND4,-0.3528,0.8524,0.803319,0.29817,0.141035,NS,Discordant (CRE Down / PLA Up),TRUE
SLC9A3R2,-0.213,-0.9832,0.928669,0.300387,0.567159,NS,Concordant Down,TRUE
MRPL48,0.124,1.0661,0.978425,0.220546,0.40785,NS,Concordant Up,TRUE
TNNC2,0.1949,0.9833,0.94466,0.151325,0.46889,NS,Concordant Up,TRUE
APOBEC2,-0.5738,0.6015,0.457682,0.447647,0.078726,NS,Discordant (CRE Down / PLA Up),TRUE
MYH8,0.3122,0.8593,0.871711,0.372063,0.766044,NS,Concordant Up,TRUE
PAIP1,-0.5626,-0.6085,0.402816,0.482731,0.997595,NS,Concordant Down,TRUE
SMYD5,-0.5173,-0.651,0.269435,0.262287,0.96903,NS,Concordant Down,TRUE
ACTC1,0.9677,0.2,0.381508,0.975335,0.723728,NS,Concordant Up,TRUE
MYH13,-0.3643,0.7955,0.817349,0.362248,0.190861,NS,Discordant (CRE Down / PLA Up),TRUE
LGALS3,0.51,-0.6469,0.541842,0.360713,0.075774,NS,Discordant (CRE Up / PLA Down),FALSE
TTN,0.4594,0.6968,0.703473,0.448769,0.948091,NS,Concordant Up,TRUE
CAT,0.2155,-0.9402,0.928582,0.139245,0.129648,NS,Discordant (CRE Up / PLA Down),FALSE
STX12,0.5388,-0.6166,0.563748,0.531852,0.152215,NS,Discordant (CRE Up / PLA Down),TRUE
NEB,0.4767,0.6771,0.753308,0.583255,0.971837,NS,Concordant Up,TRUE
POFUT1,-0.2935,0.8591,0.789176,0.269356,0.114663,NS,Discordant (CRE Down / PLA Up),TRUE
ATE1,0.3018,0.8495,0.794947,0.325726,0.701512,NS,Concordant Up,TRUE
HK2,-0.2113,0.9389,0.900249,0.154336,0.097661,NS,Discordant (CRE Down / PLA Up),TRUE
HSPH1,0.5356,0.6117,0.517703,0.432775,0.993215,NS,Concordant Up,TRUE
MYL4,0.7259,0.4191,0.413395,0.815693,0.924879,NS,Concordant Up,TRUE
HHATL,-0.2975,-0.8468,0.792339,0.07876,0.555668,NS,Concordant Down,TRUE
CA2,0.1552,-0.9841,0.959984,0.082251,0.106857,NS,Discordant (CRE Up / PLA Down),FALSE
RPL36AL,-0.7758,-0.3612,0.386508,0.808006,0.843032,NS,Concordant Down,TRUE
CD151,0.4393,-0.6971,0.817154,0.667411,0.406766,NS,Discordant (CRE Up / PLA Down),TRUE
CD44,0.9504,0.1821,0.19078,0.961858,0.543393,NS,Concordant Up,TRUE
CTPS1,0.2933,0.8378,0.787707,0.119798,0.573917,NS,Concordant Up,TRUE
COL15A1,1.0365,0.0925,0.0732,0.986353,0.253536,NS,Concordant Up,TRUE
YAP1,0.187,-0.9418,0.943393,0.244097,0.197576,NS,Discordant (CRE Up / PLA Down),TRUE
MYOZ2,0.5362,-0.5875,0.788806,0.804923,0.512167,NS,Discordant (CRE Up / PLA Down),TRUE
CCDC22,-0.0155,1.1079,0.999606,0.076819,0.145181,NS,Discordant (CRE Down / PLA Up),TRUE
TRA2B,0.7355,0.3855,0.27558,0.851805,0.895934,NS,Concordant Up,TRUE
PEX19,0.4348,-0.683,0.623636,0.436537,0.137994,NS,Discordant (CRE Up / PLA Down),TRUE
VASP,0.3893,-0.7227,0.737849,0.349544,0.140009,NS,Discordant (CRE Up / PLA Down),TRUE
EHD2,0.182,-0.9293,0.950253,0.151984,0.160348,NS,Discordant (CRE Up / PLA Down),FALSE
COL6A3,0.9697,0.1404,0.173052,0.976287,0.470511,NS,Concordant Up,FALSE
ORM1,0.5036,-0.606,0.679797,0.57031,0.229899,NS,Discordant (CRE Up / PLA Down),FALSE
ANG,0.4875,0.6204,0.513096,0.286053,0.973524,NS,Concordant Up,TRUE
CNN2,0.6086,-0.4953,0.395956,0.576247,0.098992,NS,Discordant (CRE Up / PLA Down),TRUE
COQ3,-0.4488,0.6529,0.623679,0.353564,0.097288,NS,Discordant (CRE Down / PLA Up),TRUE
AKR1C1,0.229,-0.8719,0.926142,0.230511,0.196785,NS,Discordant (CRE Up / PLA Down),FALSE
SORBS1,0.0623,-1.0384,0.994005,0.098159,0.161775,NS,Discordant (CRE Up / PLA Down),TRUE
AAMDC,-0.6484,0.4503,0.282059,0.598147,0.067496,NS,Discordant (CRE Down / PLA Up),FALSE
TRMT10C,-0.5627,-0.5354,0.317518,0.67125,0.999264,NS,Concordant Down,TRUE
XIRP1,-0.6751,0.4196,0.211979,0.640434,0.058463,NS,Discordant (CRE Down / PLA Up),TRUE
MRPS36,-0.5284,-0.5638,0.310013,0.268638,0.997752,NS,Concordant Down,TRUE
MAPK12,-0.5177,-0.5724,0.33055,0.299827,0.994853,NS,Concordant Down,TRUE
AOC3,-0.0349,-1.0532,0.998784,0.200663,0.381492,NS,Concordant Down,FALSE
NDUFB4,0.2318,0.8545,0.89762,0.129173,0.536039,NS,Concordant Up,FALSE
SPTAN1,0.4958,-0.5897,0.539461,0.413199,0.091433,NS,Discordant (CRE Up / PLA Down),FALSE
NDUFB5,0.1761,0.909,0.93564,0.088739,0.379039,NS,Concordant Up,TRUE
BGN,0.8996,0.1831,0.151784,0.943052,0.478783,NS,Concordant Up,TRUE
IGLC2,0.5365,-0.5452,0.662005,0.663694,0.278305,NS,Discordant (CRE Up / PLA Down),FALSE
CARHSP1,-0.2568,-0.8231,0.894077,0.211623,0.657635,NS,Concordant Down,TRUE
ACTA1,0.4526,0.6264,0.656407,0.42697,0.965907,NS,Concordant Up,FALSE
COX6A2,-0.4111,0.6623,0.797744,0.49789,0.27091,NS,Discordant (CRE Down / PLA Up),TRUE
CRYL1,-0.6206,-0.4526,0.234159,0.540145,0.953203,NS,Concordant Down,TRUE
COTL1,-0.5226,-0.5503,0.695652,0.566816,0.99936,NS,Concordant Down,TRUE
CD81,0.0498,-1.0227,0.996368,0.08291,0.171167,NS,Discordant (CRE Up / PLA Down),FALSE
VAMP5,-0.2181,0.8524,0.852037,0.125237,0.060508,NS,Discordant (CRE Down / PLA Up),TRUE
DYNLT1,0.5691,0.5003,0.238816,0.54102,0.992973,NS,Concordant Up,TRUE
NRP1,0.167,-0.9019,0.928886,0.059666,0.055039,NS,Discordant (CRE Up / PLA Down),TRUE
RAB8A,0.472,-0.5956,0.574302,0.413983,0.103707,NS,Discordant (CRE Up / PLA Down),TRUE
SOD3,-0.0835,-0.9817,0.98782,0.061679,0.241285,NS,Concordant Down,FALSE
IGKV3-11,0.0756,-0.9891,0.990877,0.087839,0.154569,NS,Discordant (CRE Up / PLA Down),TRUE
RNF7,-0.5105,0.5532,0.513188,0.443568,0.094412,NS,Discordant (CRE Down / PLA Up),TRUE
TUBB6,0.4624,-0.596,0.60866,0.425451,0.120137,NS,Discordant (CRE Up / PLA Down),FALSE
LRRC59,0.6595,-0.3978,0.20562,0.679099,0.069874,NS,Discordant (CRE Up / PLA Down),TRUE
TSTD1,0.8345,0.2227,0.086673,0.834704,0.408472,NS,Concordant Up,TRUE
MINDY3,-0.764,0.2924,0.131431,0.815654,0.075039,NS,Discordant (CRE Down / PLA Up),TRUE
HSDL1,-0.1818,-0.8664,0.909508,0.107609,0.378794,NS,Concordant Down,TRUE
IGLV1-51,0.1825,-0.8595,0.949399,0.20053,0.201243,NS,Discordant (CRE Up / PLA Down),TRUE
TKT,0.2358,-0.8047,0.922352,0.301216,0.244771,NS,Discordant (CRE Up / PLA Down),FALSE
PLEKHO2,-0.0936,-0.9452,0.98568,0.104751,0.320461,NS,Concordant Down,TRUE
AGK,0.058,0.9804,0.993646,0.056381,0.194033,NS,Concordant Up,TRUE
IGHG2,0.4831,-0.5547,0.724416,0.656553,0.317507,NS,Discordant (CRE Up / PLA Down),FALSE
RPL24,-0.3128,-0.7247,0.688291,0.120654,0.673708,NS,Concordant Down,TRUE
FBP1,0.312,0.7197,0.792359,0.181883,0.754141,NS,Concordant Up,TRUE
TUBA1C,0.3045,-0.7271,0.831791,0.321306,0.173815,NS,Discordant (CRE Up / PLA Down),TRUE
TCAP,0.4276,0.5992,0.674491,0.548114,0.969651,NS,Concordant Up,TRUE
ACSL4,-0.6775,-0.3476,0.269379,0.761415,0.849429,NS,Concordant Down,TRUE
MYL6,0.486,-0.5381,0.594645,0.533349,0.161727,NS,Discordant (CRE Up / PLA Down),FALSE
CHMP3,-0.7378,0.2846,0.09146,0.799464,0.052799,NS,Discordant (CRE Down / PLA Up),TRUE
YWHAZ,0.502,-0.5188,0.478601,0.467568,0.089552,NS,Discordant (CRE Up / PLA Down),FALSE
C1QB,0.4866,0.5331,0.641599,0.59271,0.997871,NS,Concordant Up,TRUE
HNRNPA0,0.4816,-0.538,0.471817,0.453923,0.087125,NS,Discordant (CRE Up / PLA Down),TRUE
GSTM4,0.0844,-0.9346,0.990151,0.264899,0.303604,NS,Discordant (CRE Up / PLA Down),TRUE
CYB5A,0.1015,-0.9172,0.986028,0.181082,0.25065,NS,Discordant (CRE Up / PLA Down),TRUE
STBD1,-0.1777,0.8385,0.921838,0.060964,0.061795,NS,Discordant (CRE Down / PLA Up),FALSE
PGAM2,-0.3106,0.7053,0.751856,0.165744,0.062548,NS,Discordant (CRE Down / PLA Up),TRUE
TIMM10,-0.7831,0.2321,0.187691,0.912074,0.172177,NS,Discordant (CRE Down / PLA Up),TRUE
MYL2,-0.4455,0.5696,0.642973,0.48797,0.162506,NS,Discordant (CRE Down / PLA Up),TRUE
CAV1,0.1024,-0.9125,0.986794,0.223492,0.290585,NS,Discordant (CRE Up / PLA Down),FALSE
COMP,0.3634,-0.6493,0.879063,0.640095,0.451632,NS,Discordant (CRE Up / PLA Down),TRUE
ADPRH,-0.6444,0.3674,0.339776,0.758641,0.152453,NS,Discordant (CRE Down / PLA Up),TRUE
PUDP,-0.3502,0.6608,0.736527,0.277626,0.107096,NS,Discordant (CRE Down / PLA Up),TRUE
AGL,-0.104,0.9052,0.977307,0.063539,0.101397,NS,Discordant (CRE Down / PLA Up),TRUE
ALDH2,0.1604,-0.8488,0.937379,0.057896,0.066728,NS,Discordant (CRE Up / PLA Down),FALSE
PLN,-0.6241,0.3848,0.276962,0.683555,0.09275,NS,Discordant (CRE Down / PLA Up),TRUE
SIRT5,-0.2277,0.7808,0.887127,0.153232,0.108135,NS,Discordant (CRE Down / PLA Up),TRUE
S100A10,0.6086,-0.3945,0.473316,0.76503,0.228328,NS,Discordant (CRE Up / PLA Down),FALSE
CAVIN2,-0.0139,-0.9891,0.999681,0.060383,0.180962,NS,Concordant Down,FALSE
C1QA,0.2807,-0.7217,0.862213,0.37693,0.227161,NS,Discordant (CRE Up / PLA Down),TRUE
HDHD5,-0.4586,0.5425,0.505299,0.390359,0.073719,NS,Discordant (CRE Down / PLA Up),TRUE
PTGDS,0.3977,-0.6025,0.714354,0.414047,0.165269,NS,Discordant (CRE Up / PLA Down),TRUE
CD34,0.5533,-0.4448,0.212035,0.559598,0.053302,NS,Discordant (CRE Up / PLA Down),TRUE
TOMM7,-0.4399,0.5581,0.646749,0.439795,0.146268,NS,Discordant (CRE Down / PLA Up),TRUE
PUF60,0.4195,0.5714,0.580266,0.436551,0.966918,NS,Concordant Up,TRUE
AGMAT,-0.0606,-0.9301,0.992455,0.115792,0.257863,NS,Concordant Down,TRUE
MGST1,-0.5271,-0.4628,0.705062,0.760521,0.996995,NS,Concordant Down,TRUE
CLIC2,-0.2613,0.7273,0.86678,0.276216,0.172756,NS,Discordant (CRE Down / PLA Up),TRUE
SNX1,0.4163,-0.5713,0.607805,0.402764,0.10942,NS,Discordant (CRE Up / PLA Down),TRUE
UBE4A,-0.5767,0.4077,0.385526,0.727159,0.177798,NS,Discordant (CRE Down / PLA Up),TRUE
HEXB,0.6891,0.2949,0.604924,0.922247,0.903667,NS,Concordant Up,TRUE
TUBB,0.3261,-0.6571,0.730618,0.212088,0.076271,NS,Discordant (CRE Up / PLA Down),FALSE
MRPL45,0.0468,-0.9364,0.995113,0.106627,0.149633,NS,Discordant (CRE Up / PLA Down),TRUE
C1QC,0.5104,0.4709,0.614399,0.677972,0.998489,NS,Concordant Up,TRUE
ACYP2,-0.1302,0.8502,0.967642,0.118514,0.150745,NS,Discordant (CRE Down / PLA Up),FALSE
STX4,-0.2374,-0.7429,0.7949,0.243447,0.61005,NS,Concordant Down,TRUE
CCDC43,-0.4926,0.4866,0.633804,0.703422,0.299424,NS,Discordant (CRE Down / PLA Up),TRUE
AKT1,0.4158,0.5617,0.527605,0.32398,0.961504,NS,Concordant Up,TRUE
FAM120A,0.4822,0.4911,0.411941,0.552572,0.999887,NS,Concordant Up,TRUE
GSTM1,0.2163,-0.756,0.939886,0.386055,0.333321,NS,Discordant (CRE Up / PLA Down),TRUE
DMTN,0.1977,-0.7737,0.941669,0.2383,0.239427,NS,Discordant (CRE Up / PLA Down),TRUE
GOT1,-0.2036,0.7672,0.89656,0.10605,0.083542,NS,Discordant (CRE Down / PLA Up),FALSE
GMPR2,-0.3334,-0.6344,0.785961,0.28437,0.871953,NS,Concordant Down,TRUE
RPL37A,0.2737,-0.6929,0.730707,0.215135,0.06926,NS,Discordant (CRE Up / PLA Down),TRUE
PDCL3,0.2253,0.7412,0.768884,0.196952,0.543726,NS,Concordant Up,TRUE
SESN1,-0.4269,-0.5391,0.379966,0.227012,0.970556,NS,Concordant Down,TRUE
NT5C2,0.364,0.6005,0.596056,0.292691,0.896791,NS,Concordant Up,TRUE
SAMM50,-0.1429,0.8209,0.951017,0.073376,0.089916,NS,Discordant (CRE Down / PLA Up),FALSE
PMVK,0.2385,0.7246,0.852437,0.236767,0.65341,NS,Concordant Up,TRUE
AKR1B1,-0.2433,0.7167,0.8622,0.179332,0.11261,NS,Discordant (CRE Down / PLA Up),FALSE
ENO3,-0.1536,0.8059,0.941571,0.075674,0.085264,NS,Discordant (CRE Down / PLA Up),FALSE
JCHAIN,0.3854,-0.5738,0.831413,0.66232,0.414272,NS,Discordant (CRE Up / PLA Down),TRUE
ERO1A,-0.5657,0.3931,0.340158,0.641524,0.09975,NS,Discordant (CRE Down / PLA Up),TRUE
CALD1,0.7449,-0.2137,0.183384,0.910209,0.154507,NS,Discordant (CRE Up / PLA Down),TRUE
SYNPO2,-0.0281,0.9293,0.998549,0.06282,0.154457,NS,Discordant (CRE Down / PLA Up),FALSE
TUBB2A,0.3404,-0.6147,0.742252,0.325591,0.130884,NS,Discordant (CRE Up / PLA Down),FALSE
CPA3,-0.3208,-0.6342,0.703808,0.168931,0.805592,NS,Concordant Down,TRUE
MECR,-0.2527,0.702,0.822673,0.125482,0.066684,NS,Discordant (CRE Down / PLA Up),TRUE
PGD,0.2409,-0.7135,0.852149,0.148384,0.089373,NS,Discordant (CRE Up / PLA Down),FALSE
VAT1,0.597,-0.3572,0.392219,0.759562,0.177943,NS,Discordant (CRE Up / PLA Down),FALSE
TUBA1B,0.4615,-0.4922,0.456779,0.418492,0.068119,NS,Discordant (CRE Up / PLA Down),FALSE
