"pathway","database","size","NES_Training_CRE","NES_Training_PLA","padj_Training_CRE","padj_Training_PLA","sig_cat"
"GOBP_TRANSFORMING_GROWTH_FACTOR_BETA_RECEPTOR_SIGNALING_PATHWAY","GO:BP",35,1.15984700744648,-0.796594412991137,0.603545874467892,0.93568120528079,"NS"
"GOBP_POSITIVE_REGULATION_OF_CELL_SUBSTRATE_ADHESION","GO:BP",32,1.15792233089711,-1.59833545993871,0.610740977893869,0.171792871143928,"NS"
"GOBP_REGULATION_OF_DNA_RECOMBINATION","GO:BP",16,-1.17105229901893,0.640290414501773,0.613491662050084,0.97823025543435,"NS"
"GOBP_FOREBRAIN_DEVELOPMENT","GO:BP",41,1.14479668657164,-1.49642316597558,0.615753991961091,0.216192961501667,"NS"
"GOBP_NEUROMUSCULAR_JUNCTION_DEVELOPMENT","GO:BP",13,-1.18230944355697,0.671321285509598,0.615753991961091,0.966431820193744,"NS"
"GOBP_REGULATION_OF_EXOSOMAL_SECRETION","GO:BP",12,-1.17915043014588,-1.22966438189108,0.619227023716037,0.507661937346289,"NS"
"GOBP_NEGATIVE_REGULATION_OF_ENDOTHELIAL_CELL_MIGRATION","GO:BP",12,1.17835375676951,-0.793428511804119,0.62092790667096,0.91224950636575,"NS"
"GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_6_PRODUCTION","GO:BP",10,1.18650920074238,-1.3119516216814,0.62092790667096,0.431809736157562,"NS"
"GOBP_UNSATURATED_FATTY_ACID_BIOSYNTHETIC_PROCESS","GO:BP",13,1.17554932882091,-1.64472232559282,0.622331388222377,0.188867857565361,"NS"
"GOBP_REGULATION_OF_T_CELL_MEDIATED_IMMUNITY","GO:BP",18,1.16384590696164,-1.48920866341613,0.623597225436979,0.27233353982868,"NS"
"GOBP_ESTABLISHMENT_OF_ENDOTHELIAL_BARRIER","GO:BP",12,1.17396195002049,-1.42153902538757,0.626828179504029,0.340725392540775,"NS"
"GOBP_B_CELL_MEDIATED_IMMUNITY","GO:BP",28,1.14446876024644,-0.814831699899947,0.627808832425892,0.920535762112209,"NS"
"GOBP_SEQUESTERING_OF_CALCIUM_ION","GO:BP",37,-1.12155158154057,-0.772622187598247,0.627808832425892,0.951829323285667,"NS"
"GOBP_TIGHT_JUNCTION_ORGANIZATION","GO:BP",11,1.17485789641885,-0.672900120669139,0.627808832425892,0.966307112022909,"NS"
"GOBP_PRODUCTION_OF_MOLECULAR_MEDIATOR_OF_IMMUNE_RESPONSE","GO:BP",25,1.14325091065758,-0.949641320767574,0.629215428988205,0.792069521685866,"NS"
"GOBP_PROTEIN_LOCALIZATION_TO_LYSOSOME","GO:BP",14,1.16502540217781,-1.88567819958782,0.629215428988205,0.0871158656989788,"NS"
"GOBP_PROTEIN_NEDDYLATION","GO:BP",17,-1.15555016533932,1.50765371043597,0.629215428988205,0.261920483261672,"NS"
"GOBP_PURINE_CONTAINING_COMPOUND_SALVAGE","GO:BP",11,-1.16671238795988,-0.72299493543171,0.629215428988205,0.942406068011609,"NS"
"GOBP_REGULATION_OF_GLUCONEOGENESIS","GO:BP",12,-1.16615925031068,1.61177717869348,0.629215428988205,0.193009519838788,"NS"
"GOBP_BLOOD_VESSEL_ENDOTHELIAL_CELL_MIGRATION","GO:BP",22,1.15062062463974,-1.39264628390524,0.633130472713711,0.327571272390884,"NS"
"GOBP_NEGATIVE_REGULATION_OF_IMMUNE_EFFECTOR_PROCESS","GO:BP",17,1.15386409072299,-1.25486345642091,0.633130472713711,0.459031486418725,"NS"
"GOBP_NEURON_MIGRATION","GO:BP",23,1.1474958770045,-1.57148424226276,0.633130472713711,0.209287250189729,"NS"
"GOBP_POSITIVE_REGULATION_OF_GLUCOSE_METABOLIC_PROCESS","GO:BP",14,1.16146584649108,1.00817638212099,0.633130472713711,0.74374863438,"NS"
"GOBP_CELLULAR_RESPONSE_TO_XENOBIOTIC_STIMULUS","GO:BP",35,-1.11695386222519,-0.748386513296611,0.634382531726435,0.963096943761801,"NS"
"GOBP_DIGESTION","GO:BP",15,1.15778247465757,-1.24726930169895,0.634382531726435,0.473101776424012,"NS"
"GOBP_MYOBLAST_DIFFERENTIATION","GO:BP",18,-1.14603422673274,1.13707149055885,0.634382531726435,0.608796151123933,"NS"
"GOBP_NEGATIVE_REGULATION_OF_CARBOHYDRATE_METABOLIC_PROCESS","GO:BP",16,-1.1407703295175,1.11411817136463,0.641073292951035,0.637653282038952,"NS"
"GOBP_REGULATION_OF_REPRODUCTIVE_PROCESS","GO:BP",16,1.14681912114161,-0.97707300790149,0.643140947417408,0.768818757231562,"NS"
"GOBP_POSITIVE_REGULATION_OF_CELL_JUNCTION_ASSEMBLY","GO:BP",13,1.15158775022994,-1.3446442854591,0.643550484999447,0.388865940959983,"NS"
"GOBP_APOPTOTIC_CELL_CLEARANCE","GO:BP",12,1.15336382487278,-1.59308689329907,0.644528162815025,0.216240323548652,"NS"
"GOBP_POSITIVE_REGULATION_OF_GLIOGENESIS","GO:BP",10,-1.14717775318149,0.783326414623223,0.645443080968203,0.918485384125152,"NS"
"GOBP_REGULATION_OF_LIPID_STORAGE","GO:BP",10,1.15524537987772,-1.42196164268563,0.647018022760942,0.349165255820605,"NS"
"GOBP_REGULATION_OF_MYOBLAST_DIFFERENTIATION","GO:BP",10,-1.14426912738451,1.66097646316187,0.647018022760942,0.176559724109102,"NS"
"GOBP_STEROL_BIOSYNTHETIC_PROCESS","GO:BP",22,-1.13235453461477,0.875310332152174,0.647018022760942,0.861120699324287,"NS"
"GOBP_POSITIVE_REGULATION_OF_DOUBLE_STRAND_BREAK_REPAIR","GO:BP",13,-1.14415882695275,0.678883684912383,0.647066585473429,0.966189665316403,"NS"
"GOBP_REGULATION_OF_SKELETAL_MUSCLE_ADAPTATION","GO:BP",10,1.15380150962427,1.41019198894455,0.647066585473429,0.345778356983716,"NS"
"GOBP_RESPONSE_TO_ACTIVITY","GO:BP",27,-1.11765679362832,-0.794335292096962,0.647066585473429,0.92730452445552,"NS"
"GOBP_POSITIVE_REGULATION_OF_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION","GO:BP",45,1.11577653606913,-1.23860899484699,0.648743187956679,0.431809736157562,"NS"
"GOBP_RESPONSE_TO_INTERLEUKIN_7","GO:BP",11,1.14518343823431,-1.34458610007076,0.649859908422571,0.396432290205321,"NS"
"GOBP_EPITHELIAL_TO_MESENCHYMAL_TRANSITION","GO:BP",17,1.13525525458898,-1.24081933787166,0.650231342181428,0.471612914055774,"NS"
"GOBP_NEGATIVE_REGULATION_OF_SMALL_MOLECULE_METABOLIC_PROCESS","GO:BP",29,-1.11456795633227,0.983351825777894,0.650231342181428,0.763948798877784,"NS"
"GOBP_NEUTROPHIL_MIGRATION","GO:BP",23,1.12467490173971,-1.31242629063299,0.650231342181428,0.383524475027115,"NS"
"GOBP_REGULATION_OF_GTPASE_ACTIVITY","GO:BP",23,1.12499962216169,-1.37650232832939,0.650231342181428,0.332231778328091,"NS"
"GOBP_REGULATION_OF_NEUROTRANSMITTER_SECRETION","GO:BP",10,-1.13764384400962,1.31405953151872,0.650231342181428,0.431809736157562,"NS"
"GOBP_EXOCYTOSIS","GO:BP",58,-1.09100911966477,-1.3162890573542,0.65023404137082,0.328204644879558,"NS"
"GOBP_RECOMBINATIONAL_REPAIR","GO:BP",20,1.12697096845976,0.458276619640912,0.651548073904902,0.999461400359066,"NS"
"GOBP_REGULATION_OF_GRANULOCYTE_CHEMOTAXIS","GO:BP",11,1.13862831995152,0.714650735548914,0.651548073904902,0.952782723753206,"NS"
"GOBP_SMOOTH_MUSCLE_CONTRACTION","GO:BP",17,-1.12609201142367,-1.2899257135904,0.651548073904902,0.429231054666459,"NS"
"GOBP_STRIATED_MUSCLE_CELL_PROLIFERATION","GO:BP",10,1.14421306679497,-0.815151708509989,0.651548073904902,0.889306346842143,"NS"
"GOBP_DIGESTIVE_SYSTEM_PROCESS","GO:BP",14,1.13337893256877,-1.04870538395639,0.652739103381115,0.701210870793647,"NS"
"GOBP_APPENDAGE_DEVELOPMENT","GO:BP",13,1.12899217964787,-0.592665336637437,0.654236237113044,0.988348259841115,"NS"
"GOBP_CARBOHYDRATE_BIOSYNTHETIC_PROCESS","GO:BP",58,-1.08614997268933,1.25139080674098,0.654236237113044,0.392941893015683,"NS"
"GOBP_POSITIVE_REGULATION_OF_PHAGOCYTOSIS","GO:BP",13,-1.12840892480351,-0.801382157669691,0.654236237113044,0.911833098921706,"NS"
"GOBP_REGULATION_OF_ALCOHOL_BIOSYNTHETIC_PROCESS","GO:BP",12,-1.13244720442304,1.44232223318288,0.654236237113044,0.317564343206185,"NS"
"GOBP_VESICLE_CARGO_LOADING","GO:BP",13,1.12447331735232,-0.687433259708362,0.65864582177434,0.964693590516375,"NS"
"GOBP_RESPONSE_TO_FUNGUS","GO:BP",13,1.12398088236861,-1.28602911805304,0.658673428418434,0.438278640990261,"NS"
"GOBP_RETINOL_METABOLIC_PROCESS","GO:BP",13,-1.12256393219505,-1.07405120598222,0.661871046859976,0.679686427414262,"NS"
"GOBP_ORGANIC_ACID_TRANSMEMBRANE_TRANSPORT","GO:BP",27,1.09749707773442,1.05398957725381,0.671454690183191,0.695690330669174,"NS"
"GOBP_EMBRYONIC_ORGAN_DEVELOPMENT","GO:BP",33,1.09813236614865,-1.38407106941363,0.674362902921319,0.310936318513043,"NS"
"GOBP_ENDOTHELIAL_CELL_DEVELOPMENT","GO:BP",16,1.11279764718132,-1.5509296377175,0.674362902921319,0.241422817790816,"NS"
"GOBP_FORMATION_OF_CYTOPLASMIC_TRANSLATION_INITIATION_COMPLEX","GO:BP",13,-1.11215333809848,0.660407041170878,0.674362902921319,0.97038954828869,"NS"
"GOBP_NEGATIVE_REGULATION_OF_SMOOTH_MUSCLE_CELL_PROLIFERATION","GO:BP",14,1.11463795444943,1.07294703728134,0.674362902921319,0.674588672364155,"NS"
"GOBP_PROTEIN_SUMOYLATION","GO:BP",10,1.12057525608349,-0.92948226151167,0.674362902921319,0.80274066949729,"NS"
"GOBP_PYRUVATE_METABOLIC_PROCESS","GO:BP",56,-1.07657177457205,1.5955754564212,0.674362902921319,0.131672372258146,"NS"
"GOBP_RESPONSE_TO_CAMP","GO:BP",21,1.10139069239497,-1.09583847060316,0.674362902921319,0.634142401516092,"NS"
"GOBP_REGULATION_OF_CELLULAR_RESPONSE_TO_INSULIN_STIMULUS","GO:BP",24,-1.09145432120406,-0.703111441290554,0.68192346509781,0.97038954828869,"NS"
"GOBP_DOUBLE_STRAND_BREAK_REPAIR","GO:BP",33,-1.07410874900488,0.783485154631132,0.683668252522101,0.937755415793152,"NS"
"GOBP_POSITIVE_REGULATION_OF_CALCIUM_ION_TRANSPORT","GO:BP",26,-1.08390668760194,-1.0546497669566,0.683668252522101,0.689318541275418,"NS"
"GOBP_POSITIVE_REGULATION_OF_CELL_SUBSTRATE_JUNCTION_ORGANIZATION","GO:BP",12,1.10236562970707,-0.7620669824715,0.683668252522101,0.921976654432035,"NS"
"GOBP_POSITIVE_REGULATION_OF_DNA_METABOLIC_PROCESS","GO:BP",47,-1.0739353967994,0.742667234812622,0.683668252522101,0.9664316690507,"NS"
"GOBP_POSITIVE_REGULATION_OF_MONOATOMIC_ION_TRANSMEMBRANE_TRANSPORT","GO:BP",30,-1.07865873357813,-0.865056063370034,0.683668252522101,0.880957369538496,"NS"
"GOBP_POSITIVE_REGULATION_OF_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY","GO:BP",19,1.09588796929943,-0.805751654263387,0.683668252522101,0.918485384125152,"NS"
"GOBP_REGULATION_OF_CARBOHYDRATE_CATABOLIC_PROCESS","GO:BP",20,-1.08393199849987,0.887760794173701,0.683668252522101,0.847308282828283,"NS"
"GOBP_REGULATION_OF_GENERATION_OF_PRECURSOR_METABOLITES_AND_ENERGY","GO:BP",41,-1.06941309131288,1.13792757553267,0.683668252522101,0.570910636796047,"NS"
"GOBP_REGULATION_OF_MITOTIC_NUCLEAR_DIVISION","GO:BP",11,-1.10217618271358,-0.690244778518249,0.683668252522101,0.958740503872554,"NS"
"GOBP_REGULATION_OF_REGULATED_SECRETORY_PATHWAY","GO:BP",10,-1.10095001462354,0.887286848902294,0.683668252522101,0.840867992766727,"NS"
"GOBP_FORMATION_OF_PRIMARY_GERM_LAYER","GO:BP",15,1.09456138865585,-1.06508606594774,0.684547906350465,0.685738045738046,"NS"
"GOBP_IMPORT_ACROSS_PLASMA_MEMBRANE","GO:BP",23,-1.07663243636564,0.612243225537851,0.684547906350465,0.99203743537492,"NS"
"GOBP_REGULATION_OF_BLOOD_PRESSURE","GO:BP",29,1.0778444630185,-1.29748608519369,0.684547906350465,0.385682633445821,"NS"
"GOBP_LUNG_MORPHOGENESIS","GO:BP",15,1.092410184613,-0.871500615218522,0.685745486193788,0.85682797901184,"NS"
"GOBP_PROTEIN_QUALITY_CONTROL_FOR_MISFOLDED_OR_INCOMPLETELY_SYNTHESIZED_PROTEINS","GO:BP",10,-1.09625169196352,1.44572770577431,0.68631515277039,0.308126343899269,"NS"
"GOBP_CENTRAL_NERVOUS_SYSTEM_NEURON_DIFFERENTIATION","GO:BP",15,-1.081349560637,-0.833853439436819,0.686660050572804,0.883965535632702,"NS"
"GOBP_CHEMOKINE_PRODUCTION","GO:BP",10,1.09885431935917,-1.02950974832622,0.686660050572804,0.720274262644879,"NS"
"GOBP_ICOSANOID_METABOLIC_PROCESS","GO:BP",29,1.07365181152111,-1.6801616171313,0.686955442399765,0.131672372258146,"NS"
"GOBP_NEURAL_PRECURSOR_CELL_PROLIFERATION","GO:BP",14,1.09179398195598,-1.38805024967721,0.686955442399765,0.357040454011974,"NS"
"GOBP_NUCLEOBASE_METABOLIC_PROCESS","GO:BP",19,1.08197511396052,-0.923755882058932,0.686955442399765,0.815445269036852,"NS"
"GOBP_CANONICAL_WNT_SIGNALING_PATHWAY","GO:BP",31,-1.06798238314013,-0.633133239491463,0.687351424343305,0.995723845275012,"NS"
"GOBP_ADENYLATE_CYCLASE_MODULATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY","GO:BP",23,1.07712666720585,-1.81439621964189,0.688410886483827,0.0890671641791045,"NS"
"GOBP_NUCLEOTIDE_EXCISION_REPAIR","GO:BP",10,-1.08634379945841,0.78271386173191,0.688410886483827,0.918485384125152,"NS"
"GOBP_POSITIVE_REGULATION_OF_LYMPHOCYTE_DIFFERENTIATION","GO:BP",15,1.08445572071585,-1.5091653493861,0.688410886483827,0.268474853897978,"NS"
"GOBP_REGULATION_OF_BIOLOGICAL_PROCESS_INVOLVED_IN_SYMBIOTIC_INTERACTION","GO:BP",10,1.09299965087607,-1.90410868485444,0.688410886483827,0.0660208709897966,"NS"
"GOBP_STRESS_GRANULE_ASSEMBLY","GO:BP",15,-1.07548141067026,1.42759496356655,0.688410886483827,0.308126343899269,"NS"
"GOBP_VIRAL_GENE_EXPRESSION","GO:BP",21,1.07749855561969,0.677366372904022,0.688410886483827,0.97596712418865,"NS"
"GOBP_GMP_METABOLIC_PROCESS","GO:BP",14,-1.07934209679681,0.607955866450945,0.690018177488677,0.985574381139323,"NS"
"GOBP_REGULATION_OF_CELL_CYCLE_G1_S_PHASE_TRANSITION","GO:BP",19,1.07433242658903,1.34109485127032,0.690501487183132,0.37993265993266,"NS"
"GOBP_POSITIVE_REGULATION_OF_PROTEIN_CATABOLIC_PROCESS","GO:BP",60,1.05970194517181,-1.07818515745829,0.694181555516245,0.638921312879014,"NS"
"GOBP_REGULATION_OF_CELL_CYCLE_PHASE_TRANSITION","GO:BP",41,-1.05625658834427,1.43658070355678,0.69565547644854,0.266366898922064,"NS"
"GOBP_REGULATION_OF_STRESS_ACTIVATED_PROTEIN_KINASE_SIGNALING_CASCADE","GO:BP",11,-1.07143080643445,-0.980430291696445,0.704308172519013,0.762777358465773,"NS"
"GOBP_MORPHOGENESIS_OF_A_POLARIZED_EPITHELIUM","GO:BP",10,1.08063831343291,-1.71048964422648,0.704875726832364,0.150868409105649,"NS"
"GOBP_CHAPERONE_MEDIATED_AUTOPHAGY","GO:BP",10,1.07951140106893,-1.11461355186572,0.705606968650368,0.638921312879014,"NS"
"GOBP_ENDOTHELIAL_CELL_DIFFERENTIATION","GO:BP",18,1.06473590287345,-1.66853960868236,0.706100485289748,0.166383970964524,"NS"
"GOBP_REGULATION_OF_CELL_DIVISION","GO:BP",22,-1.06122543836582,-1.00671738400245,0.707988251178435,0.737860748450603,"NS"
"GOBP_REGULATION_OF_AMIDE_METABOLIC_PROCESS","GO:BP",21,-1.05683683425643,-0.933051343828178,0.710213316677266,0.81302260824517,"NS"
"GOBP_MITOCHONDRIAL_ELECTRON_TRANSPORT_UBIQUINOL_TO_CYTOCHROME_C","GO:BP",11,-1.06269461338629,2.01135587124424,0.712763863664108,0.0137494379277665,"Tr.(PLA) only"
"GOBP_RETROGRADE_TRANSPORT_ENDOSOME_TO_GOLGI","GO:BP",29,1.05346941154474,-0.923351493143976,0.715724375199533,0.821588712850246,"NS"
"GOBP_AMYLOID_BETA_CLEARANCE","GO:BP",11,1.06492216071556,-1.13065665099528,0.715890192867011,0.626609609168767,"NS"
"GOBP_NEGATIVE_REGULATION_OF_ERBB_SIGNALING_PATHWAY","GO:BP",11,1.06526423993466,-0.870420947999465,0.715890192867011,0.852680714251226,"NS"
"GOBP_NEURON_PROJECTION_EXTENSION","GO:BP",26,1.05077070186456,-1.31213784156046,0.715890192867011,0.37993265993266,"NS"
"GOBP_GLUCOSE_METABOLIC_PROCESS","GO:BP",74,-1.03065985944098,1.60176983678229,0.716387379619403,0.0953889580530354,"NS"
"GOBP_MODULATION_OF_PROCESS_OF_ANOTHER_ORGANISM","GO:BP",23,1.05014467369477,-1.80874539337864,0.716820742839279,0.0890671641791045,"NS"
"GOBP_LUNG_EPITHELIUM_DEVELOPMENT","GO:BP",11,1.05783909271368,-0.691081064979897,0.7229278052576,0.958740503872554,"NS"
"GOBP_RESPIRATORY_CHAIN_COMPLEX_IV_ASSEMBLY","GO:BP",12,-1.05526444998445,1.16835146045921,0.7229278052576,0.57757188389494,"NS"
"GOBP_REGULATION_OF_NUCLEAR_DIVISION","GO:BP",14,-1.04817321758893,-0.836806347515499,0.728822357748063,0.880957369538496,"NS"
"GOBP_DEVELOPMENTAL_GROWTH_INVOLVED_IN_MORPHOGENESIS","GO:BP",35,1.03985783857966,-1.4301137823823,0.729978685463256,0.27679183863658,"NS"
"GOBP_NUCLEOSIDE_METABOLIC_PROCESS","GO:BP",15,1.05065637740532,0.737389567636495,0.73030226714194,0.945805478830578,"NS"
"GOBP_POSITIVE_REGULATION_OF_RNA_SPLICING","GO:BP",13,-1.04481085130928,-1.10782041088482,0.73030226714194,0.638921312879014,"NS"
"GOBP_PROTEIN_MONOUBIQUITINATION","GO:BP",12,-1.04758460987572,0.811989717691133,0.73030226714194,0.905466399591532,"NS"
"GOBP_REGULATION_OF_ERYTHROCYTE_DIFFERENTIATION","GO:BP",12,1.05133600618828,-1.28540718671601,0.73030226714194,0.44440866388567,"NS"
"GOBP_NEGATIVE_REGULATION_OF_POST_TRANSLATIONAL_PROTEIN_MODIFICATION","GO:BP",26,1.03846734863932,-0.458291944941349,0.73050384228988,0.999461400359066,"NS"
"GOBP_HORMONE_TRANSPORT","GO:BP",50,-1.03298833690972,-0.662055888123719,0.730712719874164,0.995723845275012,"NS"
"GOBP_AMINO_SUGAR_METABOLIC_PROCESS","GO:BP",10,1.04736832251918,-0.911202468834268,0.732417253133283,0.815835491397656,"NS"
"GOBP_CHLORIDE_TRANSPORT","GO:BP",11,-1.03710855247494,-0.600309756443938,0.733885774173175,0.984800452645213,"NS"
"GOBP_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE_MEDIATED_BY_A_CHEMICAL_SIGNAL","GO:BP",11,1.04302445935383,-1.26814694446815,0.739664175609167,0.472559476930721,"NS"
"GOBP_BASE_EXCISION_REPAIR","GO:BP",10,-1.03629993788675,1.01121650391397,0.741020213978909,0.73987201079714,"NS"
"GOBP_ENDOTHELIUM_DEVELOPMENT","GO:BP",22,1.03172740900681,-1.74047109800006,0.742911934910043,0.12037531512682,"NS"
"GOBP_GLUTAMINE_FAMILY_AMINO_ACID_CATABOLIC_PROCESS","GO:BP",10,1.03906747704343,0.878520769355995,0.742911934910043,0.847308282828283,"NS"
"GOBP_POSITIVE_REGULATION_OF_DNA_RECOMBINATION","GO:BP",11,-1.02907103545088,0.60986006954807,0.743506210696922,0.984800452645213,"NS"
"GOBP_PROTEIN_TRANSMEMBRANE_TRANSPORT","GO:BP",22,1.02815163214998,0.91668494723914,0.746540304861722,0.821931601193897,"NS"
"GOBP_REGULATION_OF_CANONICAL_WNT_SIGNALING_PATHWAY","GO:BP",29,-1.02404270354027,0.559659054340827,0.747362407760178,0.999195369204614,"NS"
"GOBP_CALCINEURIN_MEDIATED_SIGNALING","GO:BP",13,1.01953724468901,0.556835172393256,0.749509281482465,0.995723845275012,"NS"
"GOBP_CELLULAR_RESPONSE_TO_ALCOHOL","GO:BP",21,-1.01268753878836,-1.30350543628039,0.749509281482465,0.401925526863826,"NS"
"GOBP_CELLULAR_RESPONSE_TO_OXYGEN_RADICAL","GO:BP",12,1.02410630429685,-1.95904602040623,0.749509281482465,0.0730166898775649,"NS"
"GOBP_COPII_COATED_VESICLE_BUDDING","GO:BP",18,1.0228946921232,0.669729314790258,0.749509281482465,0.97038954828869,"NS"
"GOBP_FATTY_ACYL_COA_BIOSYNTHETIC_PROCESS","GO:BP",11,-1.01955210229389,0.69865777542002,0.749509281482465,0.958740503872554,"NS"
"GOBP_INORGANIC_ANION_TRANSMEMBRANE_TRANSPORT","GO:BP",11,-1.01453270488093,0.622720337768526,0.749509281482465,0.980992804810697,"NS"
"GOBP_MITOCHONDRION_LOCALIZATION","GO:BP",14,-1.01300842115075,0.989486735679004,0.749509281482465,0.758949085319346,"NS"
"GOBP_NEURON_PROJECTION_GUIDANCE","GO:BP",20,-1.01184414209365,-1.52989765680819,0.749509281482465,0.22479831808708,"NS"
"GOBP_POSITIVE_REGULATION_OF_MRNA_PROCESSING","GO:BP",10,-1.02034550050603,-1.23223731994677,0.749509281482465,0.513577355164458,"NS"
"GOBP_POSITIVE_REGULATION_OF_T_CELL_PROLIFERATION","GO:BP",17,1.01995776199786,0.653862307374406,0.749509281482465,0.97596712418865,"NS"
"GOBP_REGULATION_OF_CARBOHYDRATE_METABOLIC_PROCESS","GO:BP",44,-1.01804379164053,1.07702119542572,0.749509281482465,0.654638316856625,"NS"
"GOBP_REGULATION_OF_DOUBLE_STRAND_BREAK_REPAIR_VIA_HOMOLOGOUS_RECOMBINATION","GO:BP",12,1.03313662112339,0.573244527273541,0.749509281482465,0.993629397893346,"NS"
"GOBP_REGULATION_OF_MITOTIC_CELL_CYCLE_PHASE_TRANSITION","GO:BP",31,-1.01077912994704,1.42509854851822,0.749509281482465,0.292880967955853,"NS"
"GOBP_REGULATION_OF_VASOCONSTRICTION","GO:BP",11,-1.01651110805384,-1.43320127699229,0.749509281482465,0.334003017038851,"NS"
"GOBP_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY","GO:BP",12,1.02678583533318,-1.64962078192767,0.749509281482465,0.181870112626695,"NS"
"GOBP_VESICLE_COATING","GO:BP",10,1.02677779764171,-0.71299108539479,0.749509281482465,0.950969281927736,"NS"
"GOBP_VESICLE_TARGETING_TO_FROM_OR_WITHIN_GOLGI","GO:BP",10,1.02677779764171,-0.71299108539479,0.749509281482465,0.950969281927736,"NS"
"GOBP_NEGATIVE_REGULATION_OF_LIPID_BIOSYNTHETIC_PROCESS","GO:BP",11,1.01521509078502,-0.79216080066949,0.75273305495413,0.911833098921706,"NS"
"GOBP_NEGATIVE_REGULATION_OF_RESPONSE_TO_CYTOKINE_STIMULUS","GO:BP",11,1.01577541839927,-1.08302389423092,0.75273305495413,0.672969060087258,"NS"
"GOBP_POSITIVE_REGULATION_OF_ADAPTIVE_IMMUNE_RESPONSE","GO:BP",18,1.00877179165711,-1.03781706013092,0.75297346247946,0.708929738452102,"NS"
"GOBP_DENDRITIC_SPINE_DEVELOPMENT","GO:BP",14,1.00920202473008,-1.2483069615961,0.756244256639701,0.472559476930721,"NS"
"GOBP_REGULATION_OF_CELL_KILLING","GO:BP",16,1.00262268922911,-1.87832776953617,0.760150794503423,0.0776165442773122,"NS"
"GOBP_INSULIN_LIKE_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY","GO:BP",11,1.00658860492156,1.11598718860664,0.760581239645699,0.637033016999868,"NS"
"GOBP_CIRCADIAN_RHYTHM","GO:BP",38,1.00019345818849,0.871220630407277,0.760681848366895,0.87988862361658,"NS"
"GOBP_RELAXATION_OF_MUSCLE","GO:BP",14,-0.998779720398214,0.838565524230502,0.760681848366895,0.88392513831628,"NS"
"GOBP_AMINE_METABOLIC_PROCESS","GO:BP",19,1.00149498043114,-1.38931020552708,0.762084616150236,0.336083915380631,"NS"
"GOBP_HORMONE_MEDIATED_SIGNALING_PATHWAY","GO:BP",34,-0.995810583112005,-0.889937482106701,0.762084616150236,0.86170563909937,"NS"
"GOBP_MODULATION_BY_HOST_OF_VIRAL_PROCESS","GO:BP",15,1.00094275463289,-1.55763422401403,0.762084616150236,0.24238928411203,"NS"
"GOBP_CELLULAR_RESPONSE_TO_CAMP","GO:BP",13,0.999656049779759,-0.968992687797948,0.762198589007253,0.773928989050707,"NS"
"GOBP_POSITIVE_REGULATION_BY_HOST_OF_VIRAL_PROCESS","GO:BP",10,0.998924036035544,-1.33215739347426,0.762198589007253,0.416084354018904,"NS"
"GOBP_POSITIVE_REGULATION_OF_WNT_SIGNALING_PATHWAY","GO:BP",20,0.998114308687207,-0.778184615602548,0.762198589007253,0.92866160826238,"NS"
"GOBP_RESPONSE_TO_ESTROGEN","GO:BP",10,0.99418446946146,-1.70658905797332,0.769303995718681,0.155790877156996,"NS"
"GOBP_CELL_REDOX_HOMEOSTASIS","GO:BP",20,-0.991863667047229,-0.917308275419043,0.770220865370119,0.826072203058461,"NS"
"GOBP_ER_NUCLEUS_SIGNALING_PATHWAY","GO:BP",14,0.993976583393344,1.00518452531345,0.770220865370119,0.745322945031912,"NS"
"GOBP_MITOCHONDRIAL_RESPIRATORY_CHAIN_COMPLEX_ASSEMBLY","GO:BP",50,-0.995300151312793,2.00523608987232,0.770220865370119,0.00409282150354644,"Tr.(PLA) only"
"GOBP_POSITIVE_REGULATION_OF_TOR_SIGNALING","GO:BP",14,0.992027060755999,1.25032500511077,0.770754293776971,0.476136738357821,"NS"
"GOBP_RHYTHMIC_PROCESS","GO:BP",48,0.989411755370407,0.866388417717193,0.770754293776971,0.884349060809319,"NS"
"GOBP_PROTEIN_METHYLATION","GO:BP",16,-0.980240332635351,1.22666695556325,0.776810306300083,0.503493640172123,"NS"
"GOBP_REGULATION_OF_CYTOKINESIS","GO:BP",13,-0.984129128535748,-1.13278908955345,0.776810306300083,0.615159554309103,"NS"
"GOBP_INTRACELLULAR_LIPID_TRANSPORT","GO:BP",13,-0.981822840557009,-0.837138742916629,0.779735995840222,0.880957369538496,"NS"
"GOBP_NEGATIVE_REGULATION_OF_LIPID_TRANSPORT","GO:BP",12,0.987505239083259,1.27526448657517,0.781554006859396,0.459031486418725,"NS"
"GOBP_DNA_RECOMBINATION","GO:BP",34,0.983815359318096,0.49714854298395,0.783373694826648,0.999461400359066,"NS"
"GOBP_NEGATIVE_REGULATION_OF_WNT_SIGNALING_PATHWAY","GO:BP",14,-0.973485816374339,0.661808217869833,0.784372241234379,0.97038954828869,"NS"
