"pathway","database","size","NES_Cancer_vs_Healthy","NES_Training_CR","padj_Cancer_vs_Healthy","padj_Training_CR","sig_cat"
"GOBP_MUSCLE_CELL_CELLULAR_HOMEOSTASIS","GO:BP",14,-1.17894663593606,0.903538962853158,0.467591424968474,1,"NS"
"GOBP_PEPTIDYL_THREONINE_MODIFICATION","GO:BP",10,-1.17671306861767,0.918058268718877,0.476124381749907,1,"NS"
"GOBP_PEPTIDYL_THREONINE_PHOSPHORYLATION","GO:BP",10,-1.17671306861767,0.918058268718877,0.476124381749907,1,"NS"
"GOBP_VIRAL_PROCESS","GO:BP",96,1.13246219816768,-0.987900058538527,0.477323919826286,1,"NS"
"GOBP_GLUTAMINE_FAMILY_AMINO_ACID_METABOLIC_PROCESS","GO:BP",21,1.16325144146033,-0.696569825835428,0.486453938737537,1,"NS"
"GOBP_NEGATIVE_REGULATION_OF_MACROAUTOPHAGY","GO:BP",11,-1.16367616840154,1.54095830071174,0.487334887334887,0.573636228375107,"NS"
"GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_1_PRODUCTION","GO:BP",10,1.17290140841497,1.1293944535247,0.49082560716393,0.981754627916625,"NS"
"GOBP_CHAPERONE_MEDIATED_AUTOPHAGY","GO:BP",10,1.16320513144447,-0.913821958693738,0.500506104428646,1,"NS"
"GOBP_REGULATION_OF_HEART_GROWTH","GO:BP",10,1.16267607463432,0.714519175200495,0.50125984431862,1,"NS"
"GOBP_ADULT_BEHAVIOR","GO:BP",15,1.15869124023964,1.07317295952401,0.501327002011596,1,"NS"
"GOBP_ADULT_LOCOMOTORY_BEHAVIOR","GO:BP",15,1.15869124023964,1.07317295952401,0.501327002011596,1,"NS"
"GOBP_PROTEIN_DEPHOSPHORYLATION","GO:BP",20,-1.13238929663364,1.30180101288158,0.502095058250647,0.828122854967739,"NS"
"GOBP_CELLULAR_RESPONSE_TO_UNFOLDED_PROTEIN","GO:BP",23,-1.12224279779815,1.10397409052438,0.503693639726543,0.987684035646262,"NS"
"GOBP_ORGAN_GROWTH","GO:BP",27,1.13948175079475,-1.03978031983548,0.503743879989873,1,"NS"
"GOBP_INTRACELLULAR_LIPID_TRANSPORT","GO:BP",13,-1.13170618112199,-1.12143471573053,0.514926459880588,0.972586330082651,"NS"
"GOBP_MITOCHONDRIAL_CALCIUM_ION_HOMEOSTASIS","GO:BP",10,-1.14292931914064,0.969452911530377,0.51646717966034,1,"NS"
"GOBP_RESPONSE_TO_GROWTH_HORMONE","GO:BP",10,-1.14307907055146,-0.974832764548414,0.51646717966034,1,"NS"
"GOBP_STEROID_METABOLIC_PROCESS","GO:BP",64,1.10949079520701,-1.31341745222817,0.521211832236722,0.708012934643479,"NS"
"GOBP_TETRAPYRROLE_BIOSYNTHETIC_PROCESS","GO:BP",11,1.14367442108951,-0.647395824315217,0.521211832236722,1,"NS"
"GOBP_AMYLOID_BETA_FORMATION","GO:BP",12,1.14040252413194,-0.974364119466712,0.525172033366933,1,"NS"
"GOBP_MULTICELLULAR_ORGANISM_GROWTH","GO:BP",24,1.12782017584513,-1.22008510421452,0.527379339450059,0.868680580479795,"NS"
"GOBP_STRIATED_MUSCLE_CELL_PROLIFERATION","GO:BP",10,1.13399282520635,-0.724967479056112,0.533220856391023,1,"NS"
"GOBP_REGULATION_OF_NEUROTRANSMITTER_SECRETION","GO:BP",10,1.13193538534629,1.16705838363763,0.535855157474444,0.958492539659312,"NS"
"GOBP_REGULATION_OF_CELLULAR_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA_STIMULUS","GO:BP",21,1.12179920364816,-0.720055586227159,0.537716666516523,1,"NS"
"GOBP_CELLULAR_RESPONSE_TO_GLUCOCORTICOID_STIMULUS","GO:BP",14,1.12556071121803,-1.19887662958073,0.54095321852457,0.91096863908053,"NS"
"GOBP_CELLULAR_RESPONSE_TO_TOPOLOGICALLY_INCORRECT_PROTEIN","GO:BP",28,-1.09059456968004,1.02442947989067,0.54095321852457,1,"NS"
"GOBP_CIRCADIAN_RHYTHM","GO:BP",38,-1.0811872619949,0.945976235770911,0.54095321852457,1,"NS"
"GOBP_NUCLEOSOME_ORGANIZATION","GO:BP",12,-1.10951749996436,1.05221418182443,0.54095321852457,1,"NS"
"GOBP_REGULATION_OF_ERYTHROCYTE_DIFFERENTIATION","GO:BP",12,-1.10949112244271,-1.1195120097093,0.54095321852457,0.970802371629438,"NS"
"GOBP_MONOATOMIC_ANION_TRANSPORT","GO:BP",18,1.11804866769502,-0.78585739970048,0.542694749852483,1,"NS"
"GOBP_INTERMEDIATE_FILAMENT_BASED_PROCESS","GO:BP",13,1.12222787354417,-0.858813499728127,0.543724476317556,1,"NS"
"GOBP_POSITIVE_REGULATION_OF_CHEMOTAXIS","GO:BP",18,1.11718262148144,-0.823706274981188,0.543724476317556,1,"NS"
"GOBP_NEGATIVE_REGULATION_OF_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION","GO:BP",13,-1.10613729682173,0.582099015391798,0.546940255596019,1,"NS"
"GOBP_REGULATION_OF_AXON_EXTENSION","GO:BP",15,1.11845890713369,-1.06005161482864,0.54703927182755,1,"NS"
"GOBP_CALCIUM_ION_REGULATED_EXOCYTOSIS","GO:BP",10,1.11459048305807,-0.980744859791953,0.552794117647059,1,"NS"
"GOBP_CELLULAR_RESPONSE_TO_CAMP","GO:BP",13,1.11411915036607,0.605783777459607,0.552794117647059,1,"NS"
"GOBP_POSITIVE_REGULATION_OF_CHROMOSOME_ORGANIZATION","GO:BP",21,1.10477653062412,1.07421837082113,0.557735636458278,1,"NS"
"GOBP_PROTEIN_IMPORT_INTO_MITOCHONDRIAL_MATRIX","GO:BP",13,-1.09482038143885,1.06324727729773,0.559889013202059,1,"NS"
"GOBP_IMP_METABOLIC_PROCESS","GO:BP",15,1.1043102523023,0.492575630275078,0.564424254188793,1,"NS"
"GOBP_POSITIVE_REGULATION_OF_BLOOD_VESSEL_ENDOTHELIAL_CELL_MIGRATION","GO:BP",10,1.10564277711128,0.654300919724012,0.564424254188793,1,"NS"
"GOBP_REGULATION_OF_AEROBIC_RESPIRATION","GO:BP",12,1.10700205254451,-1.04986525945781,0.564424254188793,1,"NS"
"GOBP_REGULATION_OF_LIPID_STORAGE","GO:BP",10,1.09745931755137,-1.29332852388138,0.571935175006206,0.849703134642804,"NS"
"GOBP_CELL_COMMUNICATION_INVOLVED_IN_CARDIAC_CONDUCTION","GO:BP",15,-1.08497711690544,-0.835375312872841,0.572933943548546,1,"NS"
"GOBP_REGULATION_OF_CARDIAC_MUSCLE_CONTRACTION_BY_REGULATION_OF_THE_RELEASE_OF_SEQUESTERED_CALCIUM_ION","GO:BP",15,-1.08323030710669,0.8350005788223,0.575095761381476,1,"NS"
"GOBP_CARDIAC_MYOFIBRIL_ASSEMBLY","GO:BP",10,-1.09243893203264,1.28198237667876,0.575190302604546,0.868680580479795,"NS"
"GOBP_REGULATION_OF_ALCOHOL_BIOSYNTHETIC_PROCESS","GO:BP",12,1.0959224459604,1.33506697441016,0.5757953087214,0.820838304938803,"NS"
"GOBP_BROWN_FAT_CELL_DIFFERENTIATION","GO:BP",10,1.08915303719953,0.57623702974271,0.577169939065674,1,"NS"
"GOBP_INORGANIC_ANION_TRANSPORT","GO:BP",14,1.09075506832152,-1.02439008005189,0.577169939065674,1,"NS"
"GOBP_REGULATION_OF_NEUROTRANSMITTER_TRANSPORT","GO:BP",13,1.08851246692113,0.895930179760354,0.577169939065674,1,"NS"
"GOBP_RETROGRADE_VESICLE_MEDIATED_TRANSPORT_GOLGI_TO_ENDOPLASMIC_RETICULUM","GO:BP",14,1.09077781794952,1.42211658918801,0.577169939065674,0.731457508887249,"NS"
"GOBP_ORGANIC_ACID_TRANSMEMBRANE_TRANSPORT","GO:BP",27,-1.06421154224246,0.890296349853872,0.577812018489985,1,"NS"
"GOBP_RESPONSE_TO_COLD","GO:BP",11,-1.07259218195316,-0.656078687594512,0.585586598831632,1,"NS"
"GOBP_NEGATIVE_REGULATION_OF_OXIDATIVE_STRESS_INDUCED_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY","GO:BP",12,1.08221039444858,0.944260995186603,0.590698045668605,1,"NS"
"GOBP_REGULATION_OF_PROTEIN_IMPORT_INTO_NUCLEUS","GO:BP",19,1.07879747030547,-0.978322565340803,0.591203077882916,1,"NS"
"GOBP_SPERM_EGG_RECOGNITION","GO:BP",12,1.08162092617979,1.22488967887211,0.591203077882916,0.909554618244209,"NS"
"GOBP_NEURON_PROJECTION_GUIDANCE","GO:BP",20,1.06764411848438,-1.74309145837335,0.59712491398663,0.2780371955347,"NS"
"GOBP_IMMUNE_SYSTEM_DEVELOPMENT","GO:BP",20,1.06619704050667,-1.04705136040159,0.597411933860532,1,"NS"
"GOBP_MAINTENANCE_OF_CELL_NUMBER","GO:BP",11,1.07677564371553,-1.29610496244043,0.597411933860532,0.841405109137761,"NS"
"GOBP_POSITIVE_REGULATION_OF_TRANSPORTER_ACTIVITY","GO:BP",14,-1.05890540942057,-1.48274334130115,0.597411933860532,0.643363968103798,"NS"
"GOBP_POSITIVE_REGULATION_OF_PROTEIN_CATABOLIC_PROCESS","GO:BP",59,1.05989276306262,-0.702183666803356,0.597421938957213,1,"NS"
"GOBP_NEGATIVE_REGULATION_OF_ERBB_SIGNALING_PATHWAY","GO:BP",11,1.07398352320422,-0.560990110587005,0.599751141738575,1,"NS"
"GOBP_AMIDE_BIOSYNTHETIC_PROCESS","GO:BP",51,-1.04127861633867,-1.13292209966012,0.600452624060075,0.915538002214489,"NS"
"GOBP_REGULATION_OF_DNA_REPAIR","GO:BP",31,-1.05310751792702,0.958099395731811,0.600894959115823,1,"NS"
"GOBP_PROTEIN_DEACYLATION","GO:BP",14,-1.05300428799125,1.18922384982365,0.601113172541744,0.93328123557394,"NS"
"GOBP_POSITIVE_REGULATION_OF_SMOOTH_MUSCLE_CELL_PROLIFERATION","GO:BP",10,1.06903370652209,1.09891278775233,0.602405576727076,0.993241779530139,"NS"
"GOBP_NEUROMUSCULAR_JUNCTION_DEVELOPMENT","GO:BP",13,-1.0445053640517,-0.906891258755978,0.609738884968243,1,"NS"
"GOBP_LONG_CHAIN_FATTY_ACID_TRANSPORT","GO:BP",20,1.05261959705719,1.10316967843112,0.612417269204815,0.990844541757898,"NS"
"GOBP_POSITIVE_REGULATION_OF_DNA_RECOMBINATION","GO:BP",11,1.06067782727806,0.670014536823957,0.615502777953915,1,"NS"
"GOBP_PEPTIDYL_SERINE_MODIFICATION","GO:BP",10,-1.05038453325996,0.516908169242988,0.621366218956044,1,"NS"
"GOBP_MYELOID_CELL_HOMEOSTASIS","GO:BP",40,1.04237721549528,-0.998450775259709,0.6213991184705,1,"NS"
"GOBP_MACROMOLECULE_DEACYLATION","GO:BP",15,-1.03951246371308,1.10158434204689,0.624803425457376,0.99108773732984,"NS"
"GOBP_POSITIVE_REGULATION_OF_D_GLUCOSE_TRANSMEMBRANE_TRANSPORT","GO:BP",10,1.05132178414584,1.13261669697246,0.625358920767623,0.972586330082651,"NS"
"GOBP_POSITIVE_REGULATION_OF_TORC1_SIGNALING","GO:BP",12,-1.03425618875689,1.09513625513901,0.627361326413695,0.993241779530139,"NS"
"GOBP_RNA_SPLICING","GO:BP",89,1.03835002009825,0.997434010626036,0.627361326413695,1,"NS"
"GOBP_POSITIVE_REGULATION_OF_MONOATOMIC_ION_TRANSPORT","GO:BP",40,1.03174859831131,-1.17993632066386,0.63689415811782,0.891235315756527,"NS"
"GOBP_REGULATION_OF_POST_TRANSLATIONAL_PROTEIN_MODIFICATION","GO:BP",66,-1.02397721968078,-0.833386026042014,0.63689415811782,1,"NS"
"GOBP_POSITIVE_REGULATION_OF_TELOMERE_MAINTENANCE","GO:BP",20,1.03180677340447,1.07103395777928,0.641606733129219,1,"NS"
"GOBP_FATTY_ACID_DERIVATIVE_BIOSYNTHETIC_PROCESS","GO:BP",16,-1.02240522034686,-1.72428553103113,0.643924907530183,0.280659240497454,"NS"
"GOBP_NEGATIVE_REGULATION_OF_TOR_SIGNALING","GO:BP",21,-1.01268339865246,-1.80283111406711,0.64434167716239,0.208052884615385,"NS"
"GOBP_DNA_TEMPLATED_DNA_REPLICATION","GO:BP",10,-1.02317448217362,-0.529908591431872,0.6521521027449,1,"NS"
"GOBP_NEGATIVE_REGULATION_OF_PROTEIN_CATABOLIC_PROCESS","GO:BP",31,1.02562835791995,0.758864221480352,0.6521521027449,1,"NS"
"GOBP_NEURAL_NUCLEUS_DEVELOPMENT","GO:BP",26,1.02556797122181,0.798063308591737,0.656243209646951,1,"NS"
"GOBP_IMPORT_INTO_NUCLEUS","GO:BP",47,1.0203270218437,-0.946220226420229,0.658013608637,1,"NS"
"GOBP_REGULATION_OF_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_MITOCHONDRION","GO:BP",19,-1.0060325090247,0.833994718021349,0.658013608637,1,"NS"
"GOBP_LIPID_IMPORT_INTO_CELL","GO:BP",11,1.02428379146489,1.27894608033244,0.658139358869386,0.866911565763771,"NS"
"GOBP_SEQUESTERING_OF_CALCIUM_ION","GO:BP",36,1.01861789344412,0.759013564133047,0.659663062765547,1,"NS"
"GOBP_MODIFIED_AMINO_ACID_BIOSYNTHETIC_PROCESS","GO:BP",19,1.02063675975253,-1.83850109896141,0.660080354523978,0.189966219313609,"NS"
"GOBP_PROTEIN_LOCALIZATION_TO_ENDOSOME","GO:BP",10,1.02245193572177,-0.926957762534768,0.660080354523978,1,"NS"
"GOBP_REGULATION_OF_RELEASE_OF_SEQUESTERED_CALCIUM_ION_INTO_CYTOSOL_BY_SARCOPLASMIC_RETICULUM","GO:BP",20,-1.00499435545095,0.687315040353276,0.660080354523978,1,"NS"
"GOBP_REGULATION_OF_TELOMERE_MAINTENANCE","GO:BP",26,1.01946147423812,1.10508770616132,0.661494077877842,0.972586330082651,"NS"
"GOBP_INCLUSION_BODY_ASSEMBLY","GO:BP",15,1.01691268832478,0.791691445170879,0.664302086503879,1,"NS"
"GOBP_CALCIUM_ION_HOMEOSTASIS","GO:BP",68,-1.00427716929401,0.626673702082343,0.664862061794702,1,"NS"
"GOBP_REGULATION_OF_SYNAPTIC_PLASTICITY","GO:BP",32,1.00976682083565,-1.20394178219291,0.671553331788664,0.875632064372523,"NS"
"GOBP_REGULATION_OF_NUCLEOTIDE_METABOLIC_PROCESS","GO:BP",26,-1.00453966483883,-0.92601842657072,0.67319050248541,1,"NS"
"GOBP_REGULATION_OF_PROTEIN_UBIQUITINATION","GO:BP",50,-0.992454869501102,-1.05397433568651,0.675206934229109,0.993241779530139,"NS"
"GOBP_POSITIVE_REGULATION_OF_POST_TRANSLATIONAL_PROTEIN_MODIFICATION","GO:BP",31,-0.999528993715764,-1.27159136497883,0.677968523272687,0.814455906564271,"NS"
"GOBP_HEART_GROWTH","GO:BP",16,1.00443481321759,0.65646334074632,0.680508630951895,1,"NS"
"GOBP_PROTEIN_AUTOPHOSPHORYLATION","GO:BP",16,-0.994102217009743,-0.624127183531898,0.681084932064526,1,"NS"
"GOBP_RESPONSE_TO_AMINO_ACID_STARVATION","GO:BP",11,-0.988812015514743,0.828819911640395,0.683450685170376,1,"NS"
"GOBP_REGULATION_OF_POSTSYNAPSE_ORGANIZATION","GO:BP",20,0.999112740081738,-0.93924675547147,0.684035359610773,1,"NS"
"GOBP_LEUKOCYTE_DEGRANULATION","GO:BP",11,0.998270505568302,-0.90384665375217,0.684195381145813,1,"NS"
"GOBP_MEIOTIC_CELL_CYCLE_PROCESS","GO:BP",13,1.00168132201625,1.30271593106077,0.684195381145813,0.835960239085239,"NS"
"GOBP_NEGATIVE_REGULATION_OF_RESPONSE_TO_CYTOKINE_STIMULUS","GO:BP",11,0.999198623199114,-0.798588167848996,0.684195381145813,1,"NS"
"GOBP_VACUOLE_ORGANIZATION","GO:BP",50,0.999742488217132,0.60658867251272,0.684822049440107,1,"NS"
"GOBP_ASSOCIATIVE_LEARNING","GO:BP",10,-0.989221156573036,-0.560189082370836,0.684831118060878,1,"NS"
"GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_PLASMA_MEMBRANE","GO:BP",18,-0.983865090214904,-0.678652352564092,0.684831118060878,1,"NS"
"GOBP_NUCLEAR_RECEPTOR_MEDIATED_SIGNALING_PATHWAY","GO:BP",31,0.998697414349004,-1.30099692801264,0.684831118060878,0.806557973058528,"NS"
"GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_CHEMOTAXIS","GO:BP",13,0.998428081702266,0.663814698316677,0.684831118060878,1,"NS"
"GOBP_VESICLE_BUDDING_FROM_MEMBRANE","GO:BP",32,0.997459697080123,0.95830302183256,0.684831118060878,1,"NS"
"GOBP_REGULATION_OF_NEURONAL_SYNAPTIC_PLASTICITY","GO:BP",13,0.997742951431479,0.949780461520807,0.68556453632771,1,"NS"
"GOBP_NEGATIVE_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY","GO:BP",28,0.994875862045646,0.72475082049421,0.687313646884609,1,"NS"
"GOBP_REGULATION_OF_CHOLESTEROL_METABOLIC_PROCESS","GO:BP",14,0.993636029655236,0.925001614136909,0.688098979713406,1,"NS"
"GOBP_LYSOSOMAL_TRANSPORT","GO:BP",28,0.991786028215322,-1.31307597474617,0.691469635372569,0.805911450650027,"NS"
"GOBP_REGULATION_OF_GLIOGENESIS","GO:BP",12,-0.978526284324064,0.8349534547262,0.691469635372569,1,"NS"
"GOBP_BODY_FLUID_SECRETION","GO:BP",11,0.98686925350862,-0.797696676020875,0.693390719076944,1,"NS"
"GOBP_PROTEIN_DEACETYLATION","GO:BP",10,-0.980052687617298,1.12254218430943,0.693390719076944,0.987684035646262,"NS"
"GOBP_SIGNAL_TRANSDUCTION_IN_RESPONSE_TO_DNA_DAMAGE","GO:BP",27,-0.984833075983582,0.966096736632678,0.697401508801341,1,"NS"
"GOBP_MITOCHONDRIAL_FUSION","GO:BP",11,-0.975230023440751,1.05288524066062,0.699092778019901,1,"NS"
"GOBP_POSITIVE_REGULATION_OF_PROTEIN_CONTAINING_COMPLEX_DISASSEMBLY","GO:BP",10,0.981507135467136,-0.939711418184679,0.700487836257375,1,"NS"
"GOBP_GMP_BIOSYNTHETIC_PROCESS","GO:BP",10,0.978333332679629,-0.605928067517523,0.707083576957649,1,"NS"
"GOBP_CELLULAR_RESPONSE_TO_STEROID_HORMONE_STIMULUS","GO:BP",44,0.975649565754672,-1.27843853051091,0.710252191656538,0.80349947326837,"NS"
"GOBP_ACIDIC_AMINO_ACID_TRANSPORT","GO:BP",10,0.974490065687444,-1.28364369260236,0.712246846644527,0.865904088574668,"NS"
"GOBP_RESPIRATORY_GASEOUS_EXCHANGE_BY_RESPIRATORY_SYSTEM","GO:BP",12,0.974962324861067,1.15803750830729,0.714875939050144,0.957265676855895,"NS"
"GOBP_MEMBRANE_PROTEIN_ECTODOMAIN_PROTEOLYSIS","GO:BP",11,0.9660227675215,-1.11794806572523,0.71806332840262,0.972586330082651,"NS"
"GOBP_NEGATIVE_REGULATION_OF_TORC1_SIGNALING","GO:BP",15,-0.960580104921639,-1.64687367449309,0.71806332840262,0.347708368698014,"NS"
"GOBP_VESICLE_CARGO_LOADING","GO:BP",13,0.968855200992275,0.700953757508567,0.71943169096917,1,"NS"
"GOBP_POLYSACCHARIDE_CATABOLIC_PROCESS","GO:BP",12,0.966733710306948,1.432612977136,0.719719609715502,0.724068030337853,"NS"
"GOBP_REGULATION_OF_FAT_CELL_DIFFERENTIATION","GO:BP",11,0.962263575759827,0.570169152183862,0.720328669820265,1,"NS"
"GOBP_METALLO_SULFUR_CLUSTER_ASSEMBLY","GO:BP",14,-0.951703665654519,1.12847044272977,0.721133877168863,0.970802371629438,"NS"
"GOBP_REGULATION_OF_PROTEIN_LOCALIZATION_TO_PLASMA_MEMBRANE","GO:BP",34,0.964764615530479,1.20397951772224,0.721414232769247,0.893084579550119,"NS"
"GOBP_HETEROCHROMATIN_FORMATION","GO:BP",12,0.961055350183342,-1.45673453837231,0.72431097224461,0.709940316834075,"NS"
"GOBP_REGULATION_OF_STEM_CELL_DIFFERENTIATION","GO:BP",12,-0.951437088500357,-1.21815777537861,0.724578326238077,0.908851506835829,"NS"
"GOBP_REGULATION_OF_HORMONE_SECRETION","GO:BP",43,0.956951645446506,-1.31027920341525,0.726195171003834,0.759067024534079,"NS"
"GOBP_INSULIN_SECRETION","GO:BP",39,-0.964697841344058,-1.42965102144608,0.726688896287496,0.58357311422456,"NS"
"GOBP_PROTEIN_TARGETING_TO_VACUOLE","GO:BP",11,0.955334978100196,-1.58840103312356,0.727050349182867,0.559551481359682,"NS"
"GOBP_MICROTUBULE_BASED_MOVEMENT","GO:BP",53,0.964772286435695,0.961765903782557,0.729013498672843,1,"NS"
"GOBP_REGULATION_OF_PHOSPHOLIPID_METABOLIC_PROCESS","GO:BP",12,0.956999717020132,-0.886657215031471,0.729013498672843,1,"NS"
"GOBP_CEREBELLAR_CORTEX_DEVELOPMENT","GO:BP",10,-0.937242491690704,1.52011298381622,0.733358788474567,0.611047116527943,"NS"
"GOBP_EMBRYONIC_EPITHELIAL_TUBE_FORMATION","GO:BP",12,0.95214070838038,-1.74692955016416,0.733358788474567,0.280659240497454,"NS"
"GOBP_NEURAL_TUBE_FORMATION","GO:BP",12,0.95214070838038,-1.74692955016416,0.733358788474567,0.280659240497454,"NS"
"GOBP_REGULATION_OF_INSULIN_SECRETION","GO:BP",35,-0.96037065647143,-1.50762836859907,0.733358788474567,0.459989643095624,"NS"
"GOBP_RESPONSE_TO_ZINC_ION","GO:BP",11,0.950099038680167,-0.972900316615219,0.733358788474567,1,"NS"
"GOBP_POSITIVE_REGULATION_OF_ACTIN_FILAMENT_POLYMERIZATION","GO:BP",12,0.948837268989664,0.992727675357475,0.736013417106811,1,"NS"
"GOBP_PROTEIN_DNA_COMPLEX_ORGANIZATION","GO:BP",17,0.950162460389702,0.708779229133978,0.736803896678967,1,"NS"
"GOBP_CARBOHYDRATE_PHOSPHORYLATION","GO:BP",10,-0.92760151275849,0.74015793415731,0.744051690598912,1,"NS"
"GOBP_POSITIVE_REGULATION_OF_EXOSOMAL_SECRETION","GO:BP",10,0.939227853654888,-1.43716573618214,0.744826668217358,0.768930055607494,"NS"
"GOBP_TELOMERE_ORGANIZATION","GO:BP",37,0.946874808276726,1.20195430468653,0.744826668217358,0.893084579550119,"NS"
"GOBP_NEGATIVE_REGULATION_OF_MRNA_METABOLIC_PROCESS","GO:BP",29,-0.950018758452903,1.26021048630229,0.745977847312967,0.835960239085239,"NS"
"GOBP_POSTSYNAPSE_ASSEMBLY","GO:BP",11,0.936093777799618,-1.03207061721786,0.745977847312967,1,"NS"
"GOBP_REGULATION_OF_SYNAPSE_ASSEMBLY","GO:BP",14,0.936820480989026,-0.68882996650903,0.749155013586056,1,"NS"
"GOBP_LONG_CHAIN_FATTY_ACID_METABOLIC_PROCESS","GO:BP",26,-0.942692384263196,-1.71531155753683,0.749928403268042,0.280659240497454,"NS"
"GOBP_AXONAL_TRANSPORT","GO:BP",15,-0.925802854912785,0.97502751342537,0.750553569424628,1,"NS"
"GOBP_MESODERM_DEVELOPMENT","GO:BP",10,0.930853088210708,-0.810455258237999,0.750553569424628,1,"NS"
"GOBP_REGULATION_OF_CHROMOSOME_SEGREGATION","GO:BP",10,-0.917539557136468,0.523797227113055,0.750553569424628,1,"NS"
"GOBP_CALCINEURIN_MEDIATED_SIGNALING","GO:BP",13,0.931815230671935,-0.628835304628982,0.750633512969286,1,"NS"
"GOBP_NEGATIVE_REGULATION_OF_PROTEIN_UBIQUITINATION","GO:BP",22,0.927177960913149,0.625586595944016,0.756353985441556,1,"NS"
"GOBP_PEPTIDE_METABOLIC_PROCESS","GO:BP",22,0.922592253416093,-0.945152715751431,0.761948111060537,1,"NS"
"GOBP_CARBOHYDRATE_DERIVATIVE_TRANSPORT","GO:BP",12,-0.916124663850796,1.25369216171853,0.762630336128738,0.88697064015609,"NS"
"GOBP_NEGATIVE_REGULATION_OF_CELLULAR_RESPONSE_TO_INSULIN_STIMULUS","GO:BP",12,-0.91481971196995,-0.621115052435584,0.763886508216285,1,"NS"
"GOBP_CARBOHYDRATE_CATABOLIC_PROCESS","GO:BP",61,-0.948010158217464,0.891588297870309,0.766367202856111,1,"NS"
"GOBP_REGULATION_OF_MULTICELLULAR_ORGANISM_GROWTH","GO:BP",13,0.916094893110142,-1.32129423029409,0.771263002392791,0.828122854967739,"NS"
"GOBP_LATE_ENDOSOME_TO_VACUOLE_TRANSPORT_VIA_MULTIVESICULAR_BODY_SORTING_PATHWAY","GO:BP",12,-0.907201654555557,0.673732137337702,0.773446560655653,1,"NS"
"GOBP_POSITIVE_REGULATION_OF_SYNAPTIC_TRANSMISSION","GO:BP",23,0.916089401239135,0.949432365703673,0.775990077373087,1,"NS"
"GOBP_EXTRACELLULAR_VESICLE_BIOGENESIS","GO:BP",14,0.909117430709355,-1.30968683979747,0.776152756698789,0.828122854967739,"NS"
"GOBP_INTRA_GOLGI_VESICLE_MEDIATED_TRANSPORT","GO:BP",12,0.907197813398581,1.25959759981981,0.776152756698789,0.875632064372523,"NS"
"GOBP_NEGATIVE_REGULATION_OF_RNA_SPLICING","GO:BP",10,0.908459471458817,0.74913789561704,0.776152756698789,1,"NS"
"GOBP_ONE_CARBON_METABOLIC_PROCESS","GO:BP",11,-0.900581522168799,-0.951907261915886,0.776152756698789,1,"NS"
"GOBP_PROTEIN_LOCALIZATION_TO_ENDOPLASMIC_RETICULUM","GO:BP",22,-0.914713847351107,0.658615570657508,0.776152756698789,1,"NS"
"GOBP_REGULATION_OF_ORGANIC_ACID_TRANSPORT","GO:BP",16,-0.912996240868176,0.936600756399612,0.776152756698789,1,"NS"
"GOBP_NEGATIVE_REGULATION_OF_CANONICAL_WNT_SIGNALING_PATHWAY","GO:BP",11,0.905913681511881,-0.62792556728645,0.778232216720244,1,"NS"
"GOBP_ENERGY_HOMEOSTASIS","GO:BP",10,0.9034020871531,-0.551983085267503,0.779289700415537,1,"NS"
"GOBP_REGULATION_OF_CARDIAC_CONDUCTION","GO:BP",10,0.902499347022933,-1.027024436418,0.779289700415537,1,"NS"
"GOBP_REGULATION_OF_MYOBLAST_DIFFERENTIATION","GO:BP",10,0.902029222263436,1.30689690100102,0.780225129735876,0.835960239085239,"NS"
"GOBP_DNA_INTEGRITY_CHECKPOINT_SIGNALING","GO:BP",12,-0.891172784688907,1.4494043403735,0.785147247119078,0.70838178415471,"NS"
"GOBP_DNA_TEMPLATED_TRANSCRIPTION_INITIATION","GO:BP",15,-0.893231649138759,0.987602678455307,0.785147247119078,1,"NS"
"GOBP_EAR_DEVELOPMENT","GO:BP",15,0.898824056602765,0.845329481747936,0.785147247119078,1,"NS"
"GOBP_HORMONE_MEDIATED_SIGNALING_PATHWAY","GO:BP",34,0.907949059115497,-1.27533543177357,0.785147247119078,0.813100817501639,"NS"
"GOBP_ORGANOPHOSPHATE_CATABOLIC_PROCESS","GO:BP",76,0.923048355607122,0.740852406061972,0.786645724513278,1,"NS"
"GOBP_CHAPERONE_MEDIATED_PROTEIN_COMPLEX_ASSEMBLY","GO:BP",11,-0.886619052730336,1.28024284957715,0.786935119261403,0.865904088574668,"NS"
"GOBP_CELLULAR_RESPONSE_TO_HYDROGEN_PEROXIDE","GO:BP",14,0.890447429263814,-0.945441991045355,0.795123713623067,1,"NS"
"GOBP_INORGANIC_ANION_TRANSMEMBRANE_TRANSPORT","GO:BP",11,0.885896798864212,-0.956868494616919,0.795123713623067,1,"NS"
"GOBP_PROTEIN_FOLDING","GO:BP",102,0.927882852901624,0.998503622144997,0.795123713623067,1,"NS"
