pathway,pathway_label,database,NES_Training_CRE,NES_Training_PLA,padj_Training_CRE,padj_Training_PLA,significance,set_size
WP_TCELL_RECEPTOR_SIGNALING,Wp Tcell Receptor Signaling,WikiPathways,-1.085,0.98,0.6954,0.7074,NS,20
GOBP_REGULATION_OF_RELEASE_OF_SEQUESTERED_CALCIUM_ION_INTO_CYTOSOL,Regulation Of Release Of Sequestered Calcium Ion Into Cytosol,GO:BP,-1.166,0.898,0.5987,0.8409,NS,25
GOBP_REGULATION_OF_PROTEIN_LOCALIZATION_TO_CELL_PERIPHERY,Regulation Of Protein Localization To Cell Periphery,GO:BP,1.108,-0.956,0.6527,0.7898,NS,48
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_LOCALIZATION,Negative Regulation Of Protein Localization,GO:BP,1.108,-0.956,0.6542,0.7854,NS,49
GOBP_ADAPTIVE_THERMOGENESIS,Adaptive Thermogenesis,GO:BP,1.067,-0.997,0.6969,0.7465,NS,33
HALLMARK_HEME_METABOLISM,Heme Metabolism,Hallmark,-0.954,-1.109,0.7515,0.3871,NS,68
REACTOME_TRANSCRIPTIONAL_AND_POST_TRANSLATIONAL_REGULATION_OF_MITF_M_EXPRESSION_AND_ACTIVITY,Transcriptional And Post Translational Regulation Of Mitf M Expression And Activity,Reactome,0.96,1.103,0.8525,0.5444,NS,21
GOBP_ORGANELLE_MEMBRANE_FUSION,Organelle Membrane Fusion,GO:BP,-0.731,-1.331,0.9826,0.3591,NS,32
GOBP_OLIGODENDROCYTE_DIFFERENTIATION,Oligodendrocyte Differentiation,GO:BP,-1.345,0.716,0.4756,0.9518,NS,12
GOBP_AMINO_ACID_TRANSPORT,Amino Acid Transport,GO:BP,1.147,-0.914,0.6487,0.8182,NS,12
GOBP_MICROTUBULE_POLYMERIZATION,Microtubule Polymerization,GO:BP,-0.978,-1.083,0.7834,0.6478,NS,29
REACTOME_FORMATION_OF_INCISION_COMPLEX_IN_GG_NER,Formation Of Incision Complex In Gg Ner,Reactome,-1.445,-0.616,0.3382,0.9601,NS,13
GOBP_REGULATION_OF_SODIUM_ION_TRANSMEMBRANE_TRANSPORT,Regulation Of Sodium Ion Transmembrane Transport,GO:BP,-1.359,0.701,0.4541,0.9587,NS,13
GOBP_PURINE_NUCLEOSIDE_MONOPHOSPHATE_METABOLIC_PROCESS,Purine Nucleoside Monophosphate Metabolic Process,GO:BP,-1.177,0.883,0.5871,0.855,NS,26
REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS,Glycerophospholipid Biosynthesis,Reactome,-0.922,1.138,0.876,0.5241,NS,24
REACTOME_VISUAL_PHOTOTRANSDUCTION,Visual Phototransduction,Reactome,0.87,-1.19,0.9337,0.4859,NS,19
REACTOME_G_ALPHA_I_SIGNALLING_EVENTS,G Alpha I Signalling Events,Reactome,0.855,-1.205,0.9576,0.4417,NS,37
GOBP_PIGMENTATION,Pigmentation,GO:BP,1.287,-0.772,0.5003,0.9307,NS,19
GOBP_REGULATION_OF_CARDIAC_MUSCLE_CONTRACTION,Regulation Of Cardiac Muscle Contraction,GO:BP,-1.26,0.799,0.5033,0.9205,NS,26
GOBP_SPERM_EGG_RECOGNITION,Sperm Egg Recognition,GO:BP,1.011,1.048,0.7552,0.7026,NS,13
GOBP_CELLULAR_RESPONSE_TO_ABIOTIC_STIMULUS,Cellular Response To Abiotic Stimulus,GO:BP,-0.981,1.078,0.7895,0.641,NS,71
GOBP_REGULATION_OF_PROTEOLYSIS,Regulation Of Proteolysis,GO:BP,0.911,-1.148,0.878,0.4716,NS,103
REACTOME_M_DECAY_DEGRADATION_OF_MATERNAL_MRNAS_BY_MATERNALLY_STORED_FACTORS,M Decay Degradation Of Maternal Mrnas By Maternally Stored Factors,Reactome,-1.085,0.974,0.702,0.6746,NS,11
GOBP_REGULATION_OF_CARDIAC_CONDUCTION,Regulation Of Cardiac Conduction,GO:BP,-1.316,0.742,0.4874,0.9338,NS,10
GOBP_POSITIVE_REGULATION_OF_TRANSMEMBRANE_TRANSPORT,Positive Regulation Of Transmembrane Transport,GO:BP,-1.145,-0.912,0.5931,0.8452,NS,43
GOBP_RESPONSE_TO_MECHANICAL_STIMULUS,Response To Mechanical Stimulus,GO:BP,1.26,0.796,0.5013,0.9273,NS,32
WP_RAS_SIGNALING,Wp Ras Signaling,WikiPathways,-1.19,-0.866,0.5875,0.8433,NS,34
GOBP_RIBOSOME_BIOGENESIS,Ribosome Biogenesis,GO:BP,1.097,0.958,0.6542,0.7898,NS,60
GOBP_NEGATIVE_REGULATION_OF_GROWTH,Negative Regulation Of Growth,GO:BP,-0.837,-1.217,0.915,0.4708,NS,28
GOBP_REGULATION_OF_BMP_SIGNALING_PATHWAY,Regulation Of Bmp Signaling Pathway,GO:BP,-1.484,0.569,0.3774,0.992,NS,11
GOBP_REGULATION_OF_DNA_METABOLIC_PROCESS,Regulation Of DNA Metabolic Process,GO:BP,-1.149,0.904,0.5619,0.8545,NS,68
GOBP_MUSCLE_SYSTEM_PROCESS,Muscle System Process,GO:BP,-0.948,1.105,0.8539,0.5637,NS,154
WP_MICRORNAS_IN_CARDIOMYOCYTE_HYPERTROPHY,Wp Micrornas In Cardiomyocyte Hypertrophy,WikiPathways,-0.833,1.22,0.9359,0.5259,NS,22
GOBP_MITOCHONDRIAL_OUTER_MEMBRANE_PERMEABILIZATION,Mitochondrial Outer Membrane Permeabilization,GO:BP,0.697,1.355,0.963,0.3859,NS,11
GOBP_REGULATION_OF_BINDING,Regulation Of Binding,GO:BP,-1.377,0.674,0.3956,0.981,NS,31
GOBP_REGULATION_OF_STRESS_ACTIVATED_PROTEIN_KINASE_SIGNALING_CASCADE,Regulation Of Stress Activated Protein Kinase Signaling Cascade,GO:BP,-1.071,-0.98,0.7043,0.7628,NS,11
HALLMARK_INFLAMMATORY_RESPONSE,Inflammatory Response,Hallmark,-1.045,-1.006,0.6929,0.6286,NS,12
GOBP_PROTEIN_SUMOYLATION,Protein Sumoylation,GO:BP,1.121,-0.929,0.6744,0.8027,NS,10
GOBP_REGULATION_OF_MUSCLE_HYPERTROPHY,Regulation Of Muscle Hypertrophy,GO:BP,1.424,0.625,0.3956,0.9848,NS,19
GOBP_PLACENTA_DEVELOPMENT,Placenta Development,GO:BP,1.197,-0.852,0.5765,0.8813,NS,23
GOBP_ALPHA_AMINO_ACID_BIOSYNTHETIC_PROCESS,Alpha Amino Acid Biosynthetic Process,GO:BP,0.869,-1.18,0.878,0.5491,NS,18
GOBP_POSITIVE_REGULATION_OF_PROTEIN_LOCALIZATION_TO_NUCLEUS,Positive Regulation Of Protein Localization To Nucleus,GO:BP,-0.835,1.214,0.9162,0.4855,NS,30
GOBP_PHENOL_CONTAINING_COMPOUND_METABOLIC_PROCESS,Phenol Containing Compound Metabolic Process,GO:BP,0.631,-1.418,0.9937,0.3409,NS,14
REACTOME_COPII_MEDIATED_VESICLE_TRANSPORT,Copii Mediated Vesicle Transport,Reactome,1.252,-0.797,0.5118,0.8579,NS,27
WP_HEPATOCYTE_GROWTH_FACTOR_RECEPTOR_SIGNALING,Wp Hepatocyte Growth Factor Receptor Signaling,WikiPathways,-1.301,0.748,0.5078,0.9017,NS,16
GOBP_LIPOPOLYSACCHARIDE_MEDIATED_SIGNALING_PATHWAY,Lipopolysaccharide Mediated Signaling Pathway,GO:BP,1.263,0.785,0.5472,0.9185,NS,11
PID_CDC42_PATHWAY,Pid Cdc42 Pathway,PID,1.355,-0.693,0.3164,0.9646,NS,27
GOBP_RESPONSE_TO_RADIATION,Response To Radiation,GO:BP,-1.203,0.844,0.4926,0.9205,NS,74
GOBP_LONG_CHAIN_FATTY_ACID_TRANSPORT,Long Chain Fatty Acid Transport,GO:BP,0.866,1.181,0.8837,0.5493,NS,20
GOBP_NEGATIVE_REGULATION_OF_MACROAUTOPHAGY,Negative Regulation Of Macroautophagy,GO:BP,0.743,1.304,0.9443,0.4318,NS,11
GOBP_GLUCOSE_CATABOLIC_PROCESS,Glucose Catabolic Process,GO:BP,0.622,1.425,0.9997,0.3081,NS,18
REACTOME_CELL_EXTRACELLULAR_MATRIX_INTERACTIONS,Cell Extracellular Matrix Interactions,Reactome,0.85,-1.197,0.9418,0.4896,NS,13
REACTOME_INTEGRATION_OF_ENERGY_METABOLISM,Integration Of Energy Metabolism,Reactome,-0.695,-1.352,1,0.279,NS,37
GOBP_BASE_EXCISION_REPAIR,Base Excision Repair,GO:BP,-1.036,1.011,0.741,0.7399,NS,10
GOBP_POSITIVE_REGULATION_OF_ADAPTIVE_IMMUNE_RESPONSE,Positive Regulation Of Adaptive Immune Response,GO:BP,1.009,-1.038,0.753,0.7089,NS,18
GOBP_LEUKOCYTE_DEGRANULATION,Leukocyte Degranulation,GO:BP,0.895,-1.152,0.8502,0.5878,NS,11
GOBP_NEGATIVE_REGULATION_OF_KINASE_ACTIVITY,Negative Regulation Of Kinase Activity,GO:BP,1.487,-0.559,0.3464,0.9992,NS,23
REACTOME_APC_C_MEDIATED_DEGRADATION_OF_CELL_CYCLE_PROTEINS,Apc C Mediated Degradation Of Cell Cycle Proteins,Reactome,-0.932,1.114,0.876,0.5283,NS,35
GOBP_HIPPO_SIGNALING,Hippo Signaling,GO:BP,-1.206,-0.839,0.5857,0.8799,NS,14
GOBP_CALCIUM_ION_HOMEOSTASIS,Calcium Ion Homeostasis,GO:BP,-1.293,0.751,0.3956,0.971,NS,71
GOBP_T_CELL_PROLIFERATION,T Cell Proliferation,GO:BP,1.325,-0.719,0.4588,0.9704,NS,29
GOBP_ACETYL_COA_BIOSYNTHETIC_PROCESS,Acetyl Coa Biosynthetic Process,GO:BP,-1.185,0.859,0.5978,0.8699,NS,15
REACTOME_RHOJ_GTPASE_CYCLE,Rhoj Gtpase Cycle,Reactome,0.949,-1.095,0.8525,0.5592,NS,13
REACTOME_RAF_ACTIVATION,Raf Activation,Reactome,-0.779,1.265,0.9726,0.4177,NS,19
REACTOME_COOPERATION_OF_PREFOLDIN_AND_TRIC_CCT_IN_ACTIN_AND_TUBULIN_FOLDING,Cooperation Of Prefoldin And Tric Cct In Actin And Tubulin Folding,Reactome,0.594,-1.45,1,0.2371,NS,24
GOBP_ESTABLISHMENT_OF_RNA_LOCALIZATION,Establishment Of RNA Localization,GO:BP,1.119,-0.924,0.6487,0.8291,NS,36
GOBP_BODY_FLUID_SECRETION,Body Fluid Secretion,GO:BP,0.887,-1.156,0.856,0.5966,NS,11
REACTOME_GLUCOSE_METABOLISM,Glucose Metabolism,Reactome,-0.8,1.243,0.9726,0.4145,NS,33
GOBP_RNA_LOCALIZATION,RNA Localization,GO:BP,1.164,-0.878,0.5882,0.881,NS,49
GOBP_EXTRACELLULAR_VESICLE_BIOGENESIS,Extracellular Vesicle Biogenesis,GO:BP,-0.951,-1.091,0.8047,0.6575,NS,14
GOBP_LIPID_MODIFICATION,Lipid Modification,GO:BP,0.505,1.537,1,0.18,NS,48
GOBP_CENTRAL_NERVOUS_SYSTEM_NEURON_DEVELOPMENT,Central Nervous System Neuron Development,GO:BP,-1.225,0.815,0.5697,0.897,NS,11
GOBP_SKELETAL_MUSCLE_ORGAN_DEVELOPMENT,Skeletal Muscle Organ Development,GO:BP,-0.926,1.114,0.8546,0.5878,NS,59
REACTOME_GAMMA_CARBOXYLATION_HYPUSINYLATION_HYDROXYLATION_AND_ARYLSULFATASE_ACTIVATION,Gamma Carboxylation Hypusinylation Hydroxylation And Arylsulfatase Activation,Reactome,-1.111,0.929,0.6721,0.7199,NS,16
REACTOME_MITF_M_DEPENDENT_GENE_EXPRESSION,Mitf M Dependent Gene Expression,Reactome,-1.039,1.001,0.7568,0.6553,NS,17
WP_NEUROINFLAMMATION_AND_GLUTAMATERGIC_SIGNALING,Wp Neuroinflammation And Glutamatergic Signaling,WikiPathways,-0.949,1.091,0.8333,0.6322,NS,27
GOBP_NUCLEOSIDE_MONOPHOSPHATE_BIOSYNTHETIC_PROCESS,Nucleoside Monophosphate Biosynthetic Process,GO:BP,-1.449,0.59,0.3774,0.992,NS,19
WP_GLYCOGEN_SYNTHESIS_AND_DEGRADATION,Wp Glycogen Synthesis And Degradation,WikiPathways,-0.458,1.581,1,0.2151,NS,26
GOBP_PEPTIDE_TRANSPORT,Peptide Transport,GO:BP,-1.263,-0.776,0.4612,0.9528,NS,47
GOBP_MYELOID_LEUKOCYTE_MEDIATED_IMMUNITY,Myeloid Leukocyte Mediated Immunity,GO:BP,1.018,-1.021,0.7495,0.7268,NS,15
GOBP_PROTEIN_LOCALIZATION_TO_SYNAPSE,Protein Localization To Synapse,GO:BP,-1.08,0.958,0.6957,0.7821,NS,12
REACTOME_MTORC1_MEDIATED_SIGNALLING,mTORC1 Mediated Signalling,Reactome,-0.911,-1.127,0.876,0.5283,NS,13
GOBP_POSITIVE_REGULATION_OF_TORC1_SIGNALING,Positive Regulation Of Torc1 Signaling,GO:BP,0.874,1.164,0.8674,0.5827,NS,12
GOBP_RESPONSE_TO_ALKALOID,Response To Alkaloid,GO:BP,-0.829,1.208,0.913,0.5197,NS,18
GOBP_PROTEIN_LOCALIZATION_TO_ENDOSOME,Protein Localization To Endosome,GO:BP,0.975,-1.061,0.7844,0.6965,NS,10
REACTOME_COOPERATION_OF_PDCL_PHLP1_AND_TRIC_CCT_IN_G_PROTEIN_BETA_FOLDING,Cooperation Of Pdcl Phlp1 And Tric Cct In G Protein Beta Folding,Reactome,0.841,-1.195,0.9536,0.4859,NS,16
GOBP_VESICLE_LOCALIZATION,Vesicle Localization,GO:BP,0.956,-1.079,0.8149,0.6377,NS,44
GOBP_REGULATION_OF_TUMOR_NECROSIS_FACTOR_MEDIATED_SIGNALING_PATHWAY,Regulation Of Tumor Necrosis Factor Mediated Signaling Pathway,GO:BP,0.698,1.337,0.968,0.3948,NS,13
GOBP_ASTROCYTE_DIFFERENTIATION,Astrocyte Differentiation,GO:BP,1.203,-0.831,0.5859,0.897,NS,16
GOBP_POSITIVE_REGULATION_OF_MACROAUTOPHAGY,Positive Regulation Of Macroautophagy,GO:BP,-1.016,1.018,0.7495,0.7273,NS,30
REACTOME_G_ALPHA_Q_SIGNALLING_EVENTS,G Alpha Q Signalling Events,Reactome,-0.716,-1.318,0.9929,0.3783,NS,17
GOBP_MITOCHONDRIAL_FISSION,Mitochondrial Fission,GO:BP,0.665,1.368,0.9826,0.3776,NS,12
GOBP_REGULATION_OF_POLYSACCHARIDE_METABOLIC_PROCESS,Regulation Of Polysaccharide Metabolic Process,GO:BP,1.284,0.749,0.5119,0.9338,NS,12
GOBP_CELLULAR_HYPEROSMOTIC_RESPONSE,Cellular Hyperosmotic Response,GO:BP,-0.634,1.399,0.9921,0.3561,NS,10
GOBP_HEMATOPOIETIC_OR_LYMPHOID_ORGAN_DEVELOPMENT,Hematopoietic Or Lymphoid Organ Development,GO:BP,0.609,-1.424,0.9985,0.3473,NS,11
PID_CERAMIDE_PATHWAY,Pid Ceramide Pathway,PID,-0.98,1.053,0.6787,0.7461,NS,16
HALLMARK_CHOLESTEROL_HOMEOSTASIS,Cholesterol Homeostasis,Hallmark,-0.74,-1.292,0.9747,0.311,NS,21
PID_AR_NONGENOMIC_PATHWAY,Pid Ar Nongenomic Pathway,PID,0.977,-1.055,0.6841,0.7417,NS,13
REACTOME_CYTOPROTECTION_BY_HMOX1,Cytoprotection By Hmox1,Reactome,0.867,1.165,0.9396,0.4989,NS,20
GOBP_RESPONSE_TO_NUTRIENT,Response To Nutrient,GO:BP,0.759,-1.272,0.963,0.3932,NS,41
KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_ABETA_TO_26S_PROTEASOME_MEDIATED_PROTEIN_DEGRADATION,Variant Mutation Caused Aberrant Abeta To 26s Proteasome Mediated Protein Degradation,KEGG,-0.913,1.118,0.8232,0.4614,NS,32
KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_HTT_TO_26S_PROTEASOME_MEDIATED_PROTEIN_DEGRADATION,Variant Mutation Caused Aberrant Htt To 26s Proteasome Mediated Protein Degradation,KEGG,-0.913,1.118,0.8232,0.4614,NS,32
KEGG_MEDICUS_VARIANT_SCRAPIE_CONFORMATION_PRPSC_TO_26S_PROTEASOME_MEDIATED_PROTEIN_DEGRADATION,Variant Scrapie Conformation Prpsc To 26s Proteasome Mediated Protein Degradation,KEGG,-0.913,1.118,0.8232,0.4614,NS,32
REACTOME_DNA_REPLICATION_PRE_INITIATION,DNA Replication Pre Initiation,Reactome,-1.097,0.934,0.6615,0.723,NS,40
GOBP_RRNA_PROCESSING,Rrna Processing,GO:BP,1.285,0.746,0.4784,0.9528,NS,33
GOBP_REGULATION_OF_MICROTUBULE_POLYMERIZATION,Regulation Of Microtubule Polymerization,GO:BP,-0.966,-1.064,0.7908,0.6724,NS,24
GOBP_SKELETAL_MUSCLE_ADAPTATION,Skeletal Muscle Adaptation,GO:BP,0.892,1.138,0.856,0.608,NS,14
GOBP_VESICLE_ORGANIZATION,Vesicle Organization,GO:BP,0.99,-1.039,0.7708,0.6857,NS,97
HALLMARK_G2M_CHECKPOINT,G2M Checkpoint,Hallmark,1.077,0.952,0.6666,0.6805,NS,34
REACTOME_DOWNSTREAM_TCR_SIGNALING,Downstream Tcr Signaling,Reactome,-1.107,0.922,0.6396,0.723,NS,41
GOBP_APPENDAGE_MORPHOGENESIS,Appendage Morphogenesis,GO:BP,1.269,0.759,0.5472,0.9252,NS,10
GOBP_REGULATION_OF_MITOCHONDRIAL_MEMBRANE_PERMEABILITY_INVOLVED_IN_APOPTOTIC_PROCESS,Regulation Of Mitochondrial Membrane Permeability Involved In Apoptotic Process,GO:BP,-0.815,1.213,0.9153,0.5175,NS,15
GOBP_OSTEOCLAST_DIFFERENTIATION,Osteoclast Differentiation,GO:BP,-1.399,-0.628,0.4388,0.9779,NS,11
GOBP_VIRAL_RELEASE_FROM_HOST_CELL,Viral Release From Host Cell,GO:BP,-0.911,-1.116,0.8502,0.6233,NS,20
GOBP_ACIDIC_AMINO_ACID_TRANSPORT,Acidic Amino Acid Transport,GO:BP,-1.395,0.631,0.4421,0.976,NS,10
REACTOME_FORMATION_OF_THE_DYSTROPHIN_GLYCOPROTEIN_COMPLEX_DGC,Formation Of The Dystrophin Glycoprotein Complex Dgc,Reactome,-1.431,0.594,0.30620000000000003,0.9785,NS,22
REACTOME_TRANSCRIPTIONAL_ACTIVITY_OF_SMAD2_SMAD3_SMAD4_HETEROTRIMER,Transcriptional Activity Of Smad2 Smad3 Smad4 Heterotrimer,Reactome,0.834,1.19,0.9536,0.4989,NS,11
GOBP_NEUROTRANSMITTER_TRANSPORT,Neurotransmitter Transport,GO:BP,-1.088,0.935,0.6837,0.8094,NS,20
REACTOME_SUMOYLATION,Sumoylation,Reactome,1.104,-0.919,0.6916,0.723,NS,18
GOBP_XENOBIOTIC_METABOLIC_PROCESS,Xenobiotic Metabolic Process,GO:BP,-0.732,-1.29,0.9654,0.4062,NS,23
GOBP_RAS_PROTEIN_SIGNAL_TRANSDUCTION,Ras Protein Signal Transduction,GO:BP,-1.16,-0.862,0.6158,0.8726,NS,22
GOBP_REGULATION_OF_RELEASE_OF_CYTOCHROME_C_FROM_MITOCHONDRIA,Regulation Of Release Of Cytochrome C From Mitochondria,GO:BP,-0.848,1.174,0.8842,0.574,NS,13
GOBP_DENDRITE_MORPHOGENESIS,Dendrite Morphogenesis,GO:BP,0.661,-1.36,0.9908,0.3736,NS,17
HALLMARK_SPERMATOGENESIS,Spermatogenesis,Hallmark,-1.279,-0.742,0.403,0.8861,NS,12
REACTOME_TBC_RABGAPS,Tbc Rabgaps,Reactome,0.933,-1.088,0.8573,0.5599,NS,11
HALLMARK_FATTY_ACID_METABOLISM,Fatty Acid Metabolism,Hallmark,-0.877,-1.143,0.8904,0.3194,NS,101
GOBP_MEMBRANE_BIOGENESIS,Membrane Biogenesis,GO:BP,0.814,-1.205,0.9248,0.4851,NS,28
GOBP_FATTY_ACID_CATABOLIC_PROCESS,Fatty Acid Catabolic Process,GO:BP,0.766,1.253,0.9611,0.4245,NS,43
PID_TCR_PATHWAY,Pid Tcr Pathway,PID,-1.329,0.69,0.3597,0.9646,NS,13
GOBP_PRIMARY_ALCOHOL_METABOLIC_PROCESS,Primary Alcohol Metabolic Process,GO:BP,-0.752,-1.266,0.96,0.4318,NS,27
GOBP_EPIGENETIC_REGULATION_OF_GENE_EXPRESSION,Epigenetic Regulation Of Gene Expression,GO:BP,-1.15,-0.867,0.6192,0.8724,NS,24
REACTOME_PROCESSING_OF_DNA_DOUBLE_STRAND_BREAK_ENDS,Processing Of DNA Double Strand Break Ends,Reactome,-1.214,-0.802,0.5923,0.8152,NS,10
GOBP_MEMBRANE_DEPOLARIZATION,Membrane Depolarization,GO:BP,-1.247,0.768,0.5031,0.9376,NS,27
GOBP_AMINO_ACID_BIOSYNTHETIC_PROCESS,Amino Acid Biosynthetic Process,GO:BP,-0.813,-1.201,0.9248,0.5077,NS,22
GOBP_NEUTRAL_LIPID_METABOLIC_PROCESS,Neutral Lipid Metabolic Process,GO:BP,0.81,-1.204,0.927,0.5015,NS,25
GOBP_REGULATION_OF_PHOSPHORYLATION,Regulation Of Phosphorylation,GO:BP,1.121,0.891,0.6135,0.8789,NS,82
GOBP_LEUKOCYTE_HOMEOSTASIS,Leukocyte Homeostasis,GO:BP,0.63,-1.382,0.9954,0.361,NS,16
GOBP_CYTOCHROME_COMPLEX_ASSEMBLY,Cytochrome Complex Assembly,GO:BP,-1.214,0.797,0.5598,0.9185,NS,18
GOBP_DNA_DAMAGE_RESPONSE_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR,DNA Damage Response Signal Transduction By p53 Class Mediator,GO:BP,1.132,0.879,0.6527,0.8522,NS,13
REACTOME_NON_INTEGRIN_MEMBRANE_ECM_INTERACTIONS,Non Integrin Membrane Ecm Interactions,Reactome,-0.975,-1.035,0.8379,0.6205,NS,33
GOBP_INFLAMMASOME_MEDIATED_SIGNALING_PATHWAY,Inflammasome Mediated Signaling Pathway,GO:BP,-1.159,0.849,0.6331,0.8711,NS,13
GOBP_RESPONSE_TO_NERVE_GROWTH_FACTOR,Response To Nerve Growth Factor,GO:BP,0.776,1.232,0.9343,0.5108,NS,13
REACTOME_RHOB_GTPASE_CYCLE,Rhob Gtpase Cycle,Reactome,0.754,-1.254,0.9726,0.439,NS,12
GOBP_PROTEIN_LIPID_COMPLEX_ORGANIZATION,Protein Lipid Complex Organization,GO:BP,0.91,1.097,0.8426,0.6561,NS,13
GOBP_MULTICELLULAR_ORGANISMAL_MOVEMENT,Multicellular Organismal Movement,GO:BP,0.832,1.175,0.9153,0.5296,NS,31
GOBP_STEROL_BIOSYNTHETIC_PROCESS,Sterol Biosynthetic Process,GO:BP,-1.132,0.875,0.647,0.8611,NS,22
REACTOME_ACTIVATION_OF_NMDA_RECEPTORS_AND_POSTSYNAPTIC_EVENTS,Activation Of Nmda Receptors And Postsynaptic Events,Reactome,-0.988,-1.019,0.8255,0.6449,NS,30
WP_NSP1_FROM_SARSCOV2_INHIBITS_TRANSLATION_INITIATION_IN_THE_HOST_CELL,Wp Nsp1 From Sarscov2 Inhibits Translation Initiation In The Host Cell,WikiPathways,-1.045,0.962,0.7238,0.7238,NS,15
GOBP_NUCLEOBASE_METABOLIC_PROCESS,Nucleobase Metabolic Process,GO:BP,1.082,-0.924,0.687,0.8154,NS,19
WP_4HYDROXYTAMOXIFEN_DEXAMETHASONE_AND_RETINOIC_ACIDS_REGULATION_OF_P27_EXPRESSION,Wp 4hydroxytamoxifen Dexamethasone And Retinoic Acids Regulation Of P27 Expression,WikiPathways,-0.746,1.26,0.9566,0.5078,NS,10
BIOCARTA_PROTEASOME_PATHWAY,Biocarta Proteasome Pathway,BioCarta,-0.731,-1.275,0.8457,0.5635,NS,18
GOBP_REGULATION_OF_TELOMERE_MAINTENANCE,Regulation Of Telomere Maintenance,GO:BP,1.36,0.645,0.4351,0.9856,NS,26
WP_MESODERMAL_COMMITMENT_PATHWAY,Wp Mesodermal Commitment Pathway,WikiPathways,-1.337,0.668,0.5003,0.9422,NS,12
GOBP_RESPONSE_TO_LEUKEMIA_INHIBITORY_FACTOR,Response To Leukemia Inhibitory Factor,GO:BP,0.861,1.143,0.8842,0.5997,NS,19
WP_PROLACTIN_SIGNALING,Wp Prolactin Signaling,WikiPathways,0.99,-1.014,0.812,0.6773,NS,28
GOBP_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS,Response To Endoplasmic Reticulum Stress,GO:BP,0.942,1.061,0.8399,0.6639,NS,79
REACTOME_METABOLISM_OF_COFACTORS,Metabolism Of Cofactors,Reactome,-0.859,-1.144,0.9337,0.5241,NS,12
GOBP_SULFUR_COMPOUND_METABOLIC_PROCESS,Sulfur Compound Metabolic Process,GO:BP,-1.088,-0.914,0.6331,0.8699,NS,105
GOBP_POSITIVE_REGULATION_OF_PROTEOLYSIS,Positive Regulation Of Proteolysis,GO:BP,0.892,-1.11,0.8777,0.5976,NS,58
GOBP_MITOCHONDRION_LOCALIZATION,Mitochondrion Localization,GO:BP,-1.013,0.989,0.7495,0.7589,NS,14
GOBP_GLYCOPROTEIN_BIOSYNTHETIC_PROCESS,Glycoprotein Biosynthetic Process,GO:BP,1.003,0.999,0.7608,0.7465,NS,20
GOBP_CELLULAR_RESPONSE_TO_EXTERNAL_STIMULUS,Cellular Response To External Stimulus,GO:BP,0.837,1.165,0.8963,0.5802,NS,15
REACTOME_MUSCLE_CONTRACTION,Muscle Contraction,Reactome,0.972,1.03,0.8385,0.6311,NS,81
WP_B_CELL_RECEPTOR_SIGNALING,Wp B Cell Receptor Signaling,WikiPathways,-0.951,1.051,0.8333,0.6586,NS,23
GOBP_REGULATION_OF_MICROTUBULE_BASED_PROCESS,Regulation Of Microtubule Based Process,GO:BP,-1.043,0.958,0.7153,0.7921,NS,56
GOBP_EXECUTION_PHASE_OF_APOPTOSIS,Execution Phase Of Apoptosis,GO:BP,1.239,0.761,0.5562,0.9252,NS,13
GOBP_ER_NUCLEUS_SIGNALING_PATHWAY,Er Nucleus Signaling Pathway,GO:BP,0.994,1.005,0.7702,0.7453,NS,14
GOBP_SISTER_CHROMATID_SEGREGATION,Sister Chromatid Segregation,GO:BP,-1.03,0.968,0.7303,0.7789,NS,35
GOBP_PROTEIN_LOCALIZATION_TO_VACUOLE,Protein Localization To Vacuole,GO:BP,0.685,-1.313,0.9899,0.3818,NS,26
REACTOME_ANTIGEN_ACTIVATES_B_CELL_RECEPTOR_BCR_LEADING_TO_GENERATION_OF_SECOND_MESSENGERS,Antigen Activates B Cell Receptor Bcr Leading To Generation Of Second Messengers,Reactome,0.997,-1.001,0.8255,0.6553,NS,14
GOBP_REGULATION_OF_ALPHA_BETA_T_CELL_DIFFERENTIATION,Regulation Of Alpha Beta T Cell Differentiation,GO:BP,0.634,-1.362,0.9937,0.3857,NS,11
SIG_CHEMOTAXIS,Sig Chemotaxis,Other,1.4,0.596,0.1456,0.9744,NS,15
GOBP_HEPATICOBILIARY_SYSTEM_DEVELOPMENT,Hepaticobiliary System Development,GO:BP,-0.742,-1.253,0.9593,0.4524,NS,23
GOBP_POSITIVE_REGULATION_OF_CELL_CYCLE_PHASE_TRANSITION,Positive Regulation Of Cell Cycle Phase Transition,GO:BP,0.888,1.106,0.8581,0.6458,NS,12
GOBP_VIRION_ASSEMBLY,Virion Assembly,GO:BP,-1.301,-0.693,0.482,0.9671,NS,19
REACTOME_FATTY_ACID_METABOLISM,Fatty Acid Metabolism,Reactome,-0.957,-1.037,0.8525,0.6102,NS,65
