gene,logFC_Cancer_vs_Healthy,logFC_Training_CR,pi_score_CvH,pi_score_TR,significance,quadrant,imputed
MRPL37,-0.6093,0.1685,0.258958,0.93084,NS,Discordant (Cancer Down / Training Up),TRUE
MESD,0.4055,-0.372,0.506954,0.580941,NS,Discordant (Cancer Up / Training Down),TRUE
SLC25A13,-0.5918,0.1849,0.134196,0.847273,NS,Discordant (Cancer Down / Training Up),TRUE
MB,-0.5247,0.2517,0.27784,0.745291,NS,Discordant (Cancer Down / Training Up),FALSE
NUP93,-0.4834,-0.293,0.286108,0.71582,NS,Concordant Down,TRUE
FITM2,-0.4061,0.3663,0.309106,0.409979,NS,Discordant (Cancer Down / Training Up),TRUE
GNA13,0.5593,-0.2103,0.221365,0.821163,NS,Discordant (Cancer Up / Training Down),TRUE
IDH3G,-0.5685,0.201,0.175804,0.824801,NS,Discordant (Cancer Down / Training Up),TRUE
PM20D2,-0.7008,0.0682,0.122769,0.986293,NS,Discordant (Cancer Down / Training Up),TRUE
PDIA4,0.6321,0.1366,0.072792,0.914885,NS,Concordant Up,TRUE
CACNA1S,-0.3891,-0.379,0.247429,0.196241,NS,Concordant Down,TRUE
MICU1,-0.606,0.1621,0.266583,0.928865,NS,Discordant (Cancer Down / Training Up),TRUE
NUDT9,-0.4254,0.3425,0.369842,0.541675,NS,Discordant (Cancer Down / Training Up),TRUE
NUCB1,0.4719,-0.2955,0.261196,0.592657,NS,Discordant (Cancer Up / Training Down),TRUE
GOT1,-0.4866,0.2786,0.327039,0.677794,NS,Discordant (Cancer Down / Training Up),FALSE
ARIH2,-0.2815,-0.4818,0.645627,0.162112,NS,Concordant Down,TRUE
ABHD5,0.6238,-0.1384,0.61309,0.969226,NS,Discordant (Cancer Up / Training Down),TRUE
RPL29,0.5605,-0.2012,0.647811,0.946443,NS,Discordant (Cancer Up / Training Down),TRUE
RRAD,-0.6576,0.1038,0.06436,0.955301,NS,Discordant (Cancer Down / Training Up),TRUE
PAFAH1B3,0.7088,-0.0525,0.078225,0.99073,NS,Discordant (Cancer Up / Training Down),FALSE
CASQ2,-0.6756,-0.0856,0.056102,0.969209,NS,Concordant Down,TRUE
PMM2,0.5401,0.2206,0.063643,0.664318,NS,Concordant Up,FALSE
PGM5,-0.6861,0.0745,0.056357,0.977623,NS,Discordant (Cancer Down / Training Up),FALSE
DCTN3,0.5055,-0.2546,0.174512,0.670778,NS,Discordant (Cancer Up / Training Down),TRUE
COQ5,-0.6737,-0.0857,0.107325,0.974468,NS,Concordant Down,TRUE
GALM,-0.4735,0.2844,0.25061,0.586695,NS,Discordant (Cancer Down / Training Up),FALSE
NANS,0.5052,0.2526,0.253649,0.709912,NS,Concordant Up,TRUE
ACTA1,0.2168,0.5407,0.898261,0.326052,NS,Concordant Up,FALSE
IARS1,-0.5126,0.2447,0.15009,0.770035,NS,Discordant (Cancer Down / Training Up),TRUE
PHKB,-0.4847,0.272,0.316207,0.690685,NS,Discordant (Cancer Down / Training Up),TRUE
TPM1,-0.0821,0.674,0.989271,0.248978,NS,Discordant (Cancer Down / Training Up),FALSE
IDH2,-0.4923,0.2627,0.170289,0.601102,NS,Discordant (Cancer Down / Training Up),FALSE
COQ9,-0.5687,0.1857,0.206465,0.862029,NS,Discordant (Cancer Down / Training Up),FALSE
COMMD6,0.3284,-0.4255,0.623949,0.368393,NS,Discordant (Cancer Up / Training Down),TRUE
TTC38,0.6621,0.0916,0.159016,0.977126,NS,Concordant Up,TRUE
CRADD,0.1049,0.6471,0.978076,0.208264,NS,Concordant Up,TRUE
RAB1B,0.4874,-0.2634,0.129373,0.547826,NS,Discordant (Cancer Up / Training Down),FALSE
CBR4,-0.4606,-0.2892,0.362254,0.655447,NS,Concordant Down,TRUE
HK1,-0.4435,0.30620000000000003,0.105988,0.301451,NS,Discordant (Cancer Down / Training Up),FALSE
AHCYL1,-0.532,0.2177,0.056255,0.652,NS,Discordant (Cancer Down / Training Up),FALSE
FAM114A1,0.6919,-0.0576,0.186496,0.988781,NS,Discordant (Cancer Up / Training Down),TRUE
ART3,-0.213,-0.5352,0.817972,0.099748,NS,Concordant Down,TRUE
MYOF,-0.467,0.2811,0.107813,0.42795,NS,Discordant (Cancer Down / Training Up),FALSE
MYH3,0.731,-0.0157,0.375852,0.999656,NS,Discordant (Cancer Up / Training Down),TRUE
ISCA1,0.3618,-0.3842,0.63272,0.554734,NS,Discordant (Cancer Up / Training Down),TRUE
MAP1S,-0.5359,0.2098,0.053202,0.71423,NS,Discordant (Cancer Down / Training Up),TRUE
MAP2K4,-0.536,0.2095,0.084528,0.722693,NS,Discordant (Cancer Down / Training Up),TRUE
RPL31,-0.4542,0.2901,0.371018,0.639371,NS,Discordant (Cancer Down / Training Up),FALSE
ATP2A3,-0.5783,-0.1654,0.127823,0.871595,NS,Concordant Down,TRUE
GCN1,0.4009,0.3413,0.543748,0.658179,NS,Concordant Up,TRUE
MICOS13,-0.6093,0.132,0.156854,0.936072,NS,Discordant (Cancer Down / Training Up),TRUE
CNPY2,0.5326,0.2086,0.161558,0.792932,NS,Concordant Up,TRUE
SARS2,-0.4195,-0.3217,0.337312,0.571122,NS,Concordant Down,TRUE
SF3B2,0.3902,-0.35,0.409077,0.556507,NS,Discordant (Cancer Up / Training Down),TRUE
ACTN2,0.0128,0.7264,0.99985,0.431902,NS,Concordant Up,TRUE
MARS1,-0.2665,-0.4702,0.859888,0.621248,NS,Concordant Down,TRUE
PXN,-0.2729,0.4629,0.831336,0.613374,NS,Discordant (Cancer Down / Training Up),TRUE
PSPC1,-0.6363,0.0993,0.120688,0.967311,NS,Discordant (Cancer Down / Training Up),TRUE
ATL2,-0.4612,-0.274,0.347716,0.692356,NS,Concordant Down,TRUE
RPS13,-0.3404,0.3934,0.490363,0.264654,NS,Discordant (Cancer Down / Training Up),TRUE
CARS1,0.5326,-0.2011,0.106929,0.763482,NS,Discordant (Cancer Up / Training Down),TRUE
ABCF3,0.1146,0.6188,0.962049,0.256583,NS,Concordant Up,TRUE
GAPVD1,0.6512,0.0802,0.100909,0.977849,NS,Concordant Up,TRUE
IDH3A,-0.4516,0.2796,0.202246,0.518043,NS,Discordant (Cancer Down / Training Up),FALSE
MRPL24,0.0695,0.6613,0.989364,0.262772,NS,Concordant Up,TRUE
ARPC1A,-0.577,0.153,0.174202,0.916823,NS,Discordant (Cancer Down / Training Up),TRUE
HSDL1,-0.2093,-0.5197,0.832611,0.215823,NS,Concordant Down,TRUE
MAP2K6,-0.5489,0.1788,0.108373,0.823791,NS,Discordant (Cancer Down / Training Up),TRUE
TUBB4B,0.4391,-0.2885,0.141776,0.396534,NS,Discordant (Cancer Up / Training Down),FALSE
NT5C3A,-0.4749,-0.2506,0.275711,0.694621,NS,Concordant Down,TRUE
FH,-0.459,0.2664,0.133904,0.495376,NS,Discordant (Cancer Down / Training Up),FALSE
PPM1B,-0.4845,-0.2406,0.199278,0.721858,NS,Concordant Down,TRUE
KRT1,0.3565,-0.3685,0.81799,0.76046,NS,Discordant (Cancer Up / Training Down),TRUE
VDAC3,-0.4787,0.2462,0.264313,0.700775,NS,Discordant (Cancer Down / Training Up),FALSE
NDUFA10,-0.3896,0.3346,0.436613,0.468041,NS,Discordant (Cancer Down / Training Up),FALSE
CLIP1,-0.5788,-0.1449,0.052565,0.869806,NS,Concordant Down,FALSE
SRPRB,-0.5481,0.1754,0.055804,0.80243,NS,Discordant (Cancer Down / Training Up),TRUE
HSD17B8,-0.6809,0.0415,0.076723,0.993835,NS,Discordant (Cancer Down / Training Up),TRUE
VKORC1L1,0.3226,-0.3989,0.601657,0.357903,NS,Discordant (Cancer Up / Training Down),TRUE
RNF7,-0.6951,0.0248,0.094528,0.998161,NS,Discordant (Cancer Down / Training Up),TRUE
RPS7,0.4953,-0.224,0.215155,0.739752,NS,Discordant (Cancer Up / Training Down),FALSE
SESN1,-0.2288,-0.4899,0.732791,0.097489,NS,Concordant Down,TRUE
FAHD2A,-0.456,0.2624,0.306409,0.671674,NS,Discordant (Cancer Down / Training Up),TRUE
SUCLG1,-0.5563,0.1614,0.128982,0.867763,NS,Discordant (Cancer Down / Training Up),FALSE
SCO1,-0.3208,0.3965,0.64803,0.421168,NS,Discordant (Cancer Down / Training Up),TRUE
PNPT1,-0.5126,-0.2041,0.209791,0.840955,NS,Concordant Down,TRUE
DYNLL2,-0.5246,0.1918,0.130137,0.787745,NS,Discordant (Cancer Down / Training Up),FALSE
MYOM2,-0.6096,0.1064,0.272466,0.968052,NS,Discordant (Cancer Down / Training Up),TRUE
MT-CO2,-0.4278,0.2872,0.241776,0.490576,NS,Discordant (Cancer Down / Training Up),FALSE
CPT1B,-0.6558,0.0581,0.051955,0.985547,NS,Discordant (Cancer Down / Training Up),TRUE
RPRD1B,0.5481,-0.165,0.211334,0.88945,NS,Discordant (Cancer Up / Training Down),TRUE
CSTB,0.4423,-0.2707,0.309436,0.622202,NS,Discordant (Cancer Up / Training Down),FALSE
ACACB,0.5341,0.1785,0.216598,0.880615,NS,Concordant Up,TRUE
OXCT1,-0.5566,-0.1545,0.291811,0.919903,NS,Concordant Down,FALSE
TPM3,-0.2522,0.4582,0.894382,0.581878,NS,Discordant (Cancer Down / Training Up),FALSE
COX20,0.5192,-0.1893,0.480961,0.932603,NS,Discordant (Cancer Up / Training Down),TRUE
RPL4,-0.3182,0.3891,0.300259,0.070283,NS,Discordant (Cancer Down / Training Up),FALSE
MCTS1,-0.4454,0.261,0.273758,0.625304,NS,Discordant (Cancer Down / Training Up),TRUE
GYG1,-0.6327,0.0733,0.078153,0.977074,NS,Discordant (Cancer Down / Training Up),TRUE
WBP2,0.5098,-0.1954,0.293636,0.845487,NS,Discordant (Cancer Up / Training Down),TRUE
GCDH,-0.5937,0.1114,0.173731,0.956251,NS,Discordant (Cancer Down / Training Up),TRUE
PRMT1,-0.632,-0.0719,0.050815,0.975324,NS,Concordant Down,TRUE
HNRNPM,0.4958,0.2076,0.288175,0.805387,NS,Concordant Up,TRUE
UQCRB,-0.4961,0.2071,0.197259,0.768809,NS,Discordant (Cancer Down / Training Up),FALSE
PMPCB,-0.4637,0.2394,0.087164,0.548713,NS,Discordant (Cancer Down / Training Up),TRUE
RPS15A,-0.5139,0.1887,0.085057,0.751524,NS,Discordant (Cancer Down / Training Up),FALSE
ECH1,-0.4481,0.2541,0.197495,0.583026,NS,Discordant (Cancer Down / Training Up),FALSE
C11orf68,-0.2853,0.4167,0.546317,0.165156,NS,Discordant (Cancer Down / Training Up),TRUE
ISOC2,-0.4547,0.2471,0.27837,0.677869,NS,Discordant (Cancer Down / Training Up),FALSE
EIF3K,-0.6719,-0.0298,0.136209,0.997333,NS,Concordant Down,TRUE
SURF4,0.6484,-0.0533,0.215786,0.992746,NS,Discordant (Cancer Up / Training Down),TRUE
NDUFV1,-0.3852,0.3158,0.450941,0.521142,NS,Discordant (Cancer Down / Training Up),FALSE
PLAA,-0.5592,0.1416,0.112855,0.895857,NS,Discordant (Cancer Down / Training Up),TRUE
AHSA1,0.4283,0.2721,0.221947,0.517901,NS,Concordant Up,FALSE
CRAT,-0.6169,0.0822,0.058765,0.966781,NS,Discordant (Cancer Down / Training Up),TRUE
RBMX,0.404,0.2942,0.533678,0.677403,NS,Concordant Up,TRUE
SYNPO2,0.2435,0.4545,0.846149,0.399407,NS,Concordant Up,FALSE
MYOM3,-0.3944,0.3032,0.763552,0.838292,NS,Discordant (Cancer Down / Training Up),TRUE
CBR3,0.6282,0.0693,0.196846,0.980551,NS,Concordant Up,TRUE
BPHL,0.3834,0.3136,0.712127,0.765682,NS,Concordant Up,TRUE
ELOC,-0.5184,0.1778,0.145127,0.822157,NS,Discordant (Cancer Down / Training Up),FALSE
COX5A,-0.3654,0.3307,0.432419,0.417634,NS,Discordant (Cancer Down / Training Up),FALSE
LRPPRC,-0.4871,0.207,0.114585,0.699931,NS,Discordant (Cancer Down / Training Up),FALSE
FITM1,-0.4201,-0.2731,0.527106,0.799302,NS,Concordant Down,TRUE
ABCA8,0.6507,-0.0419,0.140624,0.994015,NS,Discordant (Cancer Up / Training Down),TRUE
LACTB2,-0.3859,-0.306,0.32574,0.445065,NS,Concordant Down,TRUE
L2HGDH,-0.5217,0.17,0.273861,0.887041,NS,Discordant (Cancer Down / Training Up),TRUE
LDB3,-0.4409,0.2506,0.255977,0.633666,NS,Discordant (Cancer Down / Training Up),TRUE
HSCB,0.522,0.1694,0.484639,0.940576,NS,Concordant Up,TRUE
VPS37C,-0.5726,-0.1178,0.241423,0.969348,NS,Concordant Down,TRUE
MT-ND1,-0.3359,-0.3542,0.750272,0.668773,NS,Concordant Down,TRUE
MT-ATP6,-0.5956,-0.0939,0.124997,0.963581,NS,Concordant Down,TRUE
TLN2,0.468,-0.2213,0.263465,0.754495,NS,Discordant (Cancer Up / Training Down),TRUE
AIMP1,-0.509,0.1798,0.095035,0.77954,NS,Discordant (Cancer Down / Training Up),TRUE
DCD,0.5813,0.1072,0.54772,0.984931,NS,Concordant Up,TRUE
NGLY1,-0.2142,-0.4743,0.83824,0.332919,NS,Concordant Down,TRUE
ME2,-0.313,0.375,0.569547,0.31607,NS,Discordant (Cancer Down / Training Up),FALSE
AFG3L2,-0.6816,0.0059,0.083008,0.999885,NS,Discordant (Cancer Down / Training Up),TRUE
MYOT,-0.4396,0.2474,0.556748,0.817921,NS,Discordant (Cancer Down / Training Up),TRUE
NEB,0.1158,0.5709,0.981746,0.483818,NS,Concordant Up,TRUE
HSDL2,-0.6024,0.0842,0.052386,0.962211,NS,Discordant (Cancer Down / Training Up),FALSE
PFKFB1,0.2638,-0.4226,0.716068,0.319264,NS,Discordant (Cancer Up / Training Down),TRUE
TXNRD2,-0.4342,-0.2515,0.48222,0.799974,NS,Concordant Down,TRUE
CNBP,-0.5294,0.1556,0.315743,0.916729,NS,Discordant (Cancer Down / Training Up),TRUE
RPIA,0.5194,-0.1645,0.123012,0.839533,NS,Discordant (Cancer Up / Training Down),FALSE
SNX12,0.3343,-0.3495,0.649363,0.551587,NS,Discordant (Cancer Up / Training Down),TRUE
NDUFV2,-0.4178,0.2659,0.291807,0.580834,NS,Discordant (Cancer Down / Training Up),TRUE
SUPV3L1,-0.6295,-0.053900000000000003,0.069711,0.988218,NS,Concordant Down,TRUE
UQCR11,-0.2271,0.4557,0.833858,0.305673,NS,Discordant (Cancer Down / Training Up),TRUE
ACADVL,-0.558,0.1246,0.054145,0.89928,NS,Discordant (Cancer Down / Training Up),FALSE
RTN3,0.5128,-0.1694,0.36944,0.908527,NS,Discordant (Cancer Up / Training Down),TRUE
CASP3,0.492,0.1901,0.527456,0.923722,NS,Concordant Up,TRUE
CKM,-0.2783,0.4035,0.726167,0.3629,NS,Discordant (Cancer Down / Training Up),FALSE
RAB5B,-0.2263,-0.4553,0.726961,0.114641,NS,Concordant Down,TRUE
UBL5,-0.4947,0.1849,0.155868,0.815255,NS,Discordant (Cancer Down / Training Up),TRUE
COA6,-0.537,0.1423,0.255293,0.921602,NS,Discordant (Cancer Down / Training Up),TRUE
PADI2,-0.4357,0.243,0.229213,0.62544,NS,Discordant (Cancer Down / Training Up),TRUE
HK2,-0.3247,0.3525,0.711423,0.686305,NS,Discordant (Cancer Down / Training Up),TRUE
SEC23IP,-0.2022,-0.4744,0.880277,0.469066,NS,Concordant Down,TRUE
METTL26,-0.5316,-0.1447,0.127933,0.888682,NS,Concordant Down,TRUE
LAMTOR2,-0.2627,0.4132,0.669371,0.428644,NS,Discordant (Cancer Down / Training Up),TRUE
VPS29,0.6229,-0.0512,0.073121,0.989006,NS,Discordant (Cancer Up / Training Down),TRUE
PRPSAP2,0.2622,-0.411,0.738495,0.338333,NS,Discordant (Cancer Up / Training Down),TRUE
USP9X,-0.2855,0.387,0.531812,0.173706,NS,Discordant (Cancer Down / Training Up),TRUE
RANGAP1,0.471,0.2005,0.373658,0.865019,NS,Concordant Up,TRUE
SLC16A3,0.4053,-0.2658,0.685693,0.850008,NS,Discordant (Cancer Up / Training Down),TRUE
AAMDC,-0.5665,-0.1044,0.270838,0.964451,NS,Concordant Down,FALSE
NDUFA6,-0.4254,0.2449,0.43046,0.741771,NS,Discordant (Cancer Down / Training Up),FALSE
CHDH,-0.2455,-0.4237,0.728755,0.23571,NS,Concordant Down,TRUE
UQCRC2,-0.3656,0.3031,0.435487,0.497027,NS,Discordant (Cancer Down / Training Up),FALSE
STX7,0.6336,-0.0342,0.088277,0.99546,NS,Discordant (Cancer Up / Training Down),FALSE
HGH1,-0.3387,-0.3289,0.64186,0.659292,NS,Concordant Down,TRUE
TMLHE,-0.2198,-0.4453,0.791517,0.202699,NS,Concordant Down,TRUE
MPST,0.4675,-0.1966,0.083934,0.674579,NS,Discordant (Cancer Up / Training Down),FALSE
IARS2,-0.4421,0.2214,0.16894700000000001,0.646538,NS,Discordant (Cancer Down / Training Up),FALSE
NAPRT,0.4217,-0.2415,0.351645,0.684788,NS,Discordant (Cancer Up / Training Down),TRUE
PRKRA,-0.2694,-0.3923,0.741983,0.408112,NS,Concordant Down,TRUE
VDAC1,-0.5151,0.1461,0.161476,0.886344,NS,Discordant (Cancer Down / Training Up),FALSE
AGMAT,0.1614,-0.4998,0.948572,0.455816,NS,Discordant (Cancer Up / Training Down),TRUE
PMVK,0.1842,0.4762,0.879663,0.293009,NS,Concordant Up,TRUE
FNTA,-0.3602,0.2997,0.434812,0.510958,NS,Discordant (Cancer Down / Training Up),TRUE
MAP3K20,-0.3152,-0.3446,0.664541,0.519189,NS,Concordant Down,TRUE
FN3KRP,-0.3329,0.3254,0.566138,0.5011,NS,Discordant (Cancer Down / Training Up),TRUE
ARPC4,0.3616,0.2965,0.464996,0.534206,NS,Concordant Up,FALSE
MACROD1,-0.4514,0.206,0.362113,0.811565,NS,Discordant (Cancer Down / Training Up),TRUE
TOMM7,0.6031,0.0543,0.358107,0.99332,NS,Concordant Up,TRUE
CHCHD3,-0.4015,0.2557,0.394025,0.659445,NS,Discordant (Cancer Down / Training Up),FALSE
MRPL55,-0.4542,0.2007,0.470406,0.869133,NS,Discordant (Cancer Down / Training Up),TRUE
BCKDK,-0.5642,-0.0887,0.310929,0.979926,NS,Concordant Down,TRUE
MYL4,-0.0693,0.5827,0.99146,0.388335,NS,Discordant (Cancer Down / Training Up),TRUE
RDH11,0.5211,-0.1304,0.240371,0.942363,NS,Discordant (Cancer Up / Training Down),TRUE
GPT2,-0.3008,-0.3504,0.763301,0.660282,NS,Concordant Down,TRUE
GPD1L,-0.6374,0.0125,0.102423,0.99945,NS,Discordant (Cancer Down / Training Up),FALSE
FBLN5,0.3648,0.2843,0.602082,0.743294,NS,Concordant Up,TRUE
CHCHD7,-0.5821,-0.0665,0.195543,0.98522,NS,Concordant Down,TRUE
MOGS,-0.1935,0.4546,0.837065,0.179381,NS,Discordant (Cancer Down / Training Up),TRUE
STAMBP,0.3654,-0.2823,0.554431,0.703123,NS,Discordant (Cancer Up / Training Down),TRUE
STIM1,-0.6108,-0.0368,0.05316,0.994883,NS,Concordant Down,TRUE
RCSD1,-0.5425,0.1044,0.226284,0.957422,NS,Discordant (Cancer Down / Training Up),TRUE
BZW1,-0.3391,0.3073,0.632935,0.623861,NS,Discordant (Cancer Down / Training Up),TRUE
RCN1,0.5943,-0.0513,0.062743,0.987029,NS,Discordant (Cancer Up / Training Down),FALSE
HIKESHI,-0.4968,0.1485,0.256908,0.903733,NS,Discordant (Cancer Down / Training Up),TRUE
SCFD1,-0.4884,0.1561,0.051025,0.791023,NS,Discordant (Cancer Down / Training Up),TRUE
MMUT,-0.6167,0.027,0.064421,0.996927,NS,Discordant (Cancer Down / Training Up),TRUE
DENR,-0.5083,-0.1353,0.236325,0.923583,NS,Concordant Down,TRUE
DNAJB6,0.3889,-0.253,0.484308,0.766639,NS,Discordant (Cancer Up / Training Down),TRUE
EIF4G2,-0.2155,-0.4263,0.814216,0.300747,NS,Concordant Down,TRUE
FARSA,-0.3923,0.247,0.260842,0.562473,NS,Discordant (Cancer Down / Training Up),TRUE
MTX2,0.5709,-0.0681,0.34334,0.98829,NS,Discordant (Cancer Up / Training Down),TRUE
LMAN2,0.2927,0.3452,0.639378,0.439632,NS,Concordant Up,TRUE
LMNB2,-0.366,0.2699,0.644251,0.789812,NS,Discordant (Cancer Down / Training Up),TRUE
SUOX,-0.2619,-0.3739,0.634475,0.246988,NS,Concordant Down,TRUE
CYB5R3,0.4468,-0.1889,0.388796,0.848413,NS,Discordant (Cancer Up / Training Down),FALSE
MTIF2,-0.2341,0.4006,0.834649,0.639997,NS,Discordant (Cancer Down / Training Up),TRUE
TFAM,-0.5873,-0.0463,0.126305,0.991507,NS,Concordant Down,TRUE
ATP5PO,-0.4222,0.2102,0.231023,0.699369,NS,Discordant (Cancer Down / Training Up),FALSE
MRI1,0.4493,0.1824,0.370456,0.87612,NS,Concordant Up,TRUE
POFUT1,-0.3437,0.2864,0.666899,0.787375,NS,Discordant (Cancer Down / Training Up),TRUE
OGDH,-0.4874,0.1423,0.160392,0.879536,NS,Discordant (Cancer Down / Training Up),FALSE
APOOL,-0.4809,0.1484,0.293239,0.902422,NS,Discordant (Cancer Down / Training Up),TRUE
RAB11B,0.5768,0.0525,0.079875,0.986543,NS,Concordant Up,FALSE
CD63,0.5864,-0.0428,0.204218,0.993944,NS,Discordant (Cancer Up / Training Down),TRUE
TRMT10C,-0.075,-0.5541,0.985254,0.329319,NS,Concordant Down,TRUE
TST,-0.4116,-0.2174,0.391854,0.763119,NS,Concordant Down,FALSE
STAC3,-0.4067,-0.2209,0.380732,0.761755,NS,Concordant Down,TRUE
MRPS18B,-0.5568,-0.0707,0.222024,0.985742,NS,Concordant Down,TRUE
GOSR2,-0.4229,0.2042,0.492042,0.858416,NS,Discordant (Cancer Down / Training Up),TRUE
OPA1,-0.5779,0.0484,0.083625,0.988842,NS,Discordant (Cancer Down / Training Up),FALSE
YWHAB,0.5847,-0.0406,0.067029,0.99194,NS,Discordant (Cancer Up / Training Down),FALSE
NIPSNAP2,-0.5402,0.0848,0.138735,0.965437,NS,Discordant (Cancer Down / Training Up),TRUE
MTX1,-0.5368,-0.0879,0.076903,0.959176,NS,Concordant Down,TRUE
VAMP5,-0.3083,0.3161,0.826873,0.657416,NS,Discordant (Cancer Down / Training Up),TRUE
GPX1,0.514,-0.1101,0.07419,0.91703,NS,Discordant (Cancer Up / Training Down),FALSE
NT5C2,-0.1468,0.4766,0.930002,0.302451,NS,Discordant (Cancer Down / Training Up),TRUE
YWHAQ,0.5258,0.0971,0.051545,0.932879,NS,Concordant Up,FALSE
PKM,-0.3,0.3226,0.394992,0.226139,NS,Discordant (Cancer Down / Training Up),FALSE
TUBA1B,0.6032,-0.0187,0.11437,0.99868,NS,Discordant (Cancer Up / Training Down),FALSE
VCL,0.492,-0.1297,0.144701,0.898697,NS,Discordant (Cancer Up / Training Down),FALSE
HMGB1,0.4807,-0.1408,0.086607,0.846864,NS,Discordant (Cancer Up / Training Down),FALSE
MCCC1,-0.5969,0.0245,0.097514,0.997551,NS,Discordant (Cancer Down / Training Up),TRUE
VARS1,-0.4895,0.1316,0.058785,0.855968,NS,Discordant (Cancer Down / Training Up),TRUE
NAXD,-0.5926,0.0281,0.073504,0.996408,NS,Discordant (Cancer Down / Training Up),FALSE
CHORDC1,0.6046,0.0148,0.140171,0.999303,NS,Concordant Up,TRUE
CBR1,0.4511,0.1678,0.14483,0.792052,NS,Concordant Up,FALSE
IAH1,-0.5392,0.0789,0.175933,0.972944,NS,Discordant (Cancer Down / Training Up),FALSE
PANK4,-0.571,0.0448,0.097207,0.990749,NS,Discordant (Cancer Down / Training Up),FALSE
SSPN,-0.5683,0.0466,0.36532,0.994591,NS,Discordant (Cancer Down / Training Up),TRUE
RPLP1,0.5619,-0.0521,0.08293,0.986294,NS,Discordant (Cancer Up / Training Down),FALSE
DMD,-0.4798,0.1337,0.30026,0.922644,NS,Discordant (Cancer Down / Training Up),TRUE
MYLK,-0.242,-0.371,0.776074,0.401983,NS,Concordant Down,FALSE
AP1G1,0.339,-0.2736,0.642129,0.769042,NS,Discordant (Cancer Up / Training Down),TRUE
FXR1,-0.5044,0.1082,0.179901,0.953445,NS,Discordant (Cancer Down / Training Up),TRUE
RTN2,-0.4375,-0.1741,0.216671,0.8031,NS,Concordant Down,TRUE
DCPS,-0.4178,0.1931,0.281184,0.802355,NS,Discordant (Cancer Down / Training Up),TRUE
PPP5C,-0.44,0.1702,0.205965,0.808611,NS,Discordant (Cancer Down / Training Up),FALSE
GSTM3,-0.5971,0.013,0.27607,0.999552,NS,Discordant (Cancer Down / Training Up),FALSE
DNM1L,-0.4784,0.1314,0.177898,0.899459,NS,Discordant (Cancer Down / Training Up),FALSE
NAP1L4,-0.3491,0.2604,0.213335,0.367656,NS,Discordant (Cancer Down / Training Up),FALSE
IDH3B,-0.3532,0.2543,0.350921,0.535705,NS,Discordant (Cancer Down / Training Up),FALSE
DPYSL3,-0.3736,0.2334,0.455603,0.713929,NS,Discordant (Cancer Down / Training Up),FALSE
PELO,0.1728,-0.434,0.854618,0.219586,NS,Discordant (Cancer Up / Training Down),TRUE
AKT1,-0.1142,0.4918,0.960583,0.3344,NS,Discordant (Cancer Down / Training Up),TRUE
MRPL45,0.1583,-0.4462,0.916841,0.359395,NS,Discordant (Cancer Up / Training Down),TRUE
EPM2A,0.3603,-0.2436,0.47567,0.709258,NS,Discordant (Cancer Up / Training Down),TRUE
PDAP1,-0.396,0.2067,0.326682,0.733806,NS,Discordant (Cancer Down / Training Up),FALSE
DPP7,0.3981,0.2046,0.502133,0.834842,NS,Concordant Up,TRUE
PEX19,0.4754,-0.1273,0.407778,0.959146,NS,Discordant (Cancer Up / Training Down),TRUE
RPS14,0.5908,-0.0117,0.070713,0.999394,NS,Discordant (Cancer Up / Training Down),TRUE
SRSF11,-0.0716,-0.5304,0.983612,0.199478,NS,Concordant Down,TRUE
IBA57,-0.5488,-0.053,0.251701,0.99146,NS,Concordant Down,TRUE
MRPS36,-0.0526,-0.549,0.989423,0.087571,NS,Concordant Down,TRUE
STAT1,0.4267,-0.1747,0.497355,0.910108,NS,Discordant (Cancer Up / Training Down),TRUE
PPP2R5D,-0.5454,0.0554,0.06169,0.982613,NS,Discordant (Cancer Down / Training Up),TRUE
RPS10,0.3924,-0.2082,0.385428,0.758379,NS,Discordant (Cancer Up / Training Down),FALSE
TNNC1,-0.3778,0.2219,0.718264,0.879921,NS,Discordant (Cancer Down / Training Up),TRUE
IMPDH2,-0.4898,-0.1098,0.067704,0.906822,NS,Concordant Down,TRUE
RAN,0.5037,-0.0955,0.099046,0.942172,NS,Discordant (Cancer Up / Training Down),FALSE
RPL11,-0.2393,0.3599,0.744262,0.356889,NS,Discordant (Cancer Down / Training Up),FALSE
NFU1,-0.4333,-0.1651,0.307461,0.866903,NS,Concordant Down,TRUE
EPHX1,0.3795,-0.2182,0.436937,0.746933,NS,Discordant (Cancer Up / Training Down),FALSE
PA2G4,0.3925,-0.2041,0.160269,0.613294,NS,Discordant (Cancer Up / Training Down),FALSE
NT5C1A,-0.341,-0.2551,0.584593,0.711158,NS,Concordant Down,TRUE
CAPZB,0.2572,0.3372,0.73784400000000006,0.469344,NS,Concordant Up,FALSE
DNAJA2,-0.3765,0.2179,0.378674,0.708493,NS,Discordant (Cancer Down / Training Up),FALSE
FAM98B,-0.538,0.0553,0.169764,0.987556,NS,Discordant (Cancer Down / Training Up),TRUE
STXBP3,-0.4455,0.1468,0.22091,0.878566,NS,Discordant (Cancer Down / Training Up),TRUE
VPS4A,-0.5526,-0.0395,0.06944,0.992772,NS,Concordant Down,TRUE
TOM1,-0.5335,0.0581,0.122418,0.983263,NS,Discordant (Cancer Down / Training Up),FALSE
