uniprot_id,gene,in_sam,in_ours,set_membership
Q12904,AIMP1,TRUE,TRUE,both
O95433,AHSA1,TRUE,TRUE,both
P52943,CRIP2,TRUE,TRUE,both
P61158,ACTR3,TRUE,TRUE,both
O75663,TIPRL,TRUE,TRUE,both
O75688,PPM1B,TRUE,TRUE,both
Q53FT3,HIKESHI,TRUE,TRUE,both
P47897,QARS1,TRUE,TRUE,both
Q08380,LGALS3BP,TRUE,TRUE,both
Q93008,USP9X,TRUE,TRUE,both
Q96CX2,KCTD12,TRUE,TRUE,both
Q9GZP4,PITHD1,TRUE,TRUE,both
Q9H1E5,TMX4,TRUE,TRUE,both
P21980,TGM2,TRUE,TRUE,both
P22033,MMUT,TRUE,TRUE,both
Q99426,TBCB,TRUE,TRUE,both
O95989,NUDT3,TRUE,TRUE,both
O95167,NDUFA3,TRUE,TRUE,both
Q9UKU7,ACAD8,TRUE,TRUE,both
P53999,SUB1,TRUE,TRUE,both
P55263,ADK,TRUE,TRUE,both
P05455,SSB,TRUE,TRUE,both
P11279,LAMP1,TRUE,TRUE,both
P47813,EIF1AX,TRUE,TRUE,both
O75534,CSDE1,TRUE,TRUE,both
P98095,FBLN2,TRUE,TRUE,both
P62820,RAB1A,TRUE,TRUE,both
Q00013,MPP1,TRUE,TRUE,both
P35914,HMGCL,TRUE,TRUE,both
Q4VC31,CCDC58,TRUE,FALSE,sam_only
Q9UHA4,LAMTOR3,TRUE,TRUE,both
Q92499,DDX1,TRUE,TRUE,both
P63010,AP2B1,TRUE,TRUE,both
Q9NQE9,HINT3,TRUE,TRUE,both
P55039,DRG2,TRUE,TRUE,both
Q9Y5U8,MPC1,TRUE,TRUE,both
Q15008,PSMD6,TRUE,TRUE,both
Q86WU2,LDHD,TRUE,TRUE,both
P55209,NAP1L1,TRUE,TRUE,both
P04439,HLA-A,TRUE,TRUE,both
P07910,HNRNPC,TRUE,TRUE,both
P27695,APEX1,TRUE,TRUE,both
O00168,FXYD1,TRUE,TRUE,both
Q9NX46,ADPRHL2,TRUE,FALSE,sam_only
Q9Y2R0,COA3,TRUE,TRUE,both
Q9P003,CNIH4,TRUE,TRUE,both
Q8TEA8,DTD1,TRUE,TRUE,both
P61160,ACTR2,TRUE,TRUE,both
Q9GZT3,SLIRP,TRUE,TRUE,both
Q04323,UBXN1,TRUE,TRUE,both
Q8NDH3,NPEPL1,TRUE,TRUE,both
Q96DH6,MSI2,TRUE,TRUE,both
Q9UBQ0,VPS29,TRUE,TRUE,both
P62263,RPS14,TRUE,TRUE,both
Q9NUU7,DDX19A,TRUE,TRUE,both
P06730,EIF4E,TRUE,TRUE,both
Q13409,DYNC1I2,TRUE,TRUE,both
P22105,TNXB,TRUE,TRUE,both
Q04837,SSBP1,TRUE,TRUE,both
P41236,PPP1R2,TRUE,TRUE,both
O43615,TIMM44,TRUE,TRUE,both
Q96S19,METTL26,TRUE,TRUE,both
Q5T440,IBA57,TRUE,TRUE,both
O14980,XPO1,TRUE,TRUE,both
P83731,RPL24,TRUE,TRUE,both
Q9UBX5,FBLN5,TRUE,TRUE,both
P38606,ATP6V1A,TRUE,TRUE,both
Q9H993,ARMT1,TRUE,TRUE,both
Q14165,MLEC,TRUE,TRUE,both
Q6DKJ4,NXN,TRUE,TRUE,both
P55884,EIF3B,TRUE,TRUE,both
Q13838,DDX39B,TRUE,TRUE,both
Q9UMY4,SNX12,TRUE,TRUE,both
Q9Y4J8,DTNA,TRUE,TRUE,both
Q5TFE4,NT5DC1,TRUE,TRUE,both
P15104,GLUL,TRUE,TRUE,both
O76003,GLRX3,TRUE,TRUE,both
P29992,GNA11,TRUE,TRUE,both
Q8TCT8,SPPL2A,TRUE,TRUE,both
P32969,RPL9,TRUE,TRUE,both
P35813,PPM1A,TRUE,TRUE,both
Q9BRG1,VPS25,TRUE,TRUE,both
P03897,MT-ND3,TRUE,TRUE,both
P36959,GMPR,TRUE,TRUE,both
O43633,CHMP2A,TRUE,TRUE,both
Q9UI30,TRMT112,TRUE,TRUE,both
P61313,RPL15,TRUE,TRUE,both
Q99471,PFDN5,TRUE,TRUE,both
P49247,RPIA,TRUE,TRUE,both
P55042,RRAD,TRUE,TRUE,both
P62070,RRAS2,TRUE,TRUE,both
Q709C8,VPS13C,TRUE,TRUE,both
Q13907,IDI1,TRUE,TRUE,both
P36578,RPL4,TRUE,TRUE,both
P54136,RARS1,TRUE,TRUE,both
Q8NBS9,TXNDC5,TRUE,TRUE,both
Q8NE71,ABCF1,TRUE,TRUE,both
Q9H2H8,PPIL3,TRUE,TRUE,both
Q8TCD5,NT5C,TRUE,TRUE,both
Q9H0R4,HDHD2,TRUE,TRUE,both
Q13177,PAK2,TRUE,TRUE,both
Q8TB45,DEPTOR,TRUE,TRUE,both
O60256,PRPSAP2,TRUE,TRUE,both
Q9BYT8,NLN,TRUE,TRUE,both
Q96K17,BTF3L4,TRUE,TRUE,both
Q9UKY7,CDV3,TRUE,TRUE,both
P60228,EIF3E,TRUE,TRUE,both
P61020,RAB5B,TRUE,TRUE,both
P36405,ARL3,TRUE,TRUE,both
Q9Y371,SH3GLB1,TRUE,TRUE,both
Q13884,SNTB1,TRUE,TRUE,both
P15170,GSPT1,TRUE,TRUE,both
Q15208,STK38,TRUE,TRUE,both
P41091,EIF2S3,TRUE,TRUE,both
Q3ZCQ8,TIMM50,TRUE,TRUE,both
O95373,IPO7,TRUE,TRUE,both
Q14203,DCTN1,TRUE,TRUE,both
Q12907,LMAN2,TRUE,TRUE,both
P56181,NDUFV3,TRUE,TRUE,both
O00571,DDX3X,TRUE,TRUE,both
Q13619,CUL4A,TRUE,TRUE,both
Q96DC8,ECHDC3,TRUE,TRUE,both
Q9C0E8,LNPK,TRUE,TRUE,both
Q96GG9,DCUN1D1,TRUE,TRUE,both
Q9Y3D2,MSRB2,TRUE,TRUE,both
Q9Y237,PIN4,TRUE,TRUE,both
P52788,SMS,TRUE,TRUE,both
Q9UKV8,AGO2,TRUE,TRUE,both
Q8NI37,PPTC7,TRUE,TRUE,both
Q15293,RCN1,TRUE,TRUE,both
Q9BZV1,UBXN6,TRUE,TRUE,both
Q13618,CUL3,TRUE,TRUE,both
P35611,ADD1,TRUE,TRUE,both
O75348,ATP6V1G1,TRUE,TRUE,both
P30622,CLIP1,TRUE,TRUE,both
Q99613,EIF3C,TRUE,TRUE,both
O43242,PSMD3,TRUE,TRUE,both
O43681,ASNA1,TRUE,FALSE,sam_only
Q08211,DHX9,TRUE,TRUE,both
Q8N5M1,ATPAF2,TRUE,TRUE,both
O75821,EIF3G,TRUE,TRUE,both
Q14061,COX17,TRUE,TRUE,both
Q15526,SURF1,TRUE,TRUE,both
O43865,AHCYL1,TRUE,TRUE,both
O00186,STXBP3,TRUE,TRUE,both
Q8N2U0,TMEM256,TRUE,TRUE,both
P04921,GYPC,TRUE,TRUE,both
Q9HA65,TBC1D17,TRUE,TRUE,both
O00423,EML1,TRUE,TRUE,both
Q14108,SCARB2,TRUE,TRUE,both
P09543,CNP,TRUE,TRUE,both
Q14257,RCN2,TRUE,TRUE,both
Q5JRX3,PITRM1,TRUE,TRUE,both
Q9NZL9,MAT2B,TRUE,TRUE,both
Q8WYQ3,CHCHD10,TRUE,TRUE,both
Q99829,CPNE1,TRUE,TRUE,both
P38159,RBMX,TRUE,TRUE,both
P08962,CD63,TRUE,TRUE,both
Q10567,AP1B1,TRUE,TRUE,both
Q00G26,PLIN5,TRUE,TRUE,both
P53990,IST1,TRUE,TRUE,both
Q15363,TMED2,TRUE,TRUE,both
Q9P032,NDUFAF4,TRUE,TRUE,both
Q9Y6P5,SESN1,TRUE,TRUE,both
P22102,GART,TRUE,TRUE,both
Q9NWU1,OXSM,TRUE,TRUE,both
Q96AN5,TMEM143,TRUE,TRUE,both
Q8N5G0,SMIM20,TRUE,TRUE,both
P03905,MT-ND4,TRUE,TRUE,both
Q96JJ7,TMX3,TRUE,TRUE,both
P21281,ATP6V1B2,TRUE,TRUE,both
O15400,STX7,TRUE,TRUE,both
Q9NP97,DYNLRB1,TRUE,TRUE,both
P84095,RHOG,TRUE,TRUE,both
Q9Y230,RUVBL2,TRUE,TRUE,both
Q13617,CUL2,TRUE,TRUE,both
P26583,HMGB2,TRUE,TRUE,both
P50416,CPT1A,TRUE,TRUE,both
Q8IWA5,SLC44A2,TRUE,TRUE,both
P34897,SHMT2,TRUE,TRUE,both
Q8N4Q0,ZADH2,TRUE,FALSE,sam_only
P28907,CD38,TRUE,TRUE,both
Q9UNS2,COPS3,TRUE,TRUE,both
Q16773,KYAT1,TRUE,TRUE,both
P28289,TMOD1,TRUE,TRUE,both
P19623,SRM,TRUE,TRUE,both
Q15075,EEA1,TRUE,TRUE,both
Q8WUD1,RAB2B,TRUE,TRUE,both
Q9HBH5,RDH14,TRUE,TRUE,both
P60520,GABARAPL2,TRUE,TRUE,both
Q13616,CUL1,TRUE,TRUE,both
P49441,INPP1,TRUE,TRUE,both
P31942,HNRNPH3,TRUE,TRUE,both
Q8IZ83,ALDH16A1,TRUE,TRUE,both
Q9NRV9,HEBP1,TRUE,TRUE,both
Q9HBI1,PARVB,TRUE,TRUE,both
Q96DB5,RMDN1,TRUE,TRUE,both
O95479,H6PD,TRUE,TRUE,both
Q13564,NAE1,TRUE,TRUE,both
Q9BRT3,MIEN1,TRUE,TRUE,both
Q09028,RBBP4,TRUE,TRUE,both
O00303,EIF3F,TRUE,TRUE,both
Q9HA64,FN3KRP,TRUE,TRUE,both
O75351,VPS4B,TRUE,TRUE,both
P42677,RPS27,TRUE,TRUE,both
P14735,IDE,TRUE,TRUE,both
Q9Y696,CLIC4,TRUE,TRUE,both
Q9UMS0,NFU1,TRUE,TRUE,both
Q9NR45,NANS,TRUE,TRUE,both
P62913,RPL11,TRUE,TRUE,both
O43374,RASA4,TRUE,TRUE,both
O15498,YKT6,TRUE,TRUE,both
Q96I23,PYURF,TRUE,TRUE,both
Q53H82,LACTB2,TRUE,TRUE,both
Q9H3N1,TMX1,TRUE,TRUE,both
Q9H3H3,C11orf68,TRUE,TRUE,both
O95376,ARIH2,TRUE,TRUE,both
Q9Y2R5,MRPS17,TRUE,TRUE,both
Q04759,PRKCQ,TRUE,TRUE,both
Q9Y5M8,SRPRB,TRUE,TRUE,both
P52566,ARHGDIB,TRUE,TRUE,both
Q16527,CSRP2,TRUE,TRUE,both
Q9Y4E8,USP15,TRUE,TRUE,both
P37235,HPCAL1,TRUE,TRUE,both
Q86V88,MDP1,TRUE,TRUE,both
P39059,COL15A1,TRUE,TRUE,both
P52815,MRPL12,TRUE,TRUE,both
O00748,CES2,TRUE,TRUE,both
P09110,ACAA1,TRUE,TRUE,both
Q06124,PTPN11,TRUE,TRUE,both
Q14116,IL18,TRUE,TRUE,both
P35659,DEK,TRUE,TRUE,both
Q96AG4,LRRC59,TRUE,TRUE,both
Q9BUT1,BDH2,TRUE,TRUE,both
Q9H8S9,MOB1A,TRUE,TRUE,both
Q13155,AIMP2,TRUE,TRUE,both
P84098,RPL19,TRUE,TRUE,both
O60220,TIMM8A,TRUE,TRUE,both
Q9Y285,FARSA,TRUE,TRUE,both
Q9UBR2,CTSZ,TRUE,TRUE,both
Q9UJZ1,STOML2,TRUE,TRUE,both
P84103,SRSF3,TRUE,TRUE,both
Q8NBF2,NHLRC2,TRUE,TRUE,both
P45984,MAPK9,TRUE,TRUE,both
Q14714,SSPN,TRUE,TRUE,both
P16284,PECAM1,TRUE,TRUE,both
P51665,PSMD7,TRUE,TRUE,both
Q16539,MAPK14,TRUE,TRUE,both
Q8N3D4,EHBP1L1,TRUE,TRUE,both
Q9Y5X3,SNX5,TRUE,TRUE,both
O14841,OPLAH,TRUE,TRUE,both
Q9H061,TMEM126A,TRUE,TRUE,both
P20042,EIF2S2,TRUE,TRUE,both
P56537,EIF6,TRUE,TRUE,both
Q9H3K6,BOLA2,TRUE,TRUE,both
P16118,PFKFB1,TRUE,TRUE,both
Q9BQA1,WDR77,TRUE,TRUE,both
P23246,SFPQ,TRUE,TRUE,both
P24043,LAMA2,TRUE,TRUE,both
Q8WZA0,LZIC,TRUE,TRUE,both
Q15119,PDK2,TRUE,TRUE,both
P62854,RPS26,TRUE,TRUE,both
P13535,MYH8,TRUE,TRUE,both
Q9UG63,ABCF2,TRUE,TRUE,both
Q96CW1,AP2M1,TRUE,TRUE,both
P48739,PITPNB,TRUE,TRUE,both
P51659,HSD17B4,TRUE,TRUE,both
Q9H845,ACAD9,TRUE,TRUE,both
Q92945,KHSRP,TRUE,TRUE,both
O14874,BCKDK,TRUE,TRUE,both
P61916,NPC2,TRUE,TRUE,both
Q92890,UFD1,TRUE,TRUE,both
Q14764,MVP,TRUE,TRUE,both
O43741,PRKAB2,TRUE,TRUE,both
Q9NXA8,SIRT5,TRUE,TRUE,both
Q9Y508,RNF114,TRUE,TRUE,both
P22307,SCP2,TRUE,TRUE,both
Q99766,DMAC2L,TRUE,TRUE,both
O15305,PMM2,TRUE,TRUE,both
Q9NUB1,ACSS1,TRUE,TRUE,both
P51151,RAB9A,TRUE,TRUE,both
O96008,TOMM40,TRUE,TRUE,both
O15143,ARPC1B,TRUE,TRUE,both
Q3ZCW2,LGALSL,TRUE,TRUE,both
P53618,COPB1,TRUE,TRUE,both
Q8WWV3,RTN4IP1,TRUE,TRUE,both
P49588,AARS1,TRUE,TRUE,both
Q8NC51,SERBP1,TRUE,TRUE,both
O95881,TXNDC12,TRUE,TRUE,both
Q15942,ZYX,TRUE,TRUE,both
Q96RQ3,MCCC1,TRUE,TRUE,both
Q9BTE6,AARSD1,TRUE,TRUE,both
P37108,SRP14,TRUE,TRUE,both
P49257,LMAN1,TRUE,TRUE,both
P14923,JUP,TRUE,TRUE,both
Q07666,KHDRBS1,TRUE,TRUE,both
Q9Y2Z0,SUGT1,TRUE,TRUE,both
Q8TBC4,UBA3,TRUE,TRUE,both
Q9HBL7,PLGRKT,TRUE,TRUE,both
P15311,EZR,TRUE,TRUE,both
Q9UJU6,DBNL,TRUE,TRUE,both
Q5VWZ2,LYPLAL1,TRUE,TRUE,both
Q52LJ0,FAM98B,TRUE,TRUE,both
Q8NHH9,ATL2,TRUE,TRUE,both
Q15172,PPP2R5A,TRUE,TRUE,both
P25685,DNAJB1,TRUE,TRUE,both
P78560,CRADD,TRUE,TRUE,both
O95202,LETM1,TRUE,TRUE,both
P08651,NFIC,TRUE,TRUE,both
Q13825,AUH,TRUE,TRUE,both
O43768,ENSA,TRUE,TRUE,both
Q9Y3C6,PPIL1,TRUE,TRUE,both
O94911,ABCA8,TRUE,TRUE,both
Q13496,MTM1,TRUE,TRUE,both
Q9NNW7,TXNRD2,TRUE,TRUE,both
P21953,BCKDHB,TRUE,TRUE,both
Q5SQH8,C6orf136,TRUE,TRUE,both
Q14558,PRPSAP1,TRUE,TRUE,both
P62495,ETF1,TRUE,TRUE,both
Q9Y262,EIF3L,TRUE,TRUE,both
Q96LD8,SENP8,TRUE,TRUE,both
P48444,ARCN1,TRUE,TRUE,both
Q6P1N9,TATDN1,TRUE,TRUE,both
Q96HY7,DHTKD1,TRUE,TRUE,both
Q99735,MGST2,TRUE,TRUE,both
P52272,HNRNPM,TRUE,TRUE,both
Q8WVJ2,NUDCD2,TRUE,TRUE,both
Q9H987,SYNPO2L,TRUE,TRUE,both
Q96NY7,CLIC6,TRUE,TRUE,both
P46199,MTIF2,TRUE,TRUE,both
Q9Y263,PLAA,TRUE,TRUE,both
O60825,PFKFB2,TRUE,TRUE,both
Q96GK7,FAHD2A,TRUE,TRUE,both
Q5VW32,BROX,TRUE,TRUE,both
Q7L2H7,EIF3M,TRUE,TRUE,both
Q9UMX0,UBQLN1,TRUE,TRUE,both
P12694,BCKDHA,TRUE,TRUE,both
Q86TP1,PRUNE1,TRUE,TRUE,both
Q9H444,CHMP4B,TRUE,TRUE,both
Q9NVI7,ATAD3A,TRUE,TRUE,both
Q9GZZ1,NAA50,TRUE,TRUE,both
Q6UWP2,DHRS11,TRUE,TRUE,both
Q96C90,PPP1R14B,TRUE,TRUE,both
O60237,PPP1R12B,TRUE,TRUE,both
O95861,BPNT1,TRUE,TRUE,both
O60684,KPNA6,TRUE,TRUE,both
Q03252,LMNB2,TRUE,TRUE,both
Q6PCE3,PGM2L1,TRUE,TRUE,both
P09874,PARP1,TRUE,TRUE,both
Q99816,TSG101,TRUE,TRUE,both
O94925,GLS,TRUE,TRUE,both
P53814,SMTN,TRUE,TRUE,both
O94973,AP2A2,TRUE,TRUE,both
P10155,RO60,TRUE,TRUE,both
P62310,LSM3,TRUE,TRUE,both
P68400,CSNK2A1,TRUE,TRUE,both
Q49AH0,CDNF,TRUE,TRUE,both
Q9BUJ2,HNRNPUL1,TRUE,TRUE,both
P51692,STAT5B,TRUE,TRUE,both
Q9ULX7,CA14,TRUE,TRUE,both
Q05086,UBE3A,TRUE,TRUE,both
P08473,MME,TRUE,TRUE,both
Q9NS86,LANCL2,TRUE,TRUE,both
Q5TC12,ATPAF1,TRUE,TRUE,both
Q8IYU8,MICU2,TRUE,TRUE,both
Q6IPR1,ETFRF1,TRUE,TRUE,both
O95571,ETHE1,TRUE,TRUE,both
Q5VWP3,MLIP,TRUE,TRUE,both
Q14247,CTTN,TRUE,TRUE,both
P24844,MYL9,TRUE,TRUE,both
P61923,COPZ1,TRUE,TRUE,both
Q5T6V5,C9orf64,TRUE,TRUE,both
P08134,RHOC,TRUE,TRUE,both
O15371,EIF3D,TRUE,TRUE,both
P51570,GALK1,TRUE,TRUE,both
Q99598,TSNAX,TRUE,TRUE,both
Q12906,ILF3,TRUE,TRUE,both
Q9UN86,G3BP2,TRUE,TRUE,both
P40763,STAT3,TRUE,TRUE,both
Q9NR19,ACSS2,TRUE,TRUE,both
Q9H008,LHPP,TRUE,TRUE,both
P49407,ARRB1,TRUE,TRUE,both
Q96BM9,ARL8A,TRUE,TRUE,both
Q9BUK0,CHCHD7,TRUE,TRUE,both
Q6ZVM7,TOM1L2,TRUE,TRUE,both
Q13751,LAMB3,TRUE,TRUE,both
Q6IAA8,LAMTOR1,TRUE,TRUE,both
P06132,UROD,TRUE,TRUE,both
P45985,MAP2K4,TRUE,TRUE,both
Q9BRT2,UQCC2,TRUE,TRUE,both
Q9NZ01,TECR,TRUE,TRUE,both
Q6JBY9,RCSD1,TRUE,TRUE,both
Q96PU8,QKI,TRUE,TRUE,both
Q13586,STIM1,TRUE,TRUE,both
Q9P0J1,PDP1,TRUE,TRUE,both
Q13148,TARDBP,TRUE,TRUE,both
Q9NP72,RAB18,TRUE,TRUE,both
P12081,HARS1,TRUE,TRUE,both
Q9NXJ5,PGPEP1,TRUE,TRUE,both
Q9NR56,MBNL1,TRUE,TRUE,both
Q9NP74,PALMD,TRUE,TRUE,both
Q86VN1,VPS36,TRUE,TRUE,both
P05166,PCCB,TRUE,TRUE,both
P51571,SSR4,TRUE,TRUE,both
Q9Y5J7,TIMM9,TRUE,TRUE,both
Q9H9B4,SFXN1,TRUE,TRUE,both
Q3LXA3,TKFC,TRUE,TRUE,both
P22059,OSBP,TRUE,TRUE,both
P49585,PCYT1A,TRUE,TRUE,both
Q8IXJ6,SIRT2,TRUE,TRUE,both
A0FGR8,ESYT2,TRUE,TRUE,both
P53621,COPA,TRUE,TRUE,both
O95822,MLYCD,TRUE,TRUE,both
Q16222,UAP1,TRUE,TRUE,both
P30533,LRPAP1,TRUE,TRUE,both
Q02790,FKBP4,TRUE,TRUE,both
Q8N3V7,SYNPO,TRUE,TRUE,both
Q58WW2,DCAF6,TRUE,TRUE,both
Q9Y6G9,DYNC1LI1,TRUE,TRUE,both
P48426,PIP4K2A,TRUE,TRUE,both
Q9UIQ6,LNPEP,TRUE,TRUE,both
Q687X5,STEAP4,TRUE,TRUE,both
Q9Y333,LSM2,TRUE,TRUE,both
Q9BQS8,FYCO1,TRUE,TRUE,both
P23588,EIF4B,TRUE,TRUE,both
P49137,MAPKAPK2,TRUE,TRUE,both
Q9NPQ8,RIC8A,TRUE,TRUE,both
Q86TC9,MYPN,TRUE,TRUE,both
Q969Q0,RPL36AL,TRUE,TRUE,both
O00560,SDCBP,TRUE,TRUE,both
O95140,MFN2,TRUE,TRUE,both
P78344,EIF4G2,TRUE,TRUE,both
Q9Y266,NUDC,TRUE,TRUE,both
O75569,PRKRA,TRUE,TRUE,both
Q9UIC8,LCMT1,TRUE,TRUE,both
Q8N5M9,JAGN1,TRUE,TRUE,both
Q9Y4L1,HYOU1,TRUE,TRUE,both
Q13505,MTX1,TRUE,TRUE,both
P26368,U2AF2,TRUE,TRUE,both
Q86TX2,ACOT1,TRUE,TRUE,both
P55735,SEC13,TRUE,TRUE,both
O75122,CLASP2,TRUE,TRUE,both
P23634,ATP2B4,TRUE,TRUE,both
P01889,HLA-B,TRUE,TRUE,both
Q13596,SNX1,TRUE,TRUE,both
Q99447,PCYT2,TRUE,TRUE,both
P48449,LSS,TRUE,TRUE,both
P10253,GAA,TRUE,TRUE,both
Q9NQP4,PFDN4,TRUE,TRUE,both
Q96AE4,FUBP1,TRUE,TRUE,both
Q13185,CBX3,TRUE,TRUE,both
O43617,TRAPPC3,TRUE,TRUE,both
O43464,HTRA2,TRUE,TRUE,both
O75880,SCO1,TRUE,TRUE,both
Q96GX9,APIP,TRUE,TRUE,both
Q9Y265,RUVBL1,TRUE,TRUE,both
P62266,RPS23,TRUE,TRUE,both
Q5JPE7,NOMO2,TRUE,TRUE,both
P34931,HSPA1L,TRUE,TRUE,both
P52888,THOP1,TRUE,TRUE,both
P84157,MXRA7,TRUE,TRUE,both
Q16740,CLPP,TRUE,TRUE,both
P62316,SNRPD2,TRUE,TRUE,both
O94874,UFL1,TRUE,TRUE,both
Q70IA6,MOB2,TRUE,TRUE,both
Q7Z434,MAVS,TRUE,TRUE,both
Q96C11,FGGY,TRUE,TRUE,both
Q14258,TRIM25,TRUE,TRUE,both
P49589,CARS1,TRUE,TRUE,both
P62834,RAP1A,TRUE,TRUE,both
O94811,TPPP,TRUE,TRUE,both
Q9BTZ2,DHRS4,TRUE,TRUE,both
Q8NFU3,TSTD1,TRUE,TRUE,both
Q9Y678,COPG1,TRUE,TRUE,both
Q92696,RABGGTA,TRUE,TRUE,both
Q4G0W2,DUSP28,TRUE,TRUE,both
P29966,MARCKS,TRUE,TRUE,both
P30419,NMT1,TRUE,TRUE,both
Q08752,PPID,TRUE,TRUE,both
Q9Y2B0,CNPY2,TRUE,TRUE,both
Q7Z4V5,HDGFL2,TRUE,TRUE,both
Q8TB37,NUBPL,TRUE,TRUE,both
P15927,RPA2,TRUE,TRUE,both
P24593,IGFBP5,TRUE,TRUE,both
Q8NCN5,PDPR,TRUE,TRUE,both
Q9C0C9,UBE2O,TRUE,TRUE,both
Q9BRX2,PELO,TRUE,TRUE,both
Q9Y383,LUC7L2,TRUE,TRUE,both
Q5U5X0,LYRM7,TRUE,TRUE,both
Q969T9,WBP2,TRUE,TRUE,both
Q9HCC0,MCCC2,TRUE,TRUE,both
Q13951,CBFB,TRUE,TRUE,both
Q9UBC2,EPS15L1,TRUE,TRUE,both
Q96H20,SNF8,TRUE,TRUE,both
Q969Z3,MTARC2,TRUE,TRUE,both
P39060,COL18A1,TRUE,TRUE,both
Q9NPH2,ISYNA1,TRUE,TRUE,both
Q13541,EIF4EBP1,TRUE,TRUE,both
O00763,ACACB,TRUE,TRUE,both
Q02543,RPL18A,TRUE,TRUE,both
Q7KZF4,SND1,TRUE,TRUE,both
Q9UDY4,DNAJB4,TRUE,TRUE,both
P01911,HLA-DRB1,TRUE,TRUE,both
P10321,HLA-C,TRUE,TRUE,both
Q9UKG1,APPL1,TRUE,TRUE,both
P43251,BTD,TRUE,TRUE,both
P27635,RPL10,TRUE,TRUE,both
Q6GMV2,SMYD5,TRUE,TRUE,both
Q8NFV4,ABHD11,TRUE,TRUE,both
Q9NRP0,OSTC,TRUE,TRUE,both
Q9UPY8,MAPRE3,TRUE,TRUE,both
Q6PCB7,SLC27A1,TRUE,TRUE,both
Q9UQ90,SPG7,TRUE,TRUE,both
Q9NYU2,UGGT1,TRUE,TRUE,both
Q13347,EIF3I,TRUE,TRUE,both
P63146,UBE2B,TRUE,TRUE,both
Q7Z6Z7,HUWE1,TRUE,TRUE,both
Q92614,MYO18A,TRUE,TRUE,both
P43897,TSFM,TRUE,TRUE,both
P27694,RPA1,TRUE,TRUE,both
Q8WX93,PALLD,TRUE,TRUE,both
O95394,PGM3,TRUE,TRUE,both
P61221,ABCE1,TRUE,TRUE,both
P36507,MAP2K2,TRUE,TRUE,both
P31751,AKT2,TRUE,TRUE,both
Q96HN2,AHCYL2,TRUE,TRUE,both
Q9UBB4,ATXN10,TRUE,TRUE,both
Q96S66,CLCC1,TRUE,TRUE,both
P42224,STAT1,TRUE,TRUE,both
Q9BTT0,ANP32E,TRUE,TRUE,both
Q9UI12,ATP6V1H,TRUE,TRUE,both
Q86UP2,KTN1,TRUE,TRUE,both
Q9UHQ4,BCAP29,TRUE,TRUE,both
Q9BPX5,ARPC5L,TRUE,TRUE,both
Q8NBU5,ATAD1,TRUE,TRUE,both
Q14C86,GAPVD1,TRUE,TRUE,both
Q86UE4,MTDH,TRUE,TRUE,both
Q12905,ILF2,TRUE,TRUE,both
Q9NT62,ATG3,TRUE,TRUE,both
Q9BSD7,NTPCR,TRUE,TRUE,both
O94979,SEC31A,TRUE,TRUE,both
Q8NE62,CHDH,TRUE,TRUE,both
Q96EY8,MMAB,TRUE,TRUE,both
Q9UPU5,USP24,TRUE,TRUE,both
P08754,GNAI3,TRUE,TRUE,both
Q14738,PPP2R5D,TRUE,TRUE,both
Q9NQ50,MRPL40,TRUE,TRUE,both
P13164,IFITM1,TRUE,TRUE,both
Q6NUK1,SLC25A24,TRUE,TRUE,both
Q9GZS3,WDR61,TRUE,FALSE,sam_only
P35244,RPA3,TRUE,TRUE,both
Q8IUZ5,PHYKPL,TRUE,TRUE,both
P26639,TARS1,TRUE,TRUE,both
Q96C00,ZBTB9,TRUE,TRUE,both
O95359,TACC2,TRUE,TRUE,both
Q15772,SPEG,TRUE,TRUE,both
Q13203,MYBPH,TRUE,TRUE,both
Q9UBT2,UBA2,TRUE,TRUE,both
Q00796,SORD,TRUE,TRUE,both
P67870,CSNK2B,TRUE,TRUE,both
Q9BU61,NDUFAF3,TRUE,TRUE,both
Q9P2J5,LARS1,TRUE,TRUE,both
P49841,GSK3B,TRUE,TRUE,both
Q8TDQ7,GNPDA2,TRUE,TRUE,both
O60343,TBC1D4,TRUE,TRUE,both
Q8N4Q1,CHCHD4,TRUE,TRUE,both
P60983,GMFB,TRUE,TRUE,both
Q9P0U1,TOMM7,TRUE,TRUE,both
P14678,SNRPB,TRUE,TRUE,both
Q99653,CHP1,TRUE,TRUE,both
Q93009,USP7,TRUE,TRUE,both
Q9H773,DCTPP1,TRUE,TRUE,both
Q16774,GUK1,TRUE,TRUE,both
Q9Y316,MEMO1,TRUE,TRUE,both
Q96EY1,DNAJA3,TRUE,TRUE,both
P63172,DYNLT1,TRUE,TRUE,both
O75391,SPAG7,TRUE,TRUE,both
P50895,BCAM,TRUE,TRUE,both
Q9Y5K5,UCHL5,TRUE,TRUE,both
P55769,SNU13,TRUE,TRUE,both
Q9Y295,DRG1,TRUE,TRUE,both
O75153,CLUH,TRUE,TRUE,both
Q96DE0,NUDT16,TRUE,TRUE,both
O75439,PMPCB,TRUE,TRUE,both
Q9Y5X1,SNX9,TRUE,TRUE,both
Q9BU02,THTPA,TRUE,TRUE,both
O14964,HGS,TRUE,TRUE,both
Q86WA6,BPHL,TRUE,TRUE,both
Q96HE7,ERO1A,TRUE,TRUE,both
Q969M7,UBE2F,TRUE,TRUE,both
Q6PI48,DARS2,TRUE,TRUE,both
P51114,FXR1,TRUE,TRUE,both
